Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,79,1324,13,181,19,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Basilicata,27,362,1,88,13,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Calabria,117,967,12,174,3,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Campania,293,3511,21,555,189,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Emilia-Romagna,418,7920,42,889,0,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Friuli Venezia Giulia,158,1277,23,175,0,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Lazio,579,6421,75,943,0,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Liguria,102,1701,8,217,12,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Lombardia,460,6369,50,1530,0,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Marche,70,966,23,238,56,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Molise,1,176,1,39,26,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
P.A. Bolzano,74,500,9,100,20,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
P.A. Trento,19,517,3,90,0,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Piemonte,279,5824,24,628,99,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Puglia,162,2722,21,482,0,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Sardegna,44,1602,8,204,16,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Sicilia,338,3617,46,859,0,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Toscana,264,5033,33,570,36,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Umbria,38,662,5,84,43,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Valle d'Aosta,9,83,0,33,0,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Veneto,277,6000,57,1000,0,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
Italia,3808,57554,475,9079,532,Dati della Protezione Civile del 15 Novembre 2021 ore 18:08
