Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,226,1324,24,181,14,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Basilicata,71,358,3,79,14,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Calabria,353,1055,29,189,9,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Campania,813,4394,65,688,22,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Emilia-Romagna,1622,9001,141,889,0,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Friuli Venezia Giulia,309,1277,29,175,0,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Lazio,1301,6421,176,943,243,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Liguria,562,1762,45,219,12,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Lombardia,2420,10457,226,1530,0,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Marche,244,1007,52,252,53,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Molise,22,176,2,39,26,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
P.A. Bolzano,78,500,18,100,20,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
P.A. Trento,98,517,22,90,0,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Piemonte,1460,5824,122,628,99,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Puglia,364,2704,38,493,0,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Sardegna,174,1602,19,204,16,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Sicilia,913,3694,115,851,0,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Toscana,871,5033,90,570,24,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Umbria,185,662,11,86,41,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Valle d'Aosta,45,99,5,33,0,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Veneto,1233,6000,196,1000,0,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
Italia,13364,63867,1428,9239,593,Dati della Protezione Civile del 05 Gennaio 2022 ore 18:57
