Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,278,1369,29,185,0,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Basilicata,131,448,10,88,13,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Calabria,423,998,31,156,25,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Campania,1365,4304,113,620,36,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Emilia-Romagna,1357,6538,187,760,0,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Friuli Venezia Giulia,147,1277,22,175,0,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Lazio,1863,6421,270,943,193,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Liguria,387,1820,52,226,12,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Lombardia,2668,10100,479,1416,114,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Marche,334,1215,58,210,54,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Molise,25,221,5,39,0,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
P.A. Bolzano,31,442,6,100,0,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
P.A. Trento,60,517,20,90,15,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Piemonte,1680,5824,161,628,99,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Puglia,1424,3768,183,586,0,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Sardegna,288,1602,41,216,33,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Sicilia,988,3858,131,845,196,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Toscana,1106,5033,205,602,16,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Umbria,143,665,20,116,0,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Valle d'Aosta,27,227,9,30,6,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Veneto,702,6000,126,1000,0,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Italia,15427,62647,2158,9031,812,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
