Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,451,1491,38,189,0,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Basilicata,84,433,6,88,13,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Calabria,257,915,16,152,25,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Campania,1402,4523,97,620,36,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Emilia-Romagna,2598,5889,221,757,0,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Friuli Venezia Giulia,655,1277,60,175,0,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Lazio,2854,6421,305,943,194,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Liguria,711,1774,63,218,12,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Lombardia,3634,12059,498,1255,275,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Marche,465,1158,61,216,40,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Molise,56,221,8,34,0,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
P.A. Bolzano,136,465,22,77,2,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
P.A. Trento,380,604,46,90,15,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Piemonte,3029,5824,196,628,99,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Puglia,1466,3471,136,458,84,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Sardegna,498,1653,45,180,27,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Sicilia,1093,4148,169,799,196,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Toscana,879,5033,157,573,3,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Umbria,263,765,38,130,2,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Valle d'Aosta,73,176,1,33,4,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Veneto,2678,6000,366,1000,0,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
Italia,23662,64300,2549,8615,1027,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21
