Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,667,1495,89,215,0,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Basilicata,159,422,14,88,13,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Calabria,283,911,28,152,25,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Campania,1541,4211,161,620,36,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Emilia-Romagna,3542,6490,381,760,0,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Friuli Venezia Giulia,538,1277,76,175,0,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Lazio,2408,6421,296,943,193,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Liguria,574,1795,63,222,12,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Lombardia,6641,12992,781,1416,114,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Marche,747,1176,133,233,40,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Molise,96,221,17,39,0,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
P.A. Bolzano,141,504,33,100,0,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
P.A. Trento,199,594,54,90,15,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Piemonte,3281,5824,315,628,99,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Puglia,1592,3623,218,569,80,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Sardegna,163,1602,29,208,35,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Sicilia,734,3881,116,834,196,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Toscana,1453,5033,241,598,22,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Umbria,406,860,79,139,2,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Valle d'Aosta,15,227,2,20,12,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Veneto,1337,6000,191,1000,0,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Italia,26517,65559,3317,9049,894,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
