Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,29,1369,1,185,23,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Basilicata,13,414,0,88,13,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Calabria,45,799,3,151,25,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Campania,196,3833,15,575,81,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Emilia-Romagna,150,6538,13,760,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Friuli Venezia Giulia,4,1277,1,175,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Lazio,128,6421,25,943,193,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Liguria,9,1703,7,213,12,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Lombardia,124,6471,37,1416,114,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Marche,8,951,2,209,57,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Molise,1,176,0,32,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
P.A. Bolzano,7,391,2,100,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Piemonte,63,5824,4,628,99,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Puglia,78,2799,9,462,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Sardegna,38,1602,1,216,33,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Sicilia,129,3034,17,661,196,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Toscana,66,5033,15,450,34,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Umbria,7,671,1,97,30,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Veneto,39,6000,8,1000,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
Italia,1134,55904,161,8451,931,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54
