Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,120,1369,12,185,23,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Basilicata,56,444,1,88,13,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Calabria,222,924,14,156,25,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Campania,624,4122,55,620,36,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Emilia-Romagna,489,6538,90,760,0,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Friuli Venezia Giulia,36,1277,2,175,0,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Lazio,838,6421,143,943,193,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Liguria,107,1721,29,229,12,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Lombardia,980,7816,207,1416,114,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Marche,97,1154,21,210,54,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Molise,8,221,1,39,0,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
P.A. Bolzano,16,430,3,100,0,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
P.A. Trento,15,517,9,90,15,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Piemonte,542,5824,79,628,99,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Puglia,490,3772,50,560,0,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Sardegna,130,1602,14,216,33,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Sicilia,421,3509,47,753,196,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Toscana,374,5033,103,498,24,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Umbria,55,681,7,116,0,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Valle d'Aosta,6,227,1,30,6,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Veneto,232,6000,45,1000,0,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Italia,5858,59602,933,8812,843,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
