Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,267,1382,4,181,0,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Basilicata,94,368,0,79,14,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Calabria,319,997,14,177,0,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Campania,711,3912,32,573,0,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Emilia-Romagna,1504,9001,50,889,0,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Friuli Venezia Giulia,260,1277,4,175,0,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Lazio,1014,6421,74,943,243,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Liguria,402,1647,12,218,12,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Lombardia,1506,10457,42,1810,0,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Marche,181,983,6,230,50,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Molise,21,176,2,39,26,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
P.A. Bolzano,98,500,1,100,20,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
P.A. Trento,86,517,3,90,0,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Piemonte,535,6794,11,628,99,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Puglia,500,2751,17,405,0,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Sardegna,170,1602,9,204,16,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Sicilia,1014,3646,53,793,0,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Toscana,733,5033,32,570,20,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Umbria,278,662,7,86,41,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Valle d'Aosta,20,85,1,13,21,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Veneto,721,6000,31,1000,0,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
Italia,10434,64211,405,9203,562,Dati della Protezione Civile del 16 Luglio 2022 ore 23:45
