Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,77,1324,6,177,23,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Basilicata,50,360,3,88,13,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Calabria,171,964,13,174,3,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Campania,351,3511,21,555,189,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Emilia-Romagna,402,7920,45,889,0,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Friuli Venezia Giulia,47,1277,12,175,0,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Lazio,463,6421,58,943,0,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Liguria,85,1695,8,218,12,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Lombardia,395,6369,58,1530,0,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Marche,58,971,23,212,61,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Molise,13,176,0,39,26,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
P.A. Bolzano,20,500,7,100,20,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
P.A. Trento,22,517,0,90,0,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Piemonte,181,5824,21,628,99,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Puglia,205,2741,25,482,0,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Sardegna,227,1602,25,204,16,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Sicilia,809,3713,117,881,0,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Toscana,390,5033,58,570,35,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Umbria,50,684,6,91,36,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Valle d'Aosta,1,83,0,33,0,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Veneto,213,6000,52,1000,0,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Italia,4230,57685,558,9079,533,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
