Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,105,1382,3,181,0,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Basilicata,22,338,0,79,14,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Calabria,129,952,7,179,0,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Campania,228,3880,14,575,0,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Emilia-Romagna,612,9001,21,889,0,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Friuli Venezia Giulia,109,1277,2,175,0,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Lazio,378,6421,25,943,243,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Liguria,117,1581,3,218,12,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Lombardia,482,10457,12,1810,0,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Marche,52,983,3,230,50,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Molise,10,176,0,39,26,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
P.A. Bolzano,26,500,3,100,20,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
P.A. Trento,44,517,2,90,0,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Piemonte,223,6794,7,628,99,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Puglia,116,2735,10,405,0,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Sardegna,72,1602,7,204,16,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Sicilia,204,3446,16,785,0,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Toscana,170,5033,8,570,13,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Umbria,114,662,1,86,41,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Valle d'Aosta,12,67,0,13,21,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Veneto,249,6000,6,1000,0,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
Italia,3474,63804,150,9199,555,Dati della Protezione Civile del 17 Settembre 2022 ore 23:45
