Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Veneto,2200,6000,275,1000,0,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Abruzzo,676,1366,73,183,0,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Basilicata,157,443,24,91,15,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Calabria,426,823,45,151,25,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Campania,2260,5118,198,590,66,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Emilia-Romagna,2594,5526,241,713,30,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Friuli Venezia Giulia,509,1277,55,175,0,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Lazio,3257,6223,337,962,200,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Liguria,1241,1888,119,224,14,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Lombardia,8314,15697,936,1442,88,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Marche,544,1180,86,186,65,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Molise,51,221,9,34,0,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
P.A. Bolzano,450,535,39,77,2,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
P.A. Trento,413,604,40,90,15,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Piemonte,5150,5723,390,628,99,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Puglia,1432,3243,197,451,70,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Sardegna,504,1543,70,179,33,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Sicilia,1568,4248,242,835,200,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Toscana,1798,5033,296,606,3,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Umbria,370,729,75,128,4,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Valle d'Aosta,149,209,11,37,0,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Italia,34063,67629,3758,8782,929,Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
