Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,78,1324,5,177,23,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Basilicata,46,362,4,88,13,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Calabria,167,964,14,174,3,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Campania,346,3511,21,555,189,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Emilia-Romagna,400,7920,43,889,0,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Friuli Venezia Giulia,47,1277,12,175,0,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Lazio,457,6421,57,943,0,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Liguria,83,1695,9,218,12,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Lombardia,391,6369,59,1530,0,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Marche,60,971,23,212,61,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Molise,9,228,0,69,13,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
P.A. Bolzano,25,500,7,100,20,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
P.A. Trento,20,517,0,90,0,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Piemonte,189,5824,23,628,99,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Puglia,186,2741,23,482,0,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Sardegna,220,1602,25,204,16,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Sicilia,793,3712,108,881,0,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Toscana,385,5033,57,570,35,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Umbria,52,684,6,91,36,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Valle d'Aosta,2,83,0,33,0,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Veneto,208,6000,52,1000,0,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
Italia,4164,57738,548,9109,520,Dati della Protezione Civile del 10 Settembre 2021 ore 18:21
