Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,412,1324,40,181,14,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Basilicata,98,352,6,79,14,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Calabria,394,1090,31,202,0,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Campania,1387,4476,99,812,0,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Emilia-Romagna,2611,9001,147,889,0,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Friuli Venezia Giulia,484,1277,39,175,0,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Lazio,2134,6421,207,943,243,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Liguria,718,1824,40,221,12,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Lombardia,3164,10457,252,1810,0,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Marche,304,1022,57,256,49,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Molise,41,176,3,39,26,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
P.A. Bolzano,108,500,12,100,20,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
P.A. Trento,138,517,25,90,0,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Piemonte,2110,6794,132,628,99,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Puglia,731,2882,65,503,0,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Sardegna,367,1602,34,204,16,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Sicilia,1456,3814,145,846,0,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Toscana,1340,5033,116,570,8,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Umbria,192,662,6,86,41,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Valle d'Aosta,70,143,6,34,0,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Veneto,1537,6000,168,1000,0,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Italia,19796,65367,1630,9668,542,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
