Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,491,1476,51,189,0,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Basilicata,82,410,3,88,13,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Calabria,243,913,24,152,25,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Campania,1540,4459,112,620,36,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Emilia-Romagna,1971,6126,182,757,0,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Friuli Venezia Giulia,501,1277,66,175,0,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Lazio,2257,6421,268,943,193,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Liguria,616,1790,63,217,18,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Lombardia,3553,10369,363,1224,306,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Marche,542,1174,74,233,40,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Molise,69,221,10,39,0,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
P.A. Bolzano,250,573,30,100,0,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
P.A. Trento,144,584,29,90,15,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Piemonte,2040,5824,148,628,99,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Puglia,1415,3561,165,569,80,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Sardegna,371,1602,37,208,35,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Sicilia,1161,4049,176,832,196,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Toscana,701,5033,113,552,11,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Umbria,434,785,79,130,2,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Valle d'Aosta,19,227,3,20,12,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Veneto,1112,6000,147,1000,0,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
Italia,19512,62874,2143,8766,1081,Dati della Protezione Civile del 09 Febbraio 2021 ore 18:47
