Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,123,1382,1,181,0,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Basilicata,14,338,1,79,13,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Calabria,118,952,5,179,0,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Campania,228,3878,9,575,0,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Emilia-Romagna,588,9001,23,889,0,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Friuli Venezia Giulia,89,1277,4,175,0,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Lazio,351,6421,27,943,243,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Liguria,118,1571,3,218,12,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Lombardia,468,10457,9,1810,0,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Marche,47,983,3,230,50,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Molise,6,176,0,39,26,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
P.A. Bolzano,51,500,2,100,20,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
P.A. Trento,39,517,1,90,0,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Piemonte,245,6794,6,628,99,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Puglia,99,2735,9,405,0,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Sardegna,58,1602,6,204,16,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Sicilia,203,3432,13,788,0,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Toscana,151,5033,5,570,13,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Umbria,105,662,0,86,41,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Valle d'Aosta,9,67,0,13,21,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Veneto,240,6000,11,1000,0,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
Italia,3350,63778,138,9202,554,Dati della Protezione Civile del 22 Settembre 2022 ore 23:45
