Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,537,1476,57,189,0,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Basilicata,70,414,6,88,13,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Calabria,195,913,22,152,25,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Campania,1281,4150,107,620,36,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Emilia-Romagna,1972,6126,172,757,0,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Friuli Venezia Giulia,412,1277,63,175,0,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Lazio,2090,6421,254,943,193,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Liguria,594,1794,61,216,18,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Lombardia,3572,10254,366,1248,282,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Marche,537,1176,83,233,40,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Molise,74,221,11,39,0,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
P.A. Bolzano,258,551,39,100,0,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
P.A. Trento,174,584,27,90,15,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Piemonte,1933,5824,144,628,99,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Puglia,1345,3606,159,569,80,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Sardegna,320,1602,25,208,35,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Sicilia,1035,3989,165,832,196,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Toscana,713,5033,132,561,12,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Umbria,464,841,84,141,2,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Valle d'Aosta,10,227,2,20,12,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Veneto,929,6000,110,1000,0,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Italia,18515,62479,2089,8809,1058,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
