Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,22,1324,1,185,23,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Basilicata,16,342,0,88,13,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Calabria,52,818,4,151,25,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Campania,176,3832,12,569,87,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Emilia-Romagna,150,6538,9,760,0,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Friuli Venezia Giulia,7,1277,2,175,0,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Lazio,196,6421,32,943,193,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Liguria,21,1708,5,216,12,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Lombardia,153,6369,26,1416,114,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Marche,15,951,3,209,57,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Molise,1,176,0,39,0,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
P.A. Bolzano,2,391,0,100,0,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
P.A. Trento,6,517,0,60,15,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Piemonte,54,5824,3,628,99,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Puglia,81,2799,9,462,0,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Sardegna,52,1602,9,216,33,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Sicilia,182,2906,27,644,89,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Toscana,85,5033,14,570,37,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Umbria,9,671,2,97,30,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Valle d'Aosta,0,67,0,15,6,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Veneto,60,6000,14,1000,0,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Italia,1340,55566,172,8543,833,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
