Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,122,1324,18,181,14,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Basilicata,29,360,1,79,13,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Calabria,217,989,19,186,6,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Campania,418,3530,31,520,214,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Emilia-Romagna,986,9001,107,889,0,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Friuli Venezia Giulia,285,1277,34,175,0,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Lazio,832,6421,112,943,243,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Liguria,337,1749,31,219,12,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Lombardia,1223,8485,154,1530,0,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Marche,163,970,38,250,52,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Molise,7,176,2,39,26,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
P.A. Bolzano,76,500,18,100,20,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
P.A. Trento,89,517,21,90,0,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Piemonte,664,5824,56,628,99,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Puglia,139,2722,25,482,0,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Sardegna,118,1602,10,204,16,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Sicilia,494,3577,55,864,0,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Toscana,331,5033,58,570,29,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Umbria,52,662,8,88,39,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Valle d'Aosta,20,99,2,33,0,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Veneto,974,6000,153,1000,0,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
Italia,7576,60818,953,9070,783,Dati della Protezione Civile del 18 Dicembre 2021 ore 19:06
