Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,396,1324,35,181,14,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Basilicata,90,354,3,79,14,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Calabria,440,1088,34,202,0,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Campania,1339,4506,100,786,0,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Emilia-Romagna,2459,9001,145,889,0,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Friuli Venezia Giulia,426,1277,40,175,0,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Lazio,1946,6421,207,943,243,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Liguria,740,1824,42,221,12,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Lombardia,3503,10457,276,1810,0,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Marche,298,1012,51,256,49,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Molise,18,176,1,39,26,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
P.A. Bolzano,107,500,17,100,20,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
P.A. Trento,144,517,23,90,0,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Piemonte,2053,6794,142,628,99,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Puglia,712,2869,67,499,0,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Sardegna,269,1602,30,204,16,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Sicilia,1417,3835,170,846,0,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Toscana,1340,5033,125,570,8,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Umbria,196,662,12,86,41,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Valle d'Aosta,76,143,6,33,0,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Veneto,1516,6000,181,1000,0,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
Italia,19485,65395,1707,9637,542,Dati della Protezione Civile del 21 Gennaio 2022 ore 18:51
