Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,124,1324,16,181,14,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Basilicata,30,360,1,79,13,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Calabria,204,979,20,180,3,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Campania,395,3529,26,520,214,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Emilia-Romagna,990,9001,106,889,0,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Friuli Venezia Giulia,289,1277,32,175,0,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Lazio,805,6421,111,943,243,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Liguria,315,1755,31,219,12,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Lombardia,1185,8485,146,1530,0,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Marche,151,970,35,250,52,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Molise,7,176,4,39,26,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
P.A. Bolzano,80,500,18,100,20,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
P.A. Trento,91,517,19,90,0,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Piemonte,624,5824,53,628,99,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Puglia,126,2722,27,482,0,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Sardegna,118,1602,7,204,16,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Sicilia,460,3574,52,864,0,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Toscana,319,5033,52,570,32,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Umbria,48,662,9,88,39,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Valle d'Aosta,18,99,2,33,0,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Veneto,959,6000,150,1000,0,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
Italia,7338,60810,917,9064,783,Dati della Protezione Civile del 16 Dicembre 2021 ore 18:35
