Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,508,1382,28,181,14,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Basilicata,98,365,7,79,13,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Calabria,354,1108,22,202,0,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Campania,1248,4476,72,812,0,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Emilia-Romagna,2147,9001,132,889,0,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Friuli Venezia Giulia,390,1277,41,175,0,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Lazio,1989,6421,184,943,243,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Liguria,633,1824,29,221,12,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Lombardia,2161,10457,174,1810,0,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Marche,301,1027,47,256,49,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Molise,43,176,4,39,26,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
P.A. Bolzano,114,500,8,100,20,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
P.A. Trento,135,517,12,90,0,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Piemonte,1732,6794,97,628,99,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Puglia,745,2911,68,503,0,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Sardegna,413,1602,29,204,16,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Sicilia,1323,3805,116,858,0,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Toscana,1175,5033,91,570,8,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Umbria,194,662,7,86,41,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Valle d'Aosta,42,163,3,34,0,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Veneto,1079,6000,94,1000,0,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
Italia,16824,65501,1265,9680,541,Dati della Protezione Civile del 11 Febbraio 2022 ore 20:45
