Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,52,1369,1,185,23,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Basilicata,35,449,0,88,13,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Calabria,112,928,10,156,25,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Campania,314,4045,22,577,79,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Emilia-Romagna,246,6538,40,760,0,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Friuli Venezia Giulia,4,1277,1,175,0,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Lazio,337,6421,77,943,193,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Liguria,35,1723,8,212,12,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Lombardia,427,7047,91,1416,114,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Marche,36,1061,8,211,57,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Molise,6,221,0,39,0,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
P.A. Bolzano,9,391,2,100,0,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
P.A. Trento,8,517,2,60,15,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Piemonte,233,5824,36,628,99,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Puglia,207,3433,18,549,0,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Sardegna,70,1602,5,216,33,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Sicilia,259,3222,30,688,196,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Toscana,152,5033,37,463,30,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Umbria,33,671,5,97,30,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Valle d'Aosta,3,81,0,30,6,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Veneto,102,6000,23,1000,0,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
Italia,2680,57853,416,8593,925,Dati della Protezione Civile del 18 Giugno 2021 ore 18:04
