Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,72,1324,7,177,23,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Basilicata,45,364,4,88,13,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Calabria,169,964,15,174,3,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Campania,323,3511,26,555,189,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Emilia-Romagna,411,7920,41,889,0,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Friuli Venezia Giulia,47,1277,9,175,0,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Lazio,435,6421,55,943,0,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Liguria,81,1676,7,218,12,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Lombardia,427,6369,59,1530,0,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Marche,58,971,26,212,58,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Molise,6,176,2,39,26,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
P.A. Bolzano,15,500,7,100,20,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
P.A. Trento,16,517,1,90,0,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Piemonte,206,5824,23,628,99,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Puglia,176,2741,19,482,0,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Sardegna,188,1602,18,204,16,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Sicilia,696,3725,99,888,0,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Toscana,354,5033,48,570,35,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Umbria,44,684,6,91,36,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Valle d'Aosta,2,83,0,33,0,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Veneto,218,6000,53,1000,0,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
Italia,3989,57682,525,9086,530,Dati della Protezione Civile del 17 Settembre 2021 ore 20:19
