Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,338,1324,32,181,14,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Basilicata,76,356,2,79,14,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Calabria,410,1073,38,189,8,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Campania,1091,4399,85,695,25,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Emilia-Romagna,2166,9001,152,889,0,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Friuli Venezia Giulia,353,1277,37,175,0,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Lazio,1583,6421,196,943,243,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Liguria,686,1814,43,220,12,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Lombardia,3202,10457,256,1530,0,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Marche,253,1005,57,256,49,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Molise,22,176,2,39,26,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
P.A. Bolzano,77,500,17,100,20,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
P.A. Trento,122,517,28,90,0,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Piemonte,1911,5824,148,628,99,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Puglia,475,2767,49,493,0,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Sardegna,216,1602,28,204,16,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Sicilia,1223,3852,163,833,0,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Toscana,1108,5033,122,570,10,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Umbria,198,662,14,86,41,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Valle d'Aosta,53,99,6,33,0,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Veneto,1504,6000,202,1000,0,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Italia,17067,64159,1677,9233,577,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
