Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,515,1495,54,211,0,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Basilicata,166,446,14,88,13,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Calabria,453,947,50,152,25,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Campania,1532,4320,145,620,36,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Emilia-Romagna,2292,6538,299,760,0,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Friuli Venezia Giulia,396,1277,57,175,0,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Lazio,2771,6421,385,943,193,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Liguria,579,1854,78,226,12,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Lombardia,4901,12553,723,1416,114,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Marche,577,1391,101,237,29,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Molise,52,221,15,39,0,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
P.A. Bolzano,60,467,12,100,0,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
P.A. Trento,116,574,31,90,15,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Piemonte,3125,5824,290,628,99,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Puglia,1906,3768,285,586,80,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Sardegna,364,1602,55,208,35,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Sicilia,1216,3901,189,835,196,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Toscana,1537,5033,278,631,15,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Umbria,237,832,33,125,2,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Valle d'Aosta,61,227,12,30,6,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Veneto,1244,6000,234,1000,0,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
Italia,24100,65691,3340,9100,870,Dati della Protezione Civile del 17 Aprile 2021 ore 19:51
