Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,134,1324,18,181,14,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Basilicata,45,358,0,79,13,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Calabria,253,979,30,187,11,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Campania,495,3696,31,550,138,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Emilia-Romagna,1142,9001,107,889,0,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Friuli Venezia Giulia,259,1277,27,175,0,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Lazio,947,6421,129,943,243,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Liguria,444,1735,39,219,12,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Lombardia,1401,10237,178,1530,0,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Marche,184,980,36,252,51,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Molise,16,176,2,39,26,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
P.A. Bolzano,72,500,19,100,20,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
P.A. Trento,89,517,20,90,0,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Piemonte,933,5824,80,628,99,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Puglia,172,2722,25,482,0,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Sardegna,132,1602,11,204,16,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Sicilia,597,3681,76,859,0,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Toscana,409,5033,72,570,29,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Umbria,69,662,8,86,41,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Valle d'Aosta,26,99,1,33,0,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Veneto,1073,6000,162,1000,0,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
Italia,8892,62824,1071,9096,713,Dati della Protezione Civile del 25 Dicembre 2021 ore 17:39
