Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,593,1533,76,201,11,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Basilicata,80,416,4,88,13,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Calabria,176,913,19,152,25,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Campania,1319,4144,125,620,36,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Emilia-Romagna,2017,6126,194,757,0,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Friuli Venezia Giulia,350,1277,56,175,0,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Lazio,1861,6421,233,943,193,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Liguria,515,1775,56,216,18,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Lombardia,3826,10355,391,1248,282,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Marche,543,1176,78,233,40,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Molise,97,221,13,39,0,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
P.A. Bolzano,259,549,33,100,0,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
P.A. Trento,175,584,30,90,15,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Piemonte,1905,5824,141,628,99,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Puglia,1282,3622,160,569,80,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Sardegna,264,1602,27,208,35,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Sicilia,843,3952,142,833,196,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Toscana,797,5033,155,569,14,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Umbria,475,851,81,141,2,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Valle d'Aosta,6,227,1,20,12,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Veneto,772,6000,103,1000,0,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Italia,18155,62601,2118,8830,1071,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
