Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,573,1495,71,215,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Basilicata,175,442,12,88,13,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Calabria,420,932,38,152,25,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Campania,1567,4350,152,620,36,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Emilia-Romagna,3181,6515,366,760,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Friuli Venezia Giulia,596,1277,78,175,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Lazio,3077,6421,392,943,193,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Liguria,652,1841,78,226,12,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Lombardia,6660,13693,862,1416,114,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Marche,785,1386,140,250,16,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Molise,55,221,14,39,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
P.A. Bolzano,69,478,16,100,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
P.A. Trento,179,594,51,90,15,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Piemonte,3819,5824,369,628,99,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Puglia,1897,3762,256,580,80,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Sardegna,255,1602,38,208,35,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Sicilia,902,3893,152,834,196,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Toscana,1603,5033,278,626,18,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Umbria,317,844,53,132,2,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Valle d'Aosta,55,227,12,30,6,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Veneto,1652,6000,286,1000,0,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Italia,28489,66830,3714,9112,860,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
