codice_regione,data,codice_nuts_2,denominazione_regione,soglia250
07,2020-05-19T17:00:00,ITC3,Liguria,26
03,2020-05-19T17:00:00,ITC4,Lombardia,26
11,2020-05-19T17:00:00,ITI3,Marche,7
14,2020-05-19T17:00:00,ITF2,Molise,12
21,2020-05-19T17:00:00,ITH1,P.A. Bolzano,3
22,2020-05-19T17:00:00,ITH2,P.A. Trento,10
01,2020-05-19T17:00:00,ITC1,Piemonte,19
16,2020-05-19T17:00:00,ITF4,Puglia,1
20,2020-05-19T17:00:00,ITG2,Sardegna,1
19,2020-05-19T17:00:00,ITG1,Sicilia,1
09,2020-05-19T17:00:00,ITI1,Toscana,4
10,2020-05-19T17:00:00,ITI2,Umbria,1
02,2020-05-19T17:00:00,ITC2,Valle d'Aosta,12
05,2020-05-19T17:00:00,ITH3,Veneto,4
13,2020-05-20T17:00:00,ITF1,Abruzzo,6
17,2020-05-20T17:00:00,ITF5,Basilicata,1
18,2020-05-20T17:00:00,ITF6,Calabria,1
15,2020-05-20T17:00:00,ITF3,Campania,1
08,2020-05-20T17:00:00,ITH5,Emilia-Romagna,9
06,2020-05-20T17:00:00,ITH4,Friuli Venezia Giulia,4
12,2020-05-20T17:00:00,ITI4,Lazio,5
07,2020-05-20T17:00:00,ITC3,Liguria,24
03,2020-05-20T17:00:00,ITC4,Lombardia,25
11,2020-05-20T17:00:00,ITI3,Marche,6
14,2020-05-20T17:00:00,ITF2,Molise,7
21,2020-05-20T17:00:00,ITH1,P.A. Bolzano,2
22,2020-05-20T17:00:00,ITH2,P.A. Trento,10
01,2020-05-20T17:00:00,ITC1,Piemonte,19
16,2020-05-20T17:00:00,ITF4,Puglia,1
20,2020-05-20T17:00:00,ITG2,Sardegna,1
19,2020-05-20T17:00:00,ITG1,Sicilia,1
09,2020-05-20T17:00:00,ITI1,Toscana,4
10,2020-05-20T17:00:00,ITI2,Umbria,1
02,2020-05-20T17:00:00,ITC2,Valle d'Aosta,10
05,2020-05-20T17:00:00,ITH3,Veneto,4
13,2020-05-21T17:00:00,ITF1,Abruzzo,6
17,2020-05-21T17:00:00,ITF5,Basilicata,1
18,2020-05-21T17:00:00,ITF6,Calabria,1
15,2020-05-21T17:00:00,ITF3,Campania,1
08,2020-05-21T17:00:00,ITH5,Emilia-Romagna,8
06,2020-05-21T17:00:00,ITH4,Friuli Venezia Giulia,4
12,2020-05-21T17:00:00,ITI4,Lazio,5
07,2020-05-21T17:00:00,ITC3,Liguria,23
03,2020-05-21T17:00:00,ITC4,Lombardia,23
11,2020-05-21T17:00:00,ITI3,Marche,6
14,2020-05-21T17:00:00,ITF2,Molise,7
21,2020-05-21T17:00:00,ITH1,P.A. Bolzano,2
22,2020-05-21T17:00:00,ITH2,P.A. Trento,12
01,2020-05-21T17:00:00,ITC1,Piemonte,18
16,2020-05-21T17:00:00,ITF4,Puglia,1
20,2020-05-21T17:00:00,ITG2,Sardegna,1
19,2020-05-21T17:00:00,ITG1,Sicilia,1
09,2020-05-21T17:00:00,ITI1,Toscana,4
10,2020-05-21T17:00:00,ITI2,Umbria,1
02,2020-05-21T17:00:00,ITC2,Valle d'Aosta,8
05,2020-05-21T17:00:00,ITH3,Veneto,4
13,2020-05-22T17:00:00,ITF1,Abruzzo,6
17,2020-05-22T17:00:00,ITF5,Basilicata,1
18,2020-05-22T17:00:00,ITF6,Calabria,1
15,2020-05-22T17:00:00,ITF3,Campania,1
08,2020-05-22T17:00:00,ITH5,Emilia-Romagna,8
06,2020-05-22T17:00:00,ITH4,Friuli Venezia Giulia,4
12,2020-05-22T17:00:00,ITI4,Lazio,4
07,2020-05-22T17:00:00,ITC3,Liguria,22
03,2020-05-22T17:00:00,ITC4,Lombardia,23
11,2020-05-22T17:00:00,ITI3,Marche,5
14,2020-05-22T17:00:00,ITF2,Molise,6
21,2020-05-22T17:00:00,ITH1,P.A. Bolzano,2
22,2020-05-22T17:00:00,ITH2,P.A. Trento,13
01,2020-05-22T17:00:00,ITC1,Piemonte,17
16,2020-05-22T17:00:00,ITF4,Puglia,2
20,2020-05-22T17:00:00,ITG2,Sardegna,0
19,2020-05-22T17:00:00,ITG1,Sicilia,1
09,2020-05-22T17:00:00,ITI1,Toscana,4
10,2020-05-22T17:00:00,ITI2,Umbria,1
02,2020-05-22T17:00:00,ITC2,Valle d'Aosta,4
05,2020-05-22T17:00:00,ITH3,Veneto,3
13,2020-05-23T17:00:00,ITF1,Abruzzo,3
17,2020-05-23T17:00:00,ITF5,Basilicata,1
18,2020-05-23T17:00:00,ITF6,Calabria,0
15,2020-05-23T17:00:00,ITF3,Campania,1
08,2020-05-23T17:00:00,ITH5,Emilia-Romagna,7
06,2020-05-23T17:00:00,ITH4,Friuli Venezia Giulia,4
12,2020-05-23T17:00:00,ITI4,Lazio,4
07,2020-05-23T17:00:00,ITC3,Liguria,21
03,2020-05-23T17:00:00,ITC4,Lombardia,23
11,2020-05-23T17:00:00,ITI3,Marche,4
14,2020-05-23T17:00:00,ITF2,Molise,7
21,2020-05-23T17:00:00,ITH1,P.A. Bolzano,2
22,2020-05-23T17:00:00,ITH2,P.A. Trento,13
01,2020-05-23T17:00:00,ITC1,Piemonte,15
16,2020-05-23T17:00:00,ITF4,Puglia,2
20,2020-05-23T17:00:00,ITG2,Sardegna,0
19,2020-05-23T17:00:00,ITG1,Sicilia,1
09,2020-05-23T17:00:00,ITI1,Toscana,4
10,2020-05-23T17:00:00,ITI2,Umbria,1
02,2020-05-23T17:00:00,ITC2,Valle d'Aosta,3
05,2020-05-23T17:00:00,ITH3,Veneto,3
13,2020-05-24T17:00:00,ITF1,Abruzzo,3
17,2020-05-24T17:00:00,ITF5,Basilicata,1
18,2020-05-24T17:00:00,ITF6,Calabria,0
15,2020-05-24T17:00:00,ITF3,Campania,1
08,2020-05-24T17:00:00,ITH5,Emilia-Romagna,7
06,2020-05-24T17:00:00,ITH4,Friuli Venezia Giulia,4
12,2020-05-24T17:00:00,ITI4,Lazio,3
07,2020-05-24T17:00:00,ITC3,Liguria,21
03,2020-05-24T17:00:00,ITC4,Lombardia,23
11,2020-05-24T17:00:00,ITI3,Marche,3
14,2020-05-24T17:00:00,ITF2,Molise,7
21,2020-05-24T17:00:00,ITH1,P.A. Bolzano,2
22,2020-05-24T17:00:00,ITH2,P.A. Trento,12
01,2020-05-24T17:00:00,ITC1,Piemonte,15
16,2020-05-24T17:00:00,ITF4,Puglia,2
20,2020-05-24T17:00:00,ITG2,Sardegna,0
19,2020-05-24T17:00:00,ITG1,Sicilia,1
09,2020-05-24T17:00:00,ITI1,Toscana,3
10,2020-05-24T17:00:00,ITI2,Umbria,1
02,2020-05-24T17:00:00,ITC2,Valle d'Aosta,4
05,2020-05-24T17:00:00,ITH3,Veneto,3
13,2020-05-25T17:00:00,ITF1,Abruzzo,3
17,2020-05-25T17:00:00,ITF5,Basilicata,1
18,2020-05-25T17:00:00,ITF6,Calabria,0
15,2020-05-25T17:00:00,ITF3,Campania,1
08,2020-05-25T17:00:00,ITH5,Emilia-Romagna,7
06,2020-05-25T17:00:00,ITH4,Friuli Venezia Giulia,3
12,2020-05-25T17:00:00,ITI4,Lazio,3
07,2020-05-25T17:00:00,ITC3,Liguria,20
03,2020-05-25T17:00:00,ITC4,Lombardia,22
11,2020-05-25T17:00:00,ITI3,Marche,3
14,2020-05-25T17:00:00,ITF2,Molise,3
21,2020-05-25T17:00:00,ITH1,P.A. Bolzano,2
22,2020-05-25T17:00:00,ITH2,P.A. Trento,10
01,2020-05-25T17:00:00,ITC1,Piemonte,14
16,2020-05-25T17:00:00,ITF4,Puglia,2
20,2020-05-25T17:00:00,ITG2,Sardegna,0
19,2020-05-25T17:00:00,ITG1,Sicilia,1
09,2020-05-25T17:00:00,ITI1,Toscana,3
10,2020-05-25T17:00:00,ITI2,Umbria,1
02,2020-05-25T17:00:00,ITC2,Valle d'Aosta,4
05,2020-05-25T17:00:00,ITH3,Veneto,3
13,2020-05-26T17:00:00,ITF1,Abruzzo,3
17,2020-05-26T17:00:00,ITF5,Basilicata,1
18,2020-05-26T17:00:00,ITF6,Calabria,0
15,2020-05-26T17:00:00,ITF3,Campania,1
08,2020-05-26T17:00:00,ITH5,Emilia-Romagna,7
06,2020-05-26T17:00:00,ITH4,Friuli Venezia Giulia,4
12,2020-05-26T17:00:00,ITI4,Lazio,3
07,2020-05-26T17:00:00,ITC3,Liguria,19
03,2020-05-26T17:00:00,ITC4,Lombardia,19
11,2020-05-26T17:00:00,ITI3,Marche,3
14,2020-05-26T17:00:00,ITF2,Molise,3
21,2020-05-26T17:00:00,ITH1,P.A. Bolzano,1
22,2020-05-26T17:00:00,ITH2,P.A. Trento,10
01,2020-05-26T17:00:00,ITC1,Piemonte,14
16,2020-05-26T17:00:00,ITF4,Puglia,2
20,2020-05-26T17:00:00,ITG2,Sardegna,0
19,2020-05-26T17:00:00,ITG1,Sicilia,1
09,2020-05-26T17:00:00,ITI1,Toscana,3
10,2020-05-26T17:00:00,ITI2,Umbria,0
02,2020-05-26T17:00:00,ITC2,Valle d'Aosta,5
05,2020-05-26T17:00:00,ITH3,Veneto,2
13,2020-05-27T17:00:00,ITF1,Abruzzo,2
17,2020-05-27T17:00:00,ITF5,Basilicata,1
18,2020-05-27T17:00:00,ITF6,Calabria,0
15,2020-05-27T17:00:00,ITF3,Campania,1
08,2020-05-27T17:00:00,ITH5,Emilia-Romagna,6
06,2020-05-27T17:00:00,ITH4,Friuli Venezia Giulia,4
12,2020-05-27T17:00:00,ITI4,Lazio,2
07,2020-05-27T17:00:00,ITC3,Liguria,20
03,2020-05-27T17:00:00,ITC4,Lombardia,20
11,2020-05-27T17:00:00,ITI3,Marche,3
14,2020-05-27T17:00:00,ITF2,Molise,4
21,2020-05-27T17:00:00,ITH1,P.A. Bolzano,1
22,2020-05-27T17:00:00,ITH2,P.A. Trento,10
01,2020-05-27T17:00:00,ITC1,Piemonte,12
16,2020-05-27T17:00:00,ITF4,Puglia,2
20,2020-05-27T17:00:00,ITG2,Sardegna,0
19,2020-05-27T17:00:00,ITG1,Sicilia,0
09,2020-05-27T17:00:00,ITI1,Toscana,3
10,2020-05-27T17:00:00,ITI2,Umbria,0
02,2020-05-27T17:00:00,ITC2,Valle d'Aosta,5
05,2020-05-27T17:00:00,ITH3,Veneto,2
13,2020-05-28T17:00:00,ITF1,Abruzzo,2
17,2020-05-28T17:00:00,ITF5,Basilicata,1
18,2020-05-28T17:00:00,ITF6,Calabria,0
15,2020-05-28T17:00:00,ITF3,Campania,1
08,2020-05-28T17:00:00,ITH5,Emilia-Romagna,6
06,2020-05-28T17:00:00,ITH4,Friuli Venezia Giulia,4
12,2020-05-28T17:00:00,ITI4,Lazio,2
07,2020-05-28T17:00:00,ITC3,Liguria,17
03,2020-05-28T17:00:00,ITC4,Lombardia,21
11,2020-05-28T17:00:00,ITI3,Marche,2
14,2020-05-28T17:00:00,ITF2,Molise,4
21,2020-05-28T17:00:00,ITH1,P.A. Bolzano,2
22,2020-05-28T17:00:00,ITH2,P.A. Trento,9
01,2020-05-28T17:00:00,ITC1,Piemonte,11
16,2020-05-28T17:00:00,ITF4,Puglia,2
20,2020-05-28T17:00:00,ITG2,Sardegna,0
19,2020-05-28T17:00:00,ITG1,Sicilia,0
09,2020-05-28T17:00:00,ITI1,Toscana,2
10,2020-05-28T17:00:00,ITI2,Umbria,0
02,2020-05-28T17:00:00,ITC2,Valle d'Aosta,5
05,2020-05-28T17:00:00,ITH3,Veneto,2
13,2020-05-29T17:00:00,ITF1,Abruzzo,1
17,2020-05-29T17:00:00,ITF5,Basilicata,1
18,2020-05-29T17:00:00,ITF6,Calabria,0
15,2020-05-29T17:00:00,ITF3,Campania,1
08,2020-05-29T17:00:00,ITH5,Emilia-Romagna,6
06,2020-05-29T17:00:00,ITH4,Friuli Venezia Giulia,3
12,2020-05-29T17:00:00,ITI4,Lazio,2
07,2020-05-29T17:00:00,ITC3,Liguria,15
03,2020-05-29T17:00:00,ITC4,Lombardia,21
11,2020-05-29T17:00:00,ITI3,Marche,2
14,2020-05-29T17:00:00,ITF2,Molise,3
21,2020-05-29T17:00:00,ITH1,P.A. Bolzano,1
22,2020-05-29T17:00:00,ITH2,P.A. Trento,7
01,2020-05-29T17:00:00,ITC1,Piemonte,10
16,2020-05-29T17:00:00,ITF4,Puglia,1
20,2020-05-29T17:00:00,ITG2,Sardegna,0
19,2020-05-29T17:00:00,ITG1,Sicilia,0
09,2020-05-29T17:00:00,ITI1,Toscana,1
10,2020-05-29T17:00:00,ITI2,Umbria,0
02,2020-05-29T17:00:00,ITC2,Valle d'Aosta,4
05,2020-05-29T17:00:00,ITH3,Veneto,2
13,2020-05-30T17:00:00,ITF1,Abruzzo,1
17,2020-05-30T17:00:00,ITF5,Basilicata,0
18,2020-05-30T17:00:00,ITF6,Calabria,0
15,2020-05-30T17:00:00,ITF3,Campania,1
08,2020-05-30T17:00:00,ITH5,Emilia-Romagna,6
06,2020-05-30T17:00:00,ITH4,Friuli Venezia Giulia,3
12,2020-05-30T17:00:00,ITI4,Lazio,2
07,2020-05-30T17:00:00,ITC3,Liguria,15
03,2020-05-30T17:00:00,ITC4,Lombardia,19
11,2020-05-30T17:00:00,ITI3,Marche,2
14,2020-05-30T17:00:00,ITF2,Molise,2
21,2020-05-30T17:00:00,ITH1,P.A. Bolzano,1
22,2020-05-30T17:00:00,ITH2,P.A. Trento,6
01,2020-05-30T17:00:00,ITC1,Piemonte,10
16,2020-05-30T17:00:00,ITF4,Puglia,1
20,2020-05-30T17:00:00,ITG2,Sardegna,0
19,2020-05-30T17:00:00,ITG1,Sicilia,0
09,2020-05-30T17:00:00,ITI1,Toscana,1
10,2020-05-30T17:00:00,ITI2,Umbria,0
02,2020-05-30T17:00:00,ITC2,Valle d'Aosta,5
05,2020-05-30T17:00:00,ITH3,Veneto,2
13,2020-05-31T17:00:00,ITF1,Abruzzo,1
17,2020-05-31T17:00:00,ITF5,Basilicata,0
18,2020-05-31T17:00:00,ITF6,Calabria,0
15,2020-05-31T17:00:00,ITF3,Campania,1
08,2020-05-31T17:00:00,ITH5,Emilia-Romagna,5
06,2020-05-31T17:00:00,ITH4,Friuli Venezia Giulia,3
12,2020-05-31T17:00:00,ITI4,Lazio,2
07,2020-05-31T17:00:00,ITC3,Liguria,12
03,2020-05-31T17:00:00,ITC4,Lombardia,19
11,2020-05-31T17:00:00,ITI3,Marche,1
14,2020-05-31T17:00:00,ITF2,Molise,1
21,2020-05-31T17:00:00,ITH1,P.A. Bolzano,1
22,2020-05-31T17:00:00,ITH2,P.A. Trento,5
01,2020-05-31T17:00:00,ITC1,Piemonte,11
16,2020-05-31T17:00:00,ITF4,Puglia,1
20,2020-05-31T17:00:00,ITG2,Sardegna,0
19,2020-05-31T17:00:00,ITG1,Sicilia,0
09,2020-05-31T17:00:00,ITI1,Toscana,1
10,2020-05-31T17:00:00,ITI2,Umbria,0
02,2020-05-31T17:00:00,ITC2,Valle d'Aosta,5
05,2020-05-31T17:00:00,ITH3,Veneto,1
13,2020-06-01T17:00:00,ITF1,Abruzzo,1
17,2020-06-01T17:00:00,ITF5,Basilicata,0
18,2020-06-01T17:00:00,ITF6,Calabria,0
15,2020-06-01T17:00:00,ITF3,Campania,1
08,2020-06-01T17:00:00,ITH5,Emilia-Romagna,5
06,2020-06-01T17:00:00,ITH4,Friuli Venezia Giulia,3
12,2020-06-01T17:00:00,ITI4,Lazio,2
07,2020-06-01T17:00:00,ITC3,Liguria,15
03,2020-06-01T17:00:00,ITC4,Lombardia,18
11,2020-06-01T17:00:00,ITI3,Marche,1
14,2020-06-01T17:00:00,ITF2,Molise,1
21,2020-06-01T17:00:00,ITH1,P.A. Bolzano,1
22,2020-06-01T17:00:00,ITH2,P.A. Trento,5
01,2020-06-01T17:00:00,ITC1,Piemonte,10
16,2020-06-01T17:00:00,ITF4,Puglia,1
20,2020-06-01T17:00:00,ITG2,Sardegna,0
19,2020-06-01T17:00:00,ITG1,Sicilia,0
09,2020-06-01T17:00:00,ITI1,Toscana,1
10,2020-06-01T17:00:00,ITI2,Umbria,0
02,2020-06-01T17:00:00,ITC2,Valle d'Aosta,6
05,2020-06-01T17:00:00,ITH3,Veneto,1
13,2020-06-02T17:00:00,ITF1,Abruzzo,1
17,2020-06-02T17:00:00,ITF5,Basilicata,0
18,2020-06-02T17:00:00,ITF6,Calabria,0
15,2020-06-02T17:00:00,ITF3,Campania,1
08,2020-06-02T17:00:00,ITH5,Emilia-Romagna,5
06,2020-06-02T17:00:00,ITH4,Friuli Venezia Giulia,2
12,2020-06-02T17:00:00,ITI4,Lazio,1
07,2020-06-02T17:00:00,ITC3,Liguria,12
03,2020-06-02T17:00:00,ITC4,Lombardia,18
11,2020-06-02T17:00:00,ITI3,Marche,1
14,2020-06-02T17:00:00,ITF2,Molise,1
21,2020-06-02T17:00:00,ITH1,P.A. Bolzano,1
22,2020-06-02T17:00:00,ITH2,P.A. Trento,3
01,2020-06-02T17:00:00,ITC1,Piemonte,9
16,2020-06-02T17:00:00,ITF4,Puglia,1
20,2020-06-02T17:00:00,ITG2,Sardegna,0
19,2020-06-02T17:00:00,ITG1,Sicilia,0
09,2020-06-02T17:00:00,ITI1,Toscana,1
10,2020-06-02T17:00:00,ITI2,Umbria,0
02,2020-06-02T17:00:00,ITC2,Valle d'Aosta,5
05,2020-06-02T17:00:00,ITH3,Veneto,1
13,2020-06-03T17:00:00,ITF1,Abruzzo,1
17,2020-06-03T17:00:00,ITF5,Basilicata,0
18,2020-06-03T17:00:00,ITF6,Calabria,0
15,2020-06-03T17:00:00,ITF3,Campania,1
08,2020-06-03T17:00:00,ITH5,Emilia-Romagna,5
06,2020-06-03T17:00:00,ITH4,Friuli Venezia Giulia,2
12,2020-06-03T17:00:00,ITI4,Lazio,1
07,2020-06-03T17:00:00,ITC3,Liguria,11
03,2020-06-03T17:00:00,ITC4,Lombardia,16
11,2020-06-03T17:00:00,ITI3,Marche,1
14,2020-06-03T17:00:00,ITF2,Molise,1
21,2020-06-03T17:00:00,ITH1,P.A. Bolzano,1
22,2020-06-03T17:00:00,ITH2,P.A. Trento,2
01,2020-06-03T17:00:00,ITC1,Piemonte,8
16,2020-06-03T17:00:00,ITF4,Puglia,1
20,2020-06-03T17:00:00,ITG2,Sardegna,0
19,2020-06-03T17:00:00,ITG1,Sicilia,0
09,2020-06-03T17:00:00,ITI1,Toscana,1
10,2020-06-03T17:00:00,ITI2,Umbria,0
02,2020-06-03T17:00:00,ITC2,Valle d'Aosta,5
05,2020-06-03T17:00:00,ITH3,Veneto,1
13,2020-06-04T17:00:00,ITF1,Abruzzo,1
17,2020-06-04T17:00:00,ITF5,Basilicata,0
18,2020-06-04T17:00:00,ITF6,Calabria,0
15,2020-06-04T17:00:00,ITF3,Campania,1
08,2020-06-04T17:00:00,ITH5,Emilia-Romagna,4
06,2020-06-04T17:00:00,ITH4,Friuli Venezia Giulia,1
12,2020-06-04T17:00:00,ITI4,Lazio,1
07,2020-06-04T17:00:00,ITC3,Liguria,11
03,2020-06-04T17:00:00,ITC4,Lombardia,13
11,2020-06-04T17:00:00,ITI3,Marche,1
14,2020-06-04T17:00:00,ITF2,Molise,0
21,2020-06-04T17:00:00,ITH1,P.A. Bolzano,1
22,2020-06-04T17:00:00,ITH2,P.A. Trento,1
01,2020-06-04T17:00:00,ITC1,Piemonte,7
16,2020-06-04T17:00:00,ITF4,Puglia,1
20,2020-06-04T17:00:00,ITG2,Sardegna,0
19,2020-06-04T17:00:00,ITG1,Sicilia,0
09,2020-06-04T17:00:00,ITI1,Toscana,1
10,2020-06-04T17:00:00,ITI2,Umbria,0
02,2020-06-04T17:00:00,ITC2,Valle d'Aosta,4
05,2020-06-04T17:00:00,ITH3,Veneto,1
13,2020-06-05T17:00:00,ITF1,Abruzzo,2
17,2020-06-05T17:00:00,ITF5,Basilicata,0
18,2020-06-05T17:00:00,ITF6,Calabria,0
15,2020-06-05T17:00:00,ITF3,Campania,1
08,2020-06-05T17:00:00,ITH5,Emilia-Romagna,3
06,2020-06-05T17:00:00,ITH4,Friuli Venezia Giulia,1
12,2020-06-05T17:00:00,ITI4,Lazio,1
07,2020-06-05T17:00:00,ITC3,Liguria,11
03,2020-06-05T17:00:00,ITC4,Lombardia,14
11,2020-06-05T17:00:00,ITI3,Marche,1
14,2020-06-05T17:00:00,ITF2,Molise,0
21,2020-06-05T17:00:00,ITH1,P.A. Bolzano,1
22,2020-06-05T17:00:00,ITH2,P.A. Trento,1
01,2020-06-05T17:00:00,ITC1,Piemonte,7
16,2020-06-05T17:00:00,ITF4,Puglia,1
20,2020-06-05T17:00:00,ITG2,Sardegna,0
19,2020-06-05T17:00:00,ITG1,Sicilia,0
09,2020-06-05T17:00:00,ITI1,Toscana,1
10,2020-06-05T17:00:00,ITI2,Umbria,0
02,2020-06-05T17:00:00,ITC2,Valle d'Aosta,4
05,2020-06-05T17:00:00,ITH3,Veneto,1
13,2020-06-06T17:00:00,ITF1,Abruzzo,2
17,2020-06-06T17:00:00,ITF5,Basilicata,0
18,2020-06-06T17:00:00,ITF6,Calabria,0
15,2020-06-06T17:00:00,ITF3,Campania,0
08,2020-06-06T17:00:00,ITH5,Emilia-Romagna,3
06,2020-06-06T17:00:00,ITH4,Friuli Venezia Giulia,1
12,2020-06-06T17:00:00,ITI4,Lazio,1
07,2020-06-06T17:00:00,ITC3,Liguria,10
03,2020-06-06T17:00:00,ITC4,Lombardia,13
11,2020-06-06T17:00:00,ITI3,Marche,1
14,2020-06-06T17:00:00,ITF2,Molise,0
21,2020-06-06T17:00:00,ITH1,P.A. Bolzano,1
22,2020-06-06T17:00:00,ITH2,P.A. Trento,1
01,2020-06-06T17:00:00,ITC1,Piemonte,6
16,2020-06-06T17:00:00,ITF4,Puglia,1
20,2020-06-06T17:00:00,ITG2,Sardegna,0
19,2020-06-06T17:00:00,ITG1,Sicilia,0
09,2020-06-06T17:00:00,ITI1,Toscana,1
10,2020-06-06T17:00:00,ITI2,Umbria,0
02,2020-06-06T17:00:00,ITC2,Valle d'Aosta,5
05,2020-06-06T17:00:00,ITH3,Veneto,1
13,2020-06-07T17:00:00,ITF1,Abruzzo,2
17,2020-06-07T17:00:00,ITF5,Basilicata,0
18,2020-06-07T17:00:00,ITF6,Calabria,0
15,2020-06-07T17:00:00,ITF3,Campania,0
08,2020-06-07T17:00:00,ITH5,Emilia-Romagna,3
06,2020-06-07T17:00:00,ITH4,Friuli Venezia Giulia,1
12,2020-06-07T17:00:00,ITI4,Lazio,1
07,2020-06-07T17:00:00,ITC3,Liguria,10
03,2020-06-07T17:00:00,ITC4,Lombardia,12
11,2020-06-07T17:00:00,ITI3,Marche,1
14,2020-06-07T17:00:00,ITF2,Molise,0
21,2020-06-07T17:00:00,ITH1,P.A. Bolzano,1
22,2020-06-07T17:00:00,ITH2,P.A. Trento,1
01,2020-06-07T17:00:00,ITC1,Piemonte,5
16,2020-06-07T17:00:00,ITF4,Puglia,0
20,2020-06-07T17:00:00,ITG2,Sardegna,0
19,2020-06-07T17:00:00,ITG1,Sicilia,0
09,2020-06-07T17:00:00,ITI1,Toscana,1
10,2020-06-07T17:00:00,ITI2,Umbria,0
02,2020-06-07T17:00:00,ITC2,Valle d'Aosta,6
05,2020-06-07T17:00:00,ITH3,Veneto,1
13,2020-06-08T17:00:00,ITF1,Abruzzo,2
17,2020-06-08T17:00:00,ITF5,Basilicata,0
18,2020-06-08T17:00:00,ITF6,Calabria,0
15,2020-06-08T17:00:00,ITF3,Campania,0
08,2020-06-08T17:00:00,ITH5,Emilia-Romagna,3
06,2020-06-08T17:00:00,ITH4,Friuli Venezia Giulia,1
12,2020-06-08T17:00:00,ITI4,Lazio,2
07,2020-06-08T17:00:00,ITC3,Liguria,7
03,2020-06-08T17:00:00,ITC4,Lombardia,14
11,2020-06-08T17:00:00,ITI3,Marche,1
14,2020-06-08T17:00:00,ITF2,Molise,0
21,2020-06-08T17:00:00,ITH1,P.A. Bolzano,1
22,2020-06-08T17:00:00,ITH2,P.A. Trento,1
01,2020-06-08T17:00:00,ITC1,Piemonte,5
16,2020-06-08T17:00:00,ITF4,Puglia,0
20,2020-06-08T17:00:00,ITG2,Sardegna,0
19,2020-06-08T17:00:00,ITG1,Sicilia,0
09,2020-06-08T17:00:00,ITI1,Toscana,1
10,2020-06-08T17:00:00,ITI2,Umbria,0
02,2020-06-08T17:00:00,ITC2,Valle d'Aosta,3
05,2020-06-08T17:00:00,ITH3,Veneto,1
13,2020-06-09T17:00:00,ITF1,Abruzzo,1
17,2020-06-09T17:00:00,ITF5,Basilicata,0
18,2020-06-09T17:00:00,ITF6,Calabria,0
15,2020-06-09T17:00:00,ITF3,Campania,0
08,2020-06-09T17:00:00,ITH5,Emilia-Romagna,3
06,2020-06-09T17:00:00,ITH4,Friuli Venezia Giulia,1
12,2020-06-09T17:00:00,ITI4,Lazio,2
07,2020-06-09T17:00:00,ITC3,Liguria,7
03,2020-06-09T17:00:00,ITC4,Lombardia,14
11,2020-06-09T17:00:00,ITI3,Marche,1
14,2020-06-09T17:00:00,ITF2,Molise,1
21,2020-06-09T17:00:00,ITH1,P.A. Bolzano,1
22,2020-06-09T17:00:00,ITH2,P.A. Trento,1
01,2020-06-09T17:00:00,ITC1,Piemonte,4
16,2020-06-09T17:00:00,ITF4,Puglia,0
20,2020-06-09T17:00:00,ITG2,Sardegna,0
19,2020-06-09T17:00:00,ITG1,Sicilia,0
09,2020-06-09T17:00:00,ITI1,Toscana,1
10,2020-06-09T17:00:00,ITI2,Umbria,0
02,2020-06-09T17:00:00,ITC2,Valle d'Aosta,3
05,2020-06-09T17:00:00,ITH3,Veneto,1
13,2020-06-10T17:00:00,ITF1,Abruzzo,1
17,2020-06-10T17:00:00,ITF5,Basilicata,0
18,2020-06-10T17:00:00,ITF6,Calabria,0
15,2020-06-10T17:00:00,ITF3,Campania,0
08,2020-06-10T17:00:00,ITH5,Emilia-Romagna,3
06,2020-06-10T17:00:00,ITH4,Friuli Venezia Giulia,1
12,2020-06-10T17:00:00,ITI4,Lazio,2
07,2020-06-10T17:00:00,ITC3,Liguria,7
03,2020-06-10T17:00:00,ITC4,Lombardia,12
11,2020-06-10T17:00:00,ITI3,Marche,1
14,2020-06-10T17:00:00,ITF2,Molise,1
21,2020-06-10T17:00:00,ITH1,P.A. Bolzano,1
22,2020-06-10T17:00:00,ITH2,P.A. Trento,1
01,2020-06-10T17:00:00,ITC1,Piemonte,4
16,2020-06-10T17:00:00,ITF4,Puglia,0
20,2020-06-10T17:00:00,ITG2,Sardegna,0
19,2020-06-10T17:00:00,ITG1,Sicilia,0
09,2020-06-10T17:00:00,ITI1,Toscana,1
10,2020-06-10T17:00:00,ITI2,Umbria,1
02,2020-06-10T17:00:00,ITC2,Valle d'Aosta,3
05,2020-06-10T17:00:00,ITH3,Veneto,1
13,2020-06-11T17:00:00,ITF1,Abruzzo,1
17,2020-06-11T17:00:00,ITF5,Basilicata,0
18,2020-06-11T17:00:00,ITF6,Calabria,0
15,2020-06-11T17:00:00,ITF3,Campania,0
08,2020-06-11T17:00:00,ITH5,Emilia-Romagna,3
06,2020-06-11T17:00:00,ITH4,Friuli Venezia Giulia,1
12,2020-06-11T17:00:00,ITI4,Lazio,2
07,2020-06-11T17:00:00,ITC3,Liguria,6
03,2020-06-11T17:00:00,ITC4,Lombardia,14
11,2020-06-11T17:00:00,ITI3,Marche,1
14,2020-06-11T17:00:00,ITF2,Molise,1
21,2020-06-11T17:00:00,ITH1,P.A. Bolzano,2
22,2020-06-11T17:00:00,ITH2,P.A. Trento,1
01,2020-06-11T17:00:00,ITC1,Piemonte,5
16,2020-06-11T17:00:00,ITF4,Puglia,0
