codice_regione,data,codice_nuts_2,denominazione_regione,soglia250
10,2021-04-08T17:00:00,ITI2,Umbria,100
02,2021-04-08T17:00:00,ITC2,Valle d'Aosta,416
05,2021-04-08T17:00:00,ITH3,Veneto,160
13,2021-04-09T17:00:00,ITF1,Abruzzo,122
17,2021-04-09T17:00:00,ITF5,Basilicata,137
18,2021-04-09T17:00:00,ITF6,Calabria,141
15,2021-04-09T17:00:00,ITF3,Campania,202
08,2021-04-09T17:00:00,ITH5,Emilia-Romagna,200
06,2021-04-09T17:00:00,ITH4,Friuli Venezia Giulia,173
12,2021-04-09T17:00:00,ITI4,Lazio,163
07,2021-04-09T17:00:00,ITC3,Liguria,176
03,2021-04-09T17:00:00,ITC4,Lombardia,177
11,2021-04-09T17:00:00,ITI3,Marche,157
14,2021-04-09T17:00:00,ITF2,Molise,54
21,2021-04-09T17:00:00,ITH1,P.A. Bolzano,129
22,2021-04-09T17:00:00,ITH2,P.A. Trento,135
01,2021-04-09T17:00:00,ITC1,Piemonte,235
16,2021-04-09T17:00:00,ITF4,Puglia,251
20,2021-04-09T17:00:00,ITG2,Sardegna,123
19,2021-04-09T17:00:00,ITG1,Sicilia,154
09,2021-04-09T17:00:00,ITI1,Toscana,221
10,2021-04-09T17:00:00,ITI2,Umbria,102
02,2021-04-09T17:00:00,ITC2,Valle d'Aosta,376
05,2021-04-09T17:00:00,ITH3,Veneto,148
13,2021-04-10T17:00:00,ITF1,Abruzzo,123
17,2021-04-10T17:00:00,ITF5,Basilicata,151
18,2021-04-10T17:00:00,ITF6,Calabria,142
15,2021-04-10T17:00:00,ITF3,Campania,197
08,2021-04-10T17:00:00,ITH5,Emilia-Romagna,194
06,2021-04-10T17:00:00,ITH4,Friuli Venezia Giulia,168
12,2021-04-10T17:00:00,ITI4,Lazio,160
07,2021-04-10T17:00:00,ITC3,Liguria,173
03,2021-04-10T17:00:00,ITC4,Lombardia,165
11,2021-04-10T17:00:00,ITI3,Marche,146
14,2021-04-10T17:00:00,ITF2,Molise,61
21,2021-04-10T17:00:00,ITH1,P.A. Bolzano,118
22,2021-04-10T17:00:00,ITH2,P.A. Trento,131
01,2021-04-10T17:00:00,ITC1,Piemonte,215
16,2021-04-10T17:00:00,ITF4,Puglia,243
20,2021-04-10T17:00:00,ITG2,Sardegna,129
19,2021-04-10T17:00:00,ITG1,Sicilia,158
09,2021-04-10T17:00:00,ITI1,Toscana,213
10,2021-04-10T17:00:00,ITI2,Umbria,107
02,2021-04-10T17:00:00,ITC2,Valle d'Aosta,375
05,2021-04-10T17:00:00,ITH3,Veneto,138
13,2021-04-11T17:00:00,ITF1,Abruzzo,109
17,2021-04-11T17:00:00,ITF5,Basilicata,175
18,2021-04-11T17:00:00,ITF6,Calabria,147
15,2021-04-11T17:00:00,ITF3,Campania,196
08,2021-04-11T17:00:00,ITH5,Emilia-Romagna,182
06,2021-04-11T17:00:00,ITH4,Friuli Venezia Giulia,157
12,2021-04-11T17:00:00,ITI4,Lazio,163
07,2021-04-11T17:00:00,ITC3,Liguria,167
03,2021-04-11T17:00:00,ITC4,Lombardia,158
11,2021-04-11T17:00:00,ITI3,Marche,152
14,2021-04-11T17:00:00,ITF2,Molise,60
21,2021-04-11T17:00:00,ITH1,P.A. Bolzano,117
22,2021-04-11T17:00:00,ITH2,P.A. Trento,117
01,2021-04-11T17:00:00,ITC1,Piemonte,214
16,2021-04-11T17:00:00,ITF4,Puglia,236
20,2021-04-11T17:00:00,ITG2,Sardegna,132
19,2021-04-11T17:00:00,ITG1,Sicilia,161
09,2021-04-11T17:00:00,ITI1,Toscana,202
10,2021-04-11T17:00:00,ITI2,Umbria,105
02,2021-04-11T17:00:00,ITC2,Valle d'Aosta,327
05,2021-04-11T17:00:00,ITH3,Veneto,132
13,2021-04-12T17:00:00,ITF1,Abruzzo,114
17,2021-04-12T17:00:00,ITF5,Basilicata,185
18,2021-04-12T17:00:00,ITF6,Calabria,148
15,2021-04-12T17:00:00,ITF3,Campania,204
08,2021-04-12T17:00:00,ITH5,Emilia-Romagna,174
06,2021-04-12T17:00:00,ITH4,Friuli Venezia Giulia,151
12,2021-04-12T17:00:00,ITI4,Lazio,156
07,2021-04-12T17:00:00,ITC3,Liguria,161
03,2021-04-12T17:00:00,ITC4,Lombardia,155
11,2021-04-12T17:00:00,ITI3,Marche,147
14,2021-04-12T17:00:00,ITF2,Molise,64
21,2021-04-12T17:00:00,ITH1,P.A. Bolzano,111
22,2021-04-12T17:00:00,ITH2,P.A. Trento,114
01,2021-04-12T17:00:00,ITC1,Piemonte,210
16,2021-04-12T17:00:00,ITF4,Puglia,240
20,2021-04-12T17:00:00,ITG2,Sardegna,135
19,2021-04-12T17:00:00,ITG1,Sicilia,165
09,2021-04-12T17:00:00,ITI1,Toscana,195
10,2021-04-12T17:00:00,ITI2,Umbria,104
02,2021-04-12T17:00:00,ITC2,Valle d'Aosta,293
05,2021-04-12T17:00:00,ITH3,Veneto,130
13,2021-04-13T17:00:00,ITF1,Abruzzo,124
17,2021-04-13T17:00:00,ITF5,Basilicata,214
18,2021-04-13T17:00:00,ITF6,Calabria,168
15,2021-04-13T17:00:00,ITF3,Campania,218
08,2021-04-13T17:00:00,ITH5,Emilia-Romagna,174
06,2021-04-13T17:00:00,ITH4,Friuli Venezia Giulia,177
12,2021-04-13T17:00:00,ITI4,Lazio,157
07,2021-04-13T17:00:00,ITC3,Liguria,165
03,2021-04-13T17:00:00,ITC4,Lombardia,166
11,2021-04-13T17:00:00,ITI3,Marche,157
14,2021-04-13T17:00:00,ITF2,Molise,64
21,2021-04-13T17:00:00,ITH1,P.A. Bolzano,121
22,2021-04-13T17:00:00,ITH2,P.A. Trento,131
01,2021-04-13T17:00:00,ITC1,Piemonte,215
16,2021-04-13T17:00:00,ITF4,Puglia,258
20,2021-04-13T17:00:00,ITG2,Sardegna,147
19,2021-04-13T17:00:00,ITG1,Sicilia,177
09,2021-04-13T17:00:00,ITI1,Toscana,202
10,2021-04-13T17:00:00,ITI2,Umbria,108
02,2021-04-13T17:00:00,ITC2,Valle d'Aosta,304
05,2021-04-13T17:00:00,ITH3,Veneto,138
13,2021-04-14T17:00:00,ITF1,Abruzzo,128
17,2021-04-14T17:00:00,ITF5,Basilicata,227
18,2021-04-14T17:00:00,ITF6,Calabria,181
15,2021-04-14T17:00:00,ITF3,Campania,233
08,2021-04-14T17:00:00,ITH5,Emilia-Romagna,180
06,2021-04-14T17:00:00,ITH4,Friuli Venezia Giulia,172
12,2021-04-14T17:00:00,ITI4,Lazio,160
07,2021-04-14T17:00:00,ITC3,Liguria,164
03,2021-04-14T17:00:00,ITC4,Lombardia,162
11,2021-04-14T17:00:00,ITI3,Marche,166
14,2021-04-14T17:00:00,ITF2,Molise,77
21,2021-04-14T17:00:00,ITH1,P.A. Bolzano,103
22,2021-04-14T17:00:00,ITH2,P.A. Trento,137
01,2021-04-14T17:00:00,ITC1,Piemonte,214
16,2021-04-14T17:00:00,ITF4,Puglia,264
20,2021-04-14T17:00:00,ITG2,Sardegna,162
19,2021-04-14T17:00:00,ITG1,Sicilia,188
09,2021-04-14T17:00:00,ITI1,Toscana,208
10,2021-04-14T17:00:00,ITI2,Umbria,109
02,2021-04-14T17:00:00,ITC2,Valle d'Aosta,303
05,2021-04-14T17:00:00,ITH3,Veneto,137
13,2021-04-15T17:00:00,ITF1,Abruzzo,123
17,2021-04-15T17:00:00,ITF5,Basilicata,237
18,2021-04-15T17:00:00,ITF6,Calabria,184
15,2021-04-15T17:00:00,ITF3,Campania,238
08,2021-04-15T17:00:00,ITH5,Emilia-Romagna,182
06,2021-04-15T17:00:00,ITH4,Friuli Venezia Giulia,156
12,2021-04-15T17:00:00,ITI4,Lazio,161
07,2021-04-15T17:00:00,ITC3,Liguria,165
03,2021-04-15T17:00:00,ITC4,Lombardia,164
11,2021-04-15T17:00:00,ITI3,Marche,155
14,2021-04-15T17:00:00,ITF2,Molise,89
21,2021-04-15T17:00:00,ITH1,P.A. Bolzano,87
22,2021-04-15T17:00:00,ITH2,P.A. Trento,128
01,2021-04-15T17:00:00,ITC1,Piemonte,205
16,2021-04-15T17:00:00,ITF4,Puglia,261
20,2021-04-15T17:00:00,ITG2,Sardegna,161
19,2021-04-15T17:00:00,ITG1,Sicilia,192
09,2021-04-15T17:00:00,ITI1,Toscana,209
10,2021-04-15T17:00:00,ITI2,Umbria,102
02,2021-04-15T17:00:00,ITC2,Valle d'Aosta,319
05,2021-04-15T17:00:00,ITH3,Veneto,134
13,2021-04-16T17:00:00,ITF1,Abruzzo,112
17,2021-04-16T17:00:00,ITF5,Basilicata,232
18,2021-04-16T17:00:00,ITF6,Calabria,180
15,2021-04-16T17:00:00,ITF3,Campania,234
08,2021-04-16T17:00:00,ITH5,Emilia-Romagna,177
06,2021-04-16T17:00:00,ITH4,Friuli Venezia Giulia,161
12,2021-04-16T17:00:00,ITI4,Lazio,163
07,2021-04-16T17:00:00,ITC3,Liguria,159
03,2021-04-16T17:00:00,ITC4,Lombardia,155
11,2021-04-16T17:00:00,ITI3,Marche,147
14,2021-04-16T17:00:00,ITF2,Molise,89
21,2021-04-16T17:00:00,ITH1,P.A. Bolzano,74
22,2021-04-16T17:00:00,ITH2,P.A. Trento,120
01,2021-04-16T17:00:00,ITC1,Piemonte,191
16,2021-04-16T17:00:00,ITF4,Puglia,254
20,2021-04-16T17:00:00,ITG2,Sardegna,159
19,2021-04-16T17:00:00,ITG1,Sicilia,189
09,2021-04-16T17:00:00,ITI1,Toscana,207
10,2021-04-16T17:00:00,ITI2,Umbria,94
02,2021-04-16T17:00:00,ITC2,Valle d'Aosta,291
05,2021-04-16T17:00:00,ITH3,Veneto,133
13,2021-04-17T17:00:00,ITF1,Abruzzo,108
17,2021-04-17T17:00:00,ITF5,Basilicata,240
18,2021-04-17T17:00:00,ITF6,Calabria,180
15,2021-04-17T17:00:00,ITF3,Campania,237
08,2021-04-17T17:00:00,ITH5,Emilia-Romagna,167
06,2021-04-17T17:00:00,ITH4,Friuli Venezia Giulia,141
12,2021-04-17T17:00:00,ITI4,Lazio,162
07,2021-04-17T17:00:00,ITC3,Liguria,153
03,2021-04-17T17:00:00,ITC4,Lombardia,151
11,2021-04-17T17:00:00,ITI3,Marche,142
14,2021-04-17T17:00:00,ITF2,Molise,82
21,2021-04-17T17:00:00,ITH1,P.A. Bolzano,73
22,2021-04-17T17:00:00,ITH2,P.A. Trento,117
01,2021-04-17T17:00:00,ITC1,Piemonte,182
16,2021-04-17T17:00:00,ITF4,Puglia,247
20,2021-04-17T17:00:00,ITG2,Sardegna,152
19,2021-04-17T17:00:00,ITG1,Sicilia,190
09,2021-04-17T17:00:00,ITI1,Toscana,207
10,2021-04-17T17:00:00,ITI2,Umbria,90
02,2021-04-17T17:00:00,ITC2,Valle d'Aosta,259
05,2021-04-17T17:00:00,ITH3,Veneto,130
13,2021-04-18T17:00:00,ITF1,Abruzzo,108
17,2021-04-18T17:00:00,ITF5,Basilicata,221
18,2021-04-18T17:00:00,ITF6,Calabria,175
15,2021-04-18T17:00:00,ITF3,Campania,234
08,2021-04-18T17:00:00,ITH5,Emilia-Romagna,166
06,2021-04-18T17:00:00,ITH4,Friuli Venezia Giulia,142
12,2021-04-18T17:00:00,ITI4,Lazio,152
07,2021-04-18T17:00:00,ITC3,Liguria,148
03,2021-04-18T17:00:00,ITC4,Lombardia,146
11,2021-04-18T17:00:00,ITI3,Marche,133
14,2021-04-18T17:00:00,ITF2,Molise,88
21,2021-04-18T17:00:00,ITH1,P.A. Bolzano,71
22,2021-04-18T17:00:00,ITH2,P.A. Trento,115
01,2021-04-18T17:00:00,ITC1,Piemonte,167
16,2021-04-18T17:00:00,ITF4,Puglia,245
20,2021-04-18T17:00:00,ITG2,Sardegna,151
19,2021-04-18T17:00:00,ITG1,Sicilia,185
09,2021-04-18T17:00:00,ITI1,Toscana,200
10,2021-04-18T17:00:00,ITI2,Umbria,88
02,2021-04-18T17:00:00,ITC2,Valle d'Aosta,249
05,2021-04-18T17:00:00,ITH3,Veneto,128
13,2021-04-19T17:00:00,ITF1,Abruzzo,108
17,2021-04-19T17:00:00,ITF5,Basilicata,216
18,2021-04-19T17:00:00,ITF6,Calabria,171
15,2021-04-19T17:00:00,ITF3,Campania,233
08,2021-04-19T17:00:00,ITH5,Emilia-Romagna,160
06,2021-04-19T17:00:00,ITH4,Friuli Venezia Giulia,140
12,2021-04-19T17:00:00,ITI4,Lazio,150
07,2021-04-19T17:00:00,ITC3,Liguria,141
03,2021-04-19T17:00:00,ITC4,Lombardia,146
11,2021-04-19T17:00:00,ITI3,Marche,135
14,2021-04-19T17:00:00,ITF2,Molise,81
21,2021-04-19T17:00:00,ITH1,P.A. Bolzano,70
22,2021-04-19T17:00:00,ITH2,P.A. Trento,113
01,2021-04-19T17:00:00,ITC1,Piemonte,168
16,2021-04-19T17:00:00,ITF4,Puglia,240
20,2021-04-19T17:00:00,ITG2,Sardegna,144
19,2021-04-19T17:00:00,ITG1,Sicilia,186
09,2021-04-19T17:00:00,ITI1,Toscana,201
10,2021-04-19T17:00:00,ITI2,Umbria,85
02,2021-04-19T17:00:00,ITC2,Valle d'Aosta,277
05,2021-04-19T17:00:00,ITH3,Veneto,126
13,2021-04-20T17:00:00,ITF1,Abruzzo,108
17,2021-04-20T17:00:00,ITF5,Basilicata,209
18,2021-04-20T17:00:00,ITF6,Calabria,164
15,2021-04-20T17:00:00,ITF3,Campania,235
08,2021-04-20T17:00:00,ITH5,Emilia-Romagna,159
06,2021-04-20T17:00:00,ITH4,Friuli Venezia Giulia,132
12,2021-04-20T17:00:00,ITI4,Lazio,146
07,2021-04-20T17:00:00,ITC3,Liguria,145
03,2021-04-20T17:00:00,ITC4,Lombardia,143
11,2021-04-20T17:00:00,ITI3,Marche,134
14,2021-04-20T17:00:00,ITF2,Molise,82
21,2021-04-20T17:00:00,ITH1,P.A. Bolzano,64
22,2021-04-20T17:00:00,ITH2,P.A. Trento,107
01,2021-04-20T17:00:00,ITC1,Piemonte,167
16,2021-04-20T17:00:00,ITF4,Puglia,239
20,2021-04-20T17:00:00,ITG2,Sardegna,141
19,2021-04-20T17:00:00,ITG1,Sicilia,181
09,2021-04-20T17:00:00,ITI1,Toscana,193
10,2021-04-20T17:00:00,ITI2,Umbria,84
02,2021-04-20T17:00:00,ITC2,Valle d'Aosta,266
05,2021-04-20T17:00:00,ITH3,Veneto,127
13,2021-04-21T17:00:00,ITF1,Abruzzo,100
17,2021-04-21T17:00:00,ITF5,Basilicata,203
18,2021-04-21T17:00:00,ITF6,Calabria,161
15,2021-04-21T17:00:00,ITF3,Campania,230
08,2021-04-21T17:00:00,ITH5,Emilia-Romagna,156
06,2021-04-21T17:00:00,ITH4,Friuli Venezia Giulia,135
12,2021-04-21T17:00:00,ITI4,Lazio,145
07,2021-04-21T17:00:00,ITC3,Liguria,136
03,2021-04-21T17:00:00,ITC4,Lombardia,142
11,2021-04-21T17:00:00,ITI3,Marche,133
14,2021-04-21T17:00:00,ITF2,Molise,82
21,2021-04-21T17:00:00,ITH1,P.A. Bolzano,75
22,2021-04-21T17:00:00,ITH2,P.A. Trento,105
01,2021-04-21T17:00:00,ITC1,Piemonte,157
16,2021-04-21T17:00:00,ITF4,Puglia,230
20,2021-04-21T17:00:00,ITG2,Sardegna,129
19,2021-04-21T17:00:00,ITG1,Sicilia,175
09,2021-04-21T17:00:00,ITI1,Toscana,187
10,2021-04-21T17:00:00,ITI2,Umbria,80
02,2021-04-21T17:00:00,ITC2,Valle d'Aosta,255
05,2021-04-21T17:00:00,ITH3,Veneto,127
13,2021-04-22T17:00:00,ITF1,Abruzzo,101
17,2021-04-22T17:00:00,ITF5,Basilicata,201
18,2021-04-22T17:00:00,ITF6,Calabria,152
15,2021-04-22T17:00:00,ITF3,Campania,224
08,2021-04-22T17:00:00,ITH5,Emilia-Romagna,153
06,2021-04-22T17:00:00,ITH4,Friuli Venezia Giulia,130
12,2021-04-22T17:00:00,ITI4,Lazio,145
07,2021-04-22T17:00:00,ITC3,Liguria,131
03,2021-04-22T17:00:00,ITC4,Lombardia,140
11,2021-04-22T17:00:00,ITI3,Marche,129
14,2021-04-22T17:00:00,ITF2,Molise,87
21,2021-04-22T17:00:00,ITH1,P.A. Bolzano,86
22,2021-04-22T17:00:00,ITH2,P.A. Trento,102
01,2021-04-22T17:00:00,ITC1,Piemonte,162
16,2021-04-22T17:00:00,ITF4,Puglia,231
20,2021-04-22T17:00:00,ITG2,Sardegna,132
19,2021-04-22T17:00:00,ITG1,Sicilia,175
09,2021-04-22T17:00:00,ITI1,Toscana,183
10,2021-04-22T17:00:00,ITI2,Umbria,83
02,2021-04-22T17:00:00,ITC2,Valle d'Aosta,227
05,2021-04-22T17:00:00,ITH3,Veneto,127
13,2021-04-23T17:00:00,ITF1,Abruzzo,97
17,2021-04-23T17:00:00,ITF5,Basilicata,203
18,2021-04-23T17:00:00,ITF6,Calabria,162
15,2021-04-23T17:00:00,ITF3,Campania,224
08,2021-04-23T17:00:00,ITH5,Emilia-Romagna,149
06,2021-04-23T17:00:00,ITH4,Friuli Venezia Giulia,108
12,2021-04-23T17:00:00,ITI4,Lazio,140
07,2021-04-23T17:00:00,ITC3,Liguria,134
03,2021-04-23T17:00:00,ITC4,Lombardia,139
11,2021-04-23T17:00:00,ITI3,Marche,129
14,2021-04-23T17:00:00,ITF2,Molise,80
21,2021-04-23T17:00:00,ITH1,P.A. Bolzano,91
22,2021-04-23T17:00:00,ITH2,P.A. Trento,108
01,2021-04-23T17:00:00,ITC1,Piemonte,160
16,2021-04-23T17:00:00,ITF4,Puglia,235
20,2021-04-23T17:00:00,ITG2,Sardegna,127
19,2021-04-23T17:00:00,ITG1,Sicilia,166
09,2021-04-23T17:00:00,ITI1,Toscana,176
10,2021-04-23T17:00:00,ITI2,Umbria,83
02,2021-04-23T17:00:00,ITC2,Valle d'Aosta,239
05,2021-04-23T17:00:00,ITH3,Veneto,129
13,2021-04-24T17:00:00,ITF1,Abruzzo,94
17,2021-04-24T17:00:00,ITF5,Basilicata,192
18,2021-04-24T17:00:00,ITF6,Calabria,165
15,2021-04-24T17:00:00,ITF3,Campania,220
08,2021-04-24T17:00:00,ITH5,Emilia-Romagna,147
06,2021-04-24T17:00:00,ITH4,Friuli Venezia Giulia,112
12,2021-04-24T17:00:00,ITI4,Lazio,138
07,2021-04-24T17:00:00,ITC3,Liguria,131
03,2021-04-24T17:00:00,ITC4,Lombardia,137
11,2021-04-24T17:00:00,ITI3,Marche,125
14,2021-04-24T17:00:00,ITF2,Molise,84
21,2021-04-24T17:00:00,ITH1,P.A. Bolzano,90
22,2021-04-24T17:00:00,ITH2,P.A. Trento,106
01,2021-04-24T17:00:00,ITC1,Piemonte,159
16,2021-04-24T17:00:00,ITF4,Puglia,228
20,2021-04-24T17:00:00,ITG2,Sardegna,122
19,2021-04-24T17:00:00,ITG1,Sicilia,161
09,2021-04-24T17:00:00,ITI1,Toscana,169
10,2021-04-24T17:00:00,ITI2,Umbria,82
02,2021-04-24T17:00:00,ITC2,Valle d'Aosta,245
05,2021-04-24T17:00:00,ITH3,Veneto,130
13,2021-04-25T17:00:00,ITF1,Abruzzo,88
17,2021-04-25T17:00:00,ITF5,Basilicata,195
18,2021-04-25T17:00:00,ITF6,Calabria,165
15,2021-04-25T17:00:00,ITF3,Campania,223
08,2021-04-25T17:00:00,ITH5,Emilia-Romagna,145
06,2021-04-25T17:00:00,ITH4,Friuli Venezia Giulia,109
12,2021-04-25T17:00:00,ITI4,Lazio,139
07,2021-04-25T17:00:00,ITC3,Liguria,129
03,2021-04-25T17:00:00,ITC4,Lombardia,139
11,2021-04-25T17:00:00,ITI3,Marche,127
14,2021-04-25T17:00:00,ITF2,Molise,75
21,2021-04-25T17:00:00,ITH1,P.A. Bolzano,91
22,2021-04-25T17:00:00,ITH2,P.A. Trento,107
01,2021-04-25T17:00:00,ITC1,Piemonte,164
16,2021-04-25T17:00:00,ITF4,Puglia,226
20,2021-04-25T17:00:00,ITG2,Sardegna,119
19,2021-04-25T17:00:00,ITG1,Sicilia,165
09,2021-04-25T17:00:00,ITI1,Toscana,169
10,2021-04-25T17:00:00,ITI2,Umbria,81
02,2021-04-25T17:00:00,ITC2,Valle d'Aosta,262
05,2021-04-25T17:00:00,ITH3,Veneto,131
13,2021-04-26T17:00:00,ITF1,Abruzzo,88
17,2021-04-26T17:00:00,ITF5,Basilicata,196
18,2021-04-26T17:00:00,ITF6,Calabria,166
15,2021-04-26T17:00:00,ITF3,Campania,222
08,2021-04-26T17:00:00,ITH5,Emilia-Romagna,146
06,2021-04-26T17:00:00,ITH4,Friuli Venezia Giulia,113
12,2021-04-26T17:00:00,ITI4,Lazio,140
07,2021-04-26T17:00:00,ITC3,Liguria,129
03,2021-04-26T17:00:00,ITC4,Lombardia,137
11,2021-04-26T17:00:00,ITI3,Marche,126
14,2021-04-26T17:00:00,ITF2,Molise,78
21,2021-04-26T17:00:00,ITH1,P.A. Bolzano,90
22,2021-04-26T17:00:00,ITH2,P.A. Trento,108
01,2021-04-26T17:00:00,ITC1,Piemonte,161
16,2021-04-26T17:00:00,ITF4,Puglia,224
20,2021-04-26T17:00:00,ITG2,Sardegna,115
19,2021-04-26T17:00:00,ITG1,Sicilia,164
09,2021-04-26T17:00:00,ITI1,Toscana,168
10,2021-04-26T17:00:00,ITI2,Umbria,83
02,2021-04-26T17:00:00,ITC2,Valle d'Aosta,250
05,2021-04-26T17:00:00,ITH3,Veneto,132
13,2021-04-27T17:00:00,ITF1,Abruzzo,81
17,2021-04-27T17:00:00,ITF5,Basilicata,186
18,2021-04-27T17:00:00,ITF6,Calabria,164
15,2021-04-27T17:00:00,ITF3,Campania,220
08,2021-04-27T17:00:00,ITH5,Emilia-Romagna,146
06,2021-04-27T17:00:00,ITH4,Friuli Venezia Giulia,105
12,2021-04-27T17:00:00,ITI4,Lazio,140
07,2021-04-27T17:00:00,ITC3,Liguria,124
03,2021-04-27T17:00:00,ITC4,Lombardia,134
11,2021-04-27T17:00:00,ITI3,Marche,127
14,2021-04-27T17:00:00,ITF2,Molise,78
21,2021-04-27T17:00:00,ITH1,P.A. Bolzano,88
22,2021-04-27T17:00:00,ITH2,P.A. Trento,108
01,2021-04-27T17:00:00,ITC1,Piemonte,154
16,2021-04-27T17:00:00,ITF4,Puglia,221
20,2021-04-27T17:00:00,ITG2,Sardegna,110
19,2021-04-27T17:00:00,ITG1,Sicilia,160
09,2021-04-27T17:00:00,ITI1,Toscana,165
10,2021-04-27T17:00:00,ITI2,Umbria,82
02,2021-04-27T17:00:00,ITC2,Valle d'Aosta,254
05,2021-04-27T17:00:00,ITH3,Veneto,130
13,2021-04-28T17:00:00,ITF1,Abruzzo,82
17,2021-04-28T17:00:00,ITF5,Basilicata,188
18,2021-04-28T17:00:00,ITF6,Calabria,165
15,2021-04-28T17:00:00,ITF3,Campania,219
08,2021-04-28T17:00:00,ITH5,Emilia-Romagna,143
06,2021-04-28T17:00:00,ITH4,Friuli Venezia Giulia,93
12,2021-04-28T17:00:00,ITI4,Lazio,138
07,2021-04-28T17:00:00,ITC3,Liguria,124
03,2021-04-28T17:00:00,ITC4,Lombardia,137
11,2021-04-28T17:00:00,ITI3,Marche,121
14,2021-04-28T17:00:00,ITF2,Molise,72
21,2021-04-28T17:00:00,ITH1,P.A. Bolzano,78
22,2021-04-28T17:00:00,ITH2,P.A. Trento,103
01,2021-04-28T17:00:00,ITC1,Piemonte,157
16,2021-04-28T17:00:00,ITF4,Puglia,224
20,2021-04-28T17:00:00,ITG2,Sardegna,108
19,2021-04-28T17:00:00,ITG1,Sicilia,154
09,2021-04-28T17:00:00,ITI1,Toscana,162
10,2021-04-28T17:00:00,ITI2,Umbria,81
02,2021-04-28T17:00:00,ITC2,Valle d'Aosta,247
05,2021-04-28T17:00:00,ITH3,Veneto,127
13,2021-04-29T17:00:00,ITF1,Abruzzo,79
17,2021-04-29T17:00:00,ITF5,Basilicata,182
18,2021-04-29T17:00:00,ITF6,Calabria,169
15,2021-04-29T17:00:00,ITF3,Campania,221
08,2021-04-29T17:00:00,ITH5,Emilia-Romagna,143
06,2021-04-29T17:00:00,ITH4,Friuli Venezia Giulia,93
12,2021-04-29T17:00:00,ITI4,Lazio,135
07,2021-04-29T17:00:00,ITC3,Liguria,122
03,2021-04-29T17:00:00,ITC4,Lombardia,135
11,2021-04-29T17:00:00,ITI3,Marche,123
14,2021-04-29T17:00:00,ITF2,Molise,60
21,2021-04-29T17:00:00,ITH1,P.A. Bolzano,73
22,2021-04-29T17:00:00,ITH2,P.A. Trento,97
01,2021-04-29T17:00:00,ITC1,Piemonte,149
16,2021-04-29T17:00:00,ITF4,Puglia,214
20,2021-04-29T17:00:00,ITG2,Sardegna,100
19,2021-04-29T17:00:00,ITG1,Sicilia,146
09,2021-04-29T17:00:00,ITI1,Toscana,163
10,2021-04-29T17:00:00,ITI2,Umbria,86
02,2021-04-29T17:00:00,ITC2,Valle d'Aosta,265
05,2021-04-29T17:00:00,ITH3,Veneto,125
13,2021-04-30T17:00:00,ITF1,Abruzzo,79
17,2021-04-30T17:00:00,ITF5,Basilicata,179
18,2021-04-30T17:00:00,ITF6,Calabria,158
15,2021-04-30T17:00:00,ITF3,Campania,219
08,2021-04-30T17:00:00,ITH5,Emilia-Romagna,145
06,2021-04-30T17:00:00,ITH4,Friuli Venezia Giulia,92
12,2021-04-30T17:00:00,ITI4,Lazio,134
07,2021-04-30T17:00:00,ITC3,Liguria,116
03,2021-04-30T17:00:00,ITC4,Lombardia,134
11,2021-04-30T17:00:00,ITI3,Marche,124
14,2021-04-30T17:00:00,ITF2,Molise,67
21,2021-04-30T17:00:00,ITH1,P.A. Bolzano,77
22,2021-04-30T17:00:00,ITH2,P.A. Trento,97
01,2021-04-30T17:00:00,ITC1,Piemonte,147
16,2021-04-30T17:00:00,ITF4,Puglia,205
20,2021-04-30T17:00:00,ITG2,Sardegna,99
19,2021-04-30T17:00:00,ITG1,Sicilia,145
09,2021-04-30T17:00:00,ITI1,Toscana,159
10,2021-04-30T17:00:00,ITI2,Umbria,85
02,2021-04-30T17:00:00,ITC2,Valle d'Aosta,267
05,2021-04-30T17:00:00,ITH3,Veneto,120
13,2021-05-01T17:00:00,ITF1,Abruzzo,85
17,2021-05-01T17:00:00,ITF5,Basilicata,186
18,2021-05-01T17:00:00,ITF6,Calabria,147
15,2021-05-01T17:00:00,ITF3,Campania,218
08,2021-05-01T17:00:00,ITH5,Emilia-Romagna,144
06,2021-05-01T17:00:00,ITH4,Friuli Venezia Giulia,93
12,2021-05-01T17:00:00,ITI4,Lazio,130
07,2021-05-01T17:00:00,ITC3,Liguria,112
03,2021-05-01T17:00:00,ITC4,Lombardia,133
11,2021-05-01T17:00:00,ITI3,Marche,122
14,2021-05-01T17:00:00,ITF2,Molise,62
21,2021-05-01T17:00:00,ITH1,P.A. Bolzano,88
22,2021-05-01T17:00:00,ITH2,P.A. Trento,98
01,2021-05-01T17:00:00,ITC1,Piemonte,148
16,2021-05-01T17:00:00,ITF4,Puglia,202
20,2021-05-01T17:00:00,ITG2,Sardegna,95
19,2021-05-01T17:00:00,ITG1,Sicilia,143
09,2021-05-01T17:00:00,ITI1,Toscana,159
10,2021-05-01T17:00:00,ITI2,Umbria,84
02,2021-05-01T17:00:00,ITC2,Valle d'Aosta,278
05,2021-05-01T17:00:00,ITH3,Veneto,118
13,2021-05-02T17:00:00,ITF1,Abruzzo,84
17,2021-05-02T17:00:00,ITF5,Basilicata,171
18,2021-05-02T17:00:00,ITF6,Calabria,137
15,2021-05-02T17:00:00,ITF3,Campania,209
08,2021-05-02T17:00:00,ITH5,Emilia-Romagna,143
