"LOMBARDIA",""
"Bergamo","372"
"Lodi","482"
"Cremona","287"
"in fase di verifica e aggiornamento","36"
"Pavia","122"
"Brescia","86"
"Milano","93"
"Monza Brianza","9"
"Mantova","15"
"Varese","7"
"Sondrio","3"
"Como","4"
"Lecco","4"
"Totale","1520"
