data,codice_regione,denominazione_regione,mese,terapia_intensiva_mm,ingressi_terapia_intensiva_mm
2021-02-15T17:00:00,15,Campania,2,108.28571428571429,11.142857142857142
2021-02-15T17:00:00,8,Emilia-Romagna,2,176.0,10.142857142857142
2021-02-15T17:00:00,6,Friuli Venezia Giulia,2,63.57142857142857,3.142857142857143
2021-02-15T17:00:00,12,Lazio,2,258.57142857142856,14.571428571428571
2021-02-15T17:00:00,7,Liguria,2,60.42857142857143,3.2857142857142856
2021-02-15T17:00:00,3,Lombardia,2,365.14285714285717,19.142857142857142
2021-02-15T17:00:00,11,Marche,2,76.28571428571429,5.428571428571429
2021-02-15T17:00:00,14,Molise,2,8.714285714285714,1.0
2021-02-15T17:00:00,21,P.A. Bolzano,2,36.142857142857146,2.7142857142857144
2021-02-15T17:00:00,22,P.A. Trento,2,27.714285714285715,2.0
2021-02-15T17:00:00,1,Piemonte,2,145.71428571428572,7.428571428571429
2021-02-15T17:00:00,16,Puglia,2,164.28571428571428,16.0
2021-02-15T17:00:00,20,Sardegna,2,30.714285714285715,2.142857142857143
2021-02-15T17:00:00,19,Sicilia,2,168.28571428571428,7.714285714285714
2021-02-15T17:00:00,9,Toscana,2,123.57142857142857,9.857142857142858
2021-02-15T17:00:00,10,Umbria,2,82.0,7.428571428571429
2021-02-15T17:00:00,2,Valle d'Aosta,2,2.4285714285714284,0.0
2021-02-15T17:00:00,5,Veneto,2,125.0,8.428571428571429
2021-02-16T17:00:00,13,Abruzzo,2,54.57142857142857,5.714285714285714
2021-02-16T17:00:00,17,Basilicata,2,5.428571428571429,0.7142857142857143
2021-02-16T17:00:00,18,Calabria,2,23.0,1.4285714285714286
2021-02-16T17:00:00,15,Campania,2,107.42857142857143,10.714285714285714
2021-02-16T17:00:00,8,Emilia-Romagna,2,175.0,10.428571428571429
2021-02-16T17:00:00,6,Friuli Venezia Giulia,2,62.714285714285715,2.857142857142857
2021-02-16T17:00:00,12,Lazio,2,256.42857142857144,14.857142857142858
2021-02-16T17:00:00,7,Liguria,2,59.857142857142854,3.2857142857142856
2021-02-16T17:00:00,3,Lombardia,2,366.57142857142856,19.571428571428573
2021-02-16T17:00:00,11,Marche,2,77.14285714285714,5.857142857142857
2021-02-16T17:00:00,14,Molise,2,8.857142857142858,1.1428571428571428
2021-02-16T17:00:00,21,P.A. Bolzano,2,37.42857142857143,2.7142857142857144
2021-02-16T17:00:00,22,P.A. Trento,2,27.428571428571427,2.0
2021-02-16T17:00:00,1,Piemonte,2,144.71428571428572,8.0
2021-02-16T17:00:00,16,Puglia,2,163.0,15.857142857142858
2021-02-16T17:00:00,20,Sardegna,2,28.857142857142858,1.7142857142857142
2021-02-16T17:00:00,19,Sicilia,2,165.71428571428572,7.714285714285714
2021-02-16T17:00:00,9,Toscana,2,126.42857142857143,10.142857142857142
2021-02-16T17:00:00,10,Umbria,2,82.71428571428571,6.714285714285714
2021-02-16T17:00:00,2,Valle d'Aosta,2,2.2857142857142856,0.0
2021-02-16T17:00:00,5,Veneto,2,118.57142857142857,8.428571428571429
2021-02-17T17:00:00,13,Abruzzo,2,56.142857142857146,5.571428571428571
2021-02-17T17:00:00,17,Basilicata,2,5.714285714285714,0.5714285714285714
2021-02-17T17:00:00,18,Calabria,2,21.714285714285715,1.0
2021-02-17T17:00:00,15,Campania,2,108.0,10.571428571428571
2021-02-17T17:00:00,8,Emilia-Romagna,2,174.0,10.714285714285714
2021-02-17T17:00:00,6,Friuli Venezia Giulia,2,61.857142857142854,3.142857142857143
2021-02-17T17:00:00,12,Lazio,2,253.42857142857142,14.714285714285714
2021-02-17T17:00:00,7,Liguria,2,59.57142857142857,3.2857142857142856
2021-02-17T17:00:00,3,Lombardia,2,365.42857142857144,16.571428571428573
2021-02-17T17:00:00,11,Marche,2,78.0,6.142857142857143
2021-02-17T17:00:00,14,Molise,2,9.285714285714286,1.4285714285714286
2021-02-17T17:00:00,21,P.A. Bolzano,2,38.142857142857146,2.142857142857143
2021-02-17T17:00:00,22,P.A. Trento,2,27.0,2.142857142857143
2021-02-17T17:00:00,1,Piemonte,2,142.57142857142858,7.285714285714286
2021-02-17T17:00:00,16,Puglia,2,161.42857142857142,13.857142857142858
2021-02-17T17:00:00,20,Sardegna,2,28.428571428571427,2.5714285714285716
2021-02-17T17:00:00,19,Sicilia,2,163.42857142857142,7.571428571428571
2021-02-17T17:00:00,9,Toscana,2,129.57142857142858,10.571428571428571
2021-02-17T17:00:00,10,Umbria,2,83.14285714285714,6.0
2021-02-17T17:00:00,2,Valle d'Aosta,2,2.142857142857143,0.0
2021-02-17T17:00:00,5,Veneto,2,113.0,8.0
2021-02-18T17:00:00,13,Abruzzo,2,58.57142857142857,6.428571428571429
2021-02-18T17:00:00,17,Basilicata,2,5.857142857142857,0.5714285714285714
2021-02-18T17:00:00,18,Calabria,2,21.0,1.4285714285714286
2021-02-18T17:00:00,15,Campania,2,107.28571428571429,9.428571428571429
2021-02-18T17:00:00,8,Emilia-Romagna,2,174.42857142857142,12.0
2021-02-18T17:00:00,6,Friuli Venezia Giulia,2,60.714285714285715,3.0
2021-02-18T17:00:00,12,Lazio,2,249.85714285714286,14.714285714285714
2021-02-18T17:00:00,7,Liguria,2,59.142857142857146,3.2857142857142856
2021-02-18T17:00:00,3,Lombardia,2,365.42857142857144,18.857142857142858
2021-02-18T17:00:00,11,Marche,2,78.57142857142857,5.285714285714286
2021-02-18T17:00:00,14,Molise,2,10.142857142857142,1.4285714285714286
2021-02-18T17:00:00,21,P.A. Bolzano,2,38.285714285714285,2.2857142857142856
2021-02-18T17:00:00,22,P.A. Trento,2,26.714285714285715,2.142857142857143
2021-02-18T17:00:00,1,Piemonte,2,139.42857142857142,7.0
2021-02-18T17:00:00,16,Puglia,2,160.57142857142858,14.857142857142858
2021-02-18T17:00:00,20,Sardegna,2,27.285714285714285,2.142857142857143
2021-02-18T17:00:00,19,Sicilia,2,160.57142857142858,6.857142857142857
2021-02-18T17:00:00,9,Toscana,2,133.0,11.857142857142858
2021-02-18T17:00:00,10,Umbria,2,83.85714285714286,6.142857142857143
2021-02-18T17:00:00,2,Valle d'Aosta,2,2.0,0.0
2021-02-18T17:00:00,5,Veneto,2,107.71428571428571,7.857142857142857
2021-02-19T17:00:00,13,Abruzzo,2,61.42857142857143,6.285714285714286
2021-02-19T17:00:00,17,Basilicata,2,5.857142857142857,0.5714285714285714
2021-02-19T17:00:00,18,Calabria,2,19.857142857142858,1.4285714285714286
2021-02-19T17:00:00,15,Campania,2,107.85714285714286,9.428571428571429
2021-02-19T17:00:00,8,Emilia-Romagna,2,175.57142857142858,12.285714285714286
2021-02-19T17:00:00,6,Friuli Venezia Giulia,2,59.57142857142857,3.2857142857142856
2021-02-19T17:00:00,12,Lazio,2,246.28571428571428,15.0
2021-02-19T17:00:00,7,Liguria,2,59.285714285714285,3.142857142857143
2021-02-19T17:00:00,3,Lombardia,2,367.42857142857144,19.285714285714285
2021-02-19T17:00:00,11,Marche,2,79.57142857142857,5.571428571428571
2021-02-19T17:00:00,14,Molise,2,10.571428571428571,1.1428571428571428
2021-02-19T17:00:00,21,P.A. Bolzano,2,38.142857142857146,2.0
2021-02-19T17:00:00,22,P.A. Trento,2,26.285714285714285,1.8571428571428572
2021-02-19T17:00:00,1,Piemonte,2,137.42857142857142,7.142857142857143
2021-02-19T17:00:00,16,Puglia,2,159.71428571428572,13.714285714285714
2021-02-19T17:00:00,20,Sardegna,2,26.428571428571427,2.2857142857142856
2021-02-19T17:00:00,19,Sicilia,2,157.85714285714286,7.0
2021-02-19T17:00:00,9,Toscana,2,136.28571428571428,12.142857142857142
2021-02-19T17:00:00,10,Umbria,2,83.71428571428571,6.142857142857143
2021-02-19T17:00:00,2,Valle d'Aosta,2,2.0,0.0
2021-02-19T17:00:00,5,Veneto,2,104.14285714285714,7.571428571428571
2021-02-20T17:00:00,13,Abruzzo,2,64.85714285714286,6.714285714285714
2021-02-20T17:00:00,17,Basilicata,2,5.714285714285714,0.5714285714285714
2021-02-20T17:00:00,18,Calabria,2,18.857142857142858,1.5714285714285714
2021-02-20T17:00:00,15,Campania,2,109.0,11.0
2021-02-20T17:00:00,8,Emilia-Romagna,2,176.28571428571428,13.0
2021-02-20T17:00:00,6,Friuli Venezia Giulia,2,59.57142857142857,4.0
2021-02-20T17:00:00,12,Lazio,2,242.28571428571428,13.714285714285714
2021-02-20T17:00:00,7,Liguria,2,58.857142857142854,3.142857142857143
2021-02-20T17:00:00,3,Lombardia,2,369.85714285714283,21.285714285714285
2021-02-20T17:00:00,11,Marche,2,80.28571428571429,5.285714285714286
2021-02-20T17:00:00,14,Molise,2,11.285714285714286,1.2857142857142858
2021-02-20T17:00:00,21,P.A. Bolzano,2,38.0,1.8571428571428572
2021-02-20T17:00:00,22,P.A. Trento,2,26.428571428571427,2.142857142857143
2021-02-20T17:00:00,1,Piemonte,2,135.85714285714286,6.857142857142857
2021-02-20T17:00:00,16,Puglia,2,159.71428571428572,13.428571428571429
2021-02-20T17:00:00,20,Sardegna,2,26.571428571428573,2.4285714285714284
2021-02-20T17:00:00,19,Sicilia,2,154.57142857142858,6.428571428571429
2021-02-20T17:00:00,9,Toscana,2,138.85714285714286,10.571428571428571
2021-02-20T17:00:00,10,Umbria,2,84.14285714285714,7.0
2021-02-20T17:00:00,2,Valle d'Aosta,2,1.8571428571428572,0.0
2021-02-20T17:00:00,5,Veneto,2,102.57142857142857,7.714285714285714
2021-02-21T17:00:00,13,Abruzzo,2,68.28571428571429,7.0
2021-02-21T17:00:00,17,Basilicata,2,5.428571428571429,0.42857142857142855
2021-02-21T17:00:00,18,Calabria,2,18.0,1.2857142857142858
2021-02-21T17:00:00,15,Campania,2,110.28571428571429,12.285714285714286
2021-02-21T17:00:00,8,Emilia-Romagna,2,178.14285714285714,13.714285714285714
2021-02-21T17:00:00,6,Friuli Venezia Giulia,2,59.0,4.142857142857143
2021-02-21T17:00:00,12,Lazio,2,238.71428571428572,12.857142857142858
2021-02-21T17:00:00,7,Liguria,2,57.714285714285715,2.857142857142857
2021-02-21T17:00:00,3,Lombardia,2,373.0,22.142857142857142
2021-02-21T17:00:00,11,Marche,2,79.57142857142857,4.428571428571429
2021-02-21T17:00:00,14,Molise,2,12.0,1.4285714285714286
2021-02-21T17:00:00,21,P.A. Bolzano,2,37.42857142857143,1.8571428571428572
2021-02-21T17:00:00,22,P.A. Trento,2,26.857142857142858,2.142857142857143
2021-02-21T17:00:00,1,Piemonte,2,135.57142857142858,7.142857142857143
2021-02-21T17:00:00,16,Puglia,2,160.85714285714286,13.428571428571429
2021-02-21T17:00:00,20,Sardegna,2,26.428571428571427,2.142857142857143
2021-02-21T17:00:00,19,Sicilia,2,151.42857142857142,6.285714285714286
2021-02-21T17:00:00,9,Toscana,2,141.28571428571428,11.0
2021-02-21T17:00:00,10,Umbria,2,84.0,6.428571428571429
2021-02-21T17:00:00,2,Valle d'Aosta,2,1.7142857142857142,0.0
2021-02-21T17:00:00,5,Veneto,2,101.0,6.857142857142857
2021-02-22T17:00:00,13,Abruzzo,2,71.0,6.0
2021-02-22T17:00:00,17,Basilicata,2,5.142857142857143,0.5714285714285714
2021-02-22T17:00:00,18,Calabria,2,17.571428571428573,1.7142857142857142
2021-02-22T17:00:00,15,Campania,2,112.85714285714286,14.285714285714286
2021-02-22T17:00:00,8,Emilia-Romagna,2,181.28571428571428,14.428571428571429
2021-02-22T17:00:00,6,Friuli Venezia Giulia,2,58.0,4.142857142857143
2021-02-22T17:00:00,12,Lazio,2,235.71428571428572,13.142857142857142
2021-02-22T17:00:00,7,Liguria,2,57.0,3.142857142857143
2021-02-22T17:00:00,3,Lombardia,2,376.57142857142856,23.142857142857142
2021-02-22T17:00:00,11,Marche,2,78.85714285714286,5.142857142857143
2021-02-22T17:00:00,14,Molise,2,12.285714285714286,1.0
2021-02-22T17:00:00,21,P.A. Bolzano,2,36.57142857142857,1.5714285714285714
2021-02-22T17:00:00,22,P.A. Trento,2,27.285714285714285,2.2857142857142856
2021-02-22T17:00:00,1,Piemonte,2,135.14285714285714,8.0
2021-02-22T17:00:00,16,Puglia,2,161.0,13.857142857142858
2021-02-22T17:00:00,20,Sardegna,2,26.714285714285715,2.4285714285714284
2021-02-22T17:00:00,19,Sicilia,2,148.14285714285714,5.857142857142857
2021-02-22T17:00:00,9,Toscana,2,144.57142857142858,11.714285714285714
2021-02-22T17:00:00,10,Umbria,2,83.57142857142857,6.0
2021-02-22T17:00:00,2,Valle d'Aosta,2,1.5714285714285714,0.0
2021-02-22T17:00:00,5,Veneto,2,100.0,7.142857142857143
2021-02-23T17:00:00,13,Abruzzo,2,73.0,6.142857142857143
2021-02-23T17:00:00,17,Basilicata,2,4.857142857142857,0.5714285714285714
2021-02-23T17:00:00,18,Calabria,2,17.428571428571427,1.7142857142857142
2021-02-23T17:00:00,15,Campania,2,116.57142857142857,16.142857142857142
2021-02-23T17:00:00,8,Emilia-Romagna,2,184.28571428571428,15.571428571428571
2021-02-23T17:00:00,6,Friuli Venezia Giulia,2,57.57142857142857,4.428571428571429
2021-02-23T17:00:00,12,Lazio,2,232.28571428571428,13.428571428571429
2021-02-23T17:00:00,7,Liguria,2,56.142857142857146,2.7142857142857144
2021-02-23T17:00:00,3,Lombardia,2,381.57142857142856,23.0
2021-02-23T17:00:00,11,Marche,2,78.57142857142857,5.142857142857143
2021-02-23T17:00:00,14,Molise,2,12.857142857142858,1.4285714285714286
2021-02-23T17:00:00,21,P.A. Bolzano,2,35.714285714285715,1.8571428571428572
2021-02-23T17:00:00,22,P.A. Trento,2,28.0,2.142857142857143
2021-02-23T17:00:00,1,Piemonte,2,135.71428571428572,8.714285714285714
2021-02-23T17:00:00,16,Puglia,2,162.14285714285714,14.142857142857142
2021-02-23T17:00:00,20,Sardegna,2,26.714285714285715,2.4285714285714284
2021-02-23T17:00:00,19,Sicilia,2,144.85714285714286,5.857142857142857
2021-02-23T17:00:00,9,Toscana,2,148.28571428571428,12.428571428571429
2021-02-23T17:00:00,10,Umbria,2,82.85714285714286,6.142857142857143
2021-02-23T17:00:00,2,Valle d'Aosta,2,1.2857142857142858,0.0
2021-02-23T17:00:00,5,Veneto,2,100.42857142857143,7.714285714285714
2021-02-24T17:00:00,13,Abruzzo,2,74.85714285714286,6.571428571428571
2021-02-24T17:00:00,17,Basilicata,2,4.571428571428571,0.42857142857142855
2021-02-24T17:00:00,18,Calabria,2,17.571428571428573,1.7142857142857142
2021-02-24T17:00:00,15,Campania,2,119.85714285714286,16.285714285714285
2021-02-24T17:00:00,8,Emilia-Romagna,2,187.85714285714286,17.0
2021-02-24T17:00:00,6,Friuli Venezia Giulia,2,57.42857142857143,5.142857142857143
2021-02-24T17:00:00,12,Lazio,2,230.57142857142858,12.714285714285714
2021-02-24T17:00:00,7,Liguria,2,55.42857142857143,3.2857142857142856
2021-02-24T17:00:00,3,Lombardia,2,387.7142857142857,25.285714285714285
2021-02-24T17:00:00,11,Marche,2,79.42857142857143,5.714285714285714
2021-02-24T17:00:00,14,Molise,2,13.142857142857142,1.2857142857142858
2021-02-24T17:00:00,21,P.A. Bolzano,2,35.142857142857146,2.4285714285714284
2021-02-24T17:00:00,22,P.A. Trento,2,29.285714285714285,2.142857142857143
2021-02-24T17:00:00,1,Piemonte,2,137.71428571428572,10.285714285714286
2021-02-24T17:00:00,16,Puglia,2,163.0,15.571428571428571
2021-02-24T17:00:00,20,Sardegna,2,25.571428571428573,1.7142857142857142
2021-02-24T17:00:00,19,Sicilia,2,141.42857142857142,6.428571428571429
2021-02-24T17:00:00,9,Toscana,2,152.0,12.428571428571429
2021-02-24T17:00:00,10,Umbria,2,82.42857142857143,6.0
2021-02-24T17:00:00,2,Valle d'Aosta,2,1.1428571428571428,0.14285714285714285
2021-02-24T17:00:00,5,Veneto,2,101.28571428571429,8.428571428571429
2021-02-25T17:00:00,13,Abruzzo,2,76.0,5.857142857142857
2021-02-25T17:00:00,17,Basilicata,2,4.428571428571429,0.42857142857142855
2021-02-25T17:00:00,18,Calabria,2,17.142857142857142,1.4285714285714286
2021-02-25T17:00:00,15,Campania,2,122.85714285714286,16.285714285714285
2021-02-25T17:00:00,8,Emilia-Romagna,2,191.0,17.428571428571427
2021-02-25T17:00:00,6,Friuli Venezia Giulia,2,57.142857142857146,4.857142857142857
2021-02-25T17:00:00,12,Lazio,2,229.85714285714286,12.428571428571429
2021-02-25T17:00:00,7,Liguria,2,54.42857142857143,3.0
2021-02-25T17:00:00,3,Lombardia,2,393.2857142857143,25.428571428571427
2021-02-25T17:00:00,11,Marche,2,80.14285714285714,5.714285714285714
2021-02-25T17:00:00,14,Molise,2,13.571428571428571,1.4285714285714286
2021-02-25T17:00:00,21,P.A. Bolzano,2,34.714285714285715,2.5714285714285716
2021-02-25T17:00:00,22,P.A. Trento,2,30.571428571428573,2.4285714285714284
2021-02-25T17:00:00,1,Piemonte,2,142.57142857142858,12.0
2021-02-25T17:00:00,16,Puglia,2,163.85714285714286,15.142857142857142
2021-02-25T17:00:00,20,Sardegna,2,25.142857142857142,1.7142857142857142
2021-02-25T17:00:00,19,Sicilia,2,139.42857142857142,6.714285714285714
2021-02-25T17:00:00,9,Toscana,2,154.14285714285714,11.285714285714286
2021-02-25T17:00:00,10,Umbria,2,81.28571428571429,5.285714285714286
2021-02-25T17:00:00,2,Valle d'Aosta,2,1.0,0.14285714285714285
2021-02-25T17:00:00,5,Veneto,2,102.42857142857143,9.571428571428571
2021-02-26T17:00:00,13,Abruzzo,2,76.14285714285714,5.714285714285714
2021-02-26T17:00:00,17,Basilicata,2,4.857142857142857,0.7142857142857143
2021-02-26T17:00:00,18,Calabria,2,17.714285714285715,1.8571428571428572
2021-02-26T17:00:00,15,Campania,2,127.71428571428571,16.714285714285715
2021-02-26T17:00:00,8,Emilia-Romagna,2,195.0,18.428571428571427
2021-02-26T17:00:00,6,Friuli Venezia Giulia,2,57.142857142857146,5.285714285714286
2021-02-26T17:00:00,12,Lazio,2,227.85714285714286,12.0
2021-02-26T17:00:00,7,Liguria,2,53.57142857142857,3.142857142857143
2021-02-26T17:00:00,3,Lombardia,2,399.42857142857144,27.714285714285715
2021-02-26T17:00:00,11,Marche,2,80.0,5.857142857142857
2021-02-26T17:00:00,14,Molise,2,14.285714285714286,1.8571428571428572
2021-02-26T17:00:00,21,P.A. Bolzano,2,34.42857142857143,2.5714285714285716
2021-02-26T17:00:00,22,P.A. Trento,2,32.42857142857143,3.0
2021-02-26T17:00:00,1,Piemonte,2,147.28571428571428,11.857142857142858
2021-02-26T17:00:00,16,Puglia,2,164.0,15.142857142857142
2021-02-26T17:00:00,20,Sardegna,2,24.428571428571427,1.7142857142857142
2021-02-26T17:00:00,19,Sicilia,2,136.85714285714286,6.285714285714286
2021-02-26T17:00:00,9,Toscana,2,156.14285714285714,11.285714285714286
2021-02-26T17:00:00,10,Umbria,2,80.57142857142857,5.285714285714286
2021-02-26T17:00:00,2,Valle d'Aosta,2,0.8571428571428571,0.14285714285714285
2021-02-26T17:00:00,5,Veneto,2,103.57142857142857,9.857142857142858
2021-02-27T17:00:00,13,Abruzzo,2,76.42857142857143,5.714285714285714
2021-02-27T17:00:00,17,Basilicata,2,5.285714285714286,0.5714285714285714
2021-02-27T17:00:00,18,Calabria,2,18.428571428571427,2.142857142857143
2021-02-27T17:00:00,15,Campania,2,131.42857142857142,15.142857142857142
2021-02-27T17:00:00,8,Emilia-Romagna,2,200.42857142857142,20.0
2021-02-27T17:00:00,6,Friuli Venezia Giulia,2,57.42857142857143,5.714285714285714
2021-02-27T17:00:00,12,Lazio,2,226.14285714285714,11.571428571428571
2021-02-27T17:00:00,7,Liguria,2,53.142857142857146,2.857142857142857
2021-02-27T17:00:00,3,Lombardia,2,407.0,28.714285714285715
2021-02-27T17:00:00,11,Marche,2,79.57142857142857,6.0
2021-02-27T17:00:00,14,Molise,2,14.857142857142858,1.7142857142857142
2021-02-27T17:00:00,21,P.A. Bolzano,2,33.857142857142854,2.5714285714285716
2021-02-27T17:00:00,22,P.A. Trento,2,34.0,2.857142857142857
2021-02-27T17:00:00,1,Piemonte,2,152.42857142857142,12.428571428571429
2021-02-27T17:00:00,16,Puglia,2,163.57142857142858,15.285714285714286
2021-02-27T17:00:00,20,Sardegna,2,23.0,1.4285714285714286
2021-02-27T17:00:00,19,Sicilia,2,135.28571428571428,7.0
2021-02-27T17:00:00,9,Toscana,2,158.85714285714286,12.714285714285714
2021-02-27T17:00:00,10,Umbria,2,79.42857142857143,4.571428571428571
2021-02-27T17:00:00,2,Valle d'Aosta,2,1.0,0.2857142857142857
2021-02-27T17:00:00,5,Veneto,2,104.57142857142857,10.857142857142858
2021-02-28T17:00:00,13,Abruzzo,2,77.28571428571429,5.857142857142857
2021-02-28T17:00:00,17,Basilicata,2,6.142857142857143,1.0
2021-02-28T17:00:00,18,Calabria,2,19.0,2.2857142857142856
2021-02-28T17:00:00,15,Campania,2,132.85714285714286,13.285714285714286
2021-02-28T17:00:00,8,Emilia-Romagna,2,206.57142857142858,20.857142857142858
2021-02-28T17:00:00,6,Friuli Venezia Giulia,2,58.0,5.857142857142857
2021-02-28T17:00:00,12,Lazio,2,223.14285714285714,10.714285714285714
2021-02-28T17:00:00,7,Liguria,2,52.857142857142854,3.0
2021-02-28T17:00:00,3,Lombardia,2,412.7142857142857,29.142857142857142
2021-02-28T17:00:00,11,Marche,2,79.14285714285714,6.285714285714286
2021-02-28T17:00:00,14,Molise,2,15.285714285714286,1.4285714285714286
2021-02-28T17:00:00,21,P.A. Bolzano,2,33.42857142857143,2.4285714285714284
2021-02-28T17:00:00,22,P.A. Trento,2,35.42857142857143,2.857142857142857
2021-02-28T17:00:00,1,Piemonte,2,156.71428571428572,11.571428571428571
2021-02-28T17:00:00,16,Puglia,2,163.71428571428572,15.714285714285714
2021-02-28T17:00:00,20,Sardegna,2,22.0,1.2857142857142858
2021-02-28T17:00:00,19,Sicilia,2,133.85714285714286,7.285714285714286
2021-02-28T17:00:00,9,Toscana,2,161.85714285714286,12.428571428571429
2021-02-28T17:00:00,10,Umbria,2,78.57142857142857,5.142857142857143
2021-02-28T17:00:00,2,Valle d'Aosta,2,1.1428571428571428,0.2857142857142857
2021-02-28T17:00:00,5,Veneto,2,106.0,12.285714285714286
2021-03-01T17:00:00,13,Abruzzo,3,78.0,6.142857142857143
2021-03-01T17:00:00,17,Basilicata,3,6.857142857142857,0.8571428571428571
2021-03-01T17:00:00,18,Calabria,3,19.0,1.8571428571428572
2021-03-01T17:00:00,15,Campania,3,135.0,12.428571428571429
2021-03-01T17:00:00,8,Emilia-Romagna,3,212.57142857142858,21.428571428571427
2021-03-01T17:00:00,6,Friuli Venezia Giulia,3,58.857142857142854,5.571428571428571
2021-03-01T17:00:00,12,Lazio,3,221.71428571428572,11.0
2021-03-01T17:00:00,7,Liguria,3,52.57142857142857,3.2857142857142856
2021-03-01T17:00:00,3,Lombardia,3,419.85714285714283,30.571428571428573
2021-03-01T17:00:00,11,Marche,3,78.57142857142857,5.857142857142857
2021-03-01T17:00:00,14,Molise,3,16.142857142857142,1.7142857142857142
2021-03-01T17:00:00,21,P.A. Bolzano,3,33.142857142857146,2.2857142857142856
2021-03-01T17:00:00,22,P.A. Trento,3,37.142857142857146,3.142857142857143
2021-03-01T17:00:00,1,Piemonte,3,161.57142857142858,11.857142857142858
2021-03-01T17:00:00,16,Puglia,3,164.71428571428572,15.428571428571429
2021-03-01T17:00:00,20,Sardegna,3,20.857142857142858,0.8571428571428571
2021-03-01T17:00:00,19,Sicilia,3,132.42857142857142,7.428571428571429
2021-03-01T17:00:00,9,Toscana,3,164.28571428571428,12.571428571428571
2021-03-01T17:00:00,10,Umbria,3,78.28571428571429,5.142857142857143
2021-03-01T17:00:00,2,Valle d'Aosta,3,1.2857142857142858,0.2857142857142857
2021-03-01T17:00:00,5,Veneto,3,107.28571428571429,12.571428571428571
2021-03-02T17:00:00,13,Abruzzo,3,79.0,5.285714285714286
2021-03-02T17:00:00,17,Basilicata,3,7.428571428571429,0.7142857142857143
2021-03-02T17:00:00,18,Calabria,3,19.142857142857142,2.0
2021-03-02T17:00:00,15,Campania,3,135.14285714285714,11.571428571428571
2021-03-02T17:00:00,8,Emilia-Romagna,3,218.71428571428572,21.714285714285715
2021-03-02T17:00:00,6,Friuli Venezia Giulia,3,59.42857142857143,5.571428571428571
2021-03-02T17:00:00,12,Lazio,3,221.28571428571428,11.285714285714286
2021-03-02T17:00:00,7,Liguria,3,52.142857142857146,3.4285714285714284
2021-03-02T17:00:00,3,Lombardia,3,429.57142857142856,34.857142857142854
2021-03-02T17:00:00,11,Marche,3,78.57142857142857,6.571428571428571
2021-03-02T17:00:00,14,Molise,3,16.714285714285715,1.2857142857142858
2021-03-02T17:00:00,21,P.A. Bolzano,3,32.857142857142854,2.7142857142857144
2021-03-02T17:00:00,22,P.A. Trento,3,38.57142857142857,3.142857142857143
2021-03-02T17:00:00,1,Piemonte,3,166.57142857142858,13.0
2021-03-02T17:00:00,16,Puglia,3,164.57142857142858,14.142857142857142
2021-03-02T17:00:00,20,Sardegna,3,20.285714285714285,0.8571428571428571
2021-03-02T17:00:00,19,Sicilia,3,130.71428571428572,7.142857142857143
2021-03-02T17:00:00,9,Toscana,3,166.42857142857142,11.714285714285714
2021-03-02T17:00:00,10,Umbria,3,78.14285714285714,5.142857142857143
2021-03-02T17:00:00,2,Valle d'Aosta,3,1.5714285714285714,0.2857142857142857
2021-03-02T17:00:00,5,Veneto,3,109.14285714285714,13.428571428571429
2021-03-03T17:00:00,13,Abruzzo,3,79.85714285714286,5.428571428571429
2021-03-03T17:00:00,17,Basilicata,3,8.142857142857142,0.8571428571428571
2021-03-03T17:00:00,18,Calabria,3,19.285714285714285,2.142857142857143
2021-03-03T17:00:00,15,Campania,3,136.14285714285714,12.714285714285714
2021-03-03T17:00:00,8,Emilia-Romagna,3,225.85714285714286,22.571428571428573
2021-03-03T17:00:00,6,Friuli Venezia Giulia,3,60.0,5.571428571428571
2021-03-03T17:00:00,12,Lazio,3,222.71428571428572,12.857142857142858
2021-03-03T17:00:00,7,Liguria,3,51.857142857142854,2.857142857142857
2021-03-03T17:00:00,3,Lombardia,3,443.85714285714283,37.714285714285715
2021-03-03T17:00:00,11,Marche,3,78.57142857142857,6.714285714285714
2021-03-03T17:00:00,14,Molise,3,17.428571428571427,1.2857142857142858
2021-03-03T17:00:00,21,P.A. Bolzano,3,32.57142857142857,2.5714285714285716
2021-03-03T17:00:00,22,P.A. Trento,3,40.285714285714285,3.4285714285714284
2021-03-03T17:00:00,1,Piemonte,3,170.71428571428572,12.0
2021-03-03T17:00:00,16,Puglia,3,165.42857142857142,14.142857142857142
2021-03-03T17:00:00,20,Sardegna,3,20.142857142857142,0.8571428571428571
2021-03-03T17:00:00,19,Sicilia,3,128.85714285714286,6.0
2021-03-03T17:00:00,9,Toscana,3,167.57142857142858,11.857142857142858
2021-03-03T17:00:00,10,Umbria,3,78.57142857142857,5.857142857142857
2021-03-03T17:00:00,2,Valle d'Aosta,3,1.7142857142857142,0.14285714285714285
2021-03-03T17:00:00,5,Veneto,3,112.71428571428571,14.571428571428571
2021-03-04T17:00:00,13,Abruzzo,3,80.85714285714286,5.428571428571429
2021-03-04T17:00:00,17,Basilicata,3,8.857142857142858,0.8571428571428571
2021-03-04T17:00:00,18,Calabria,3,19.857142857142858,2.2857142857142856
2021-03-04T17:00:00,15,Campania,3,137.42857142857142,14.142857142857142
2021-03-04T17:00:00,8,Emilia-Romagna,3,233.85714285714286,24.142857142857142
2021-03-04T17:00:00,6,Friuli Venezia Giulia,3,61.0,5.571428571428571
2021-03-04T17:00:00,12,Lazio,3,224.71428571428572,13.142857142857142
