COD_RIP,COD_REG,COD_PROV,COD_CM,COD_UTS,PRO_COM,PRO_COM_T,codINT,ALLEGATO
1,3,15,215,215,15112,015112,1030491110,1
1,3,15,215,215,15113,015113,1030491120,1
1,3,15,215,215,15114,015114,1030491130,1
1,3,15,215,215,15115,015115,1030491140,1
1,3,15,215,215,15116,015116,1030491150,1
1,3,15,215,215,15118,015118,1030491170,1
1,3,15,215,215,15122,015122,1030491210,1
1,3,15,215,215,15125,015125,1030491240,1
1,3,15,215,215,15130,015130,1030491290,1
1,3,15,215,215,15131,015131,1030491300,1
1,3,15,215,215,15134,015134,1030491330,1
1,3,15,215,215,15136,015136,1030491350,1
1,3,15,215,215,15139,015139,1030491380,1
1,3,15,215,215,15140,015140,1030491390,1
1,3,15,215,215,15142,015142,1030491410,1
1,3,15,215,215,15144,015144,1030491430,1
1,3,15,215,215,15146,015146,1030491450,1
1,3,15,215,215,15150,015150,1030491490,1
1,3,15,215,215,15151,015151,1030491500,1
1,3,15,215,215,15154,015154,1030491530,1
1,3,15,215,215,15155,015155,1030491540,1
1,3,15,215,215,15157,015157,1030491560,1
1,3,15,215,215,15158,015158,1030491570,1
1,3,15,215,215,15159,015159,1030491580,1
1,3,15,215,215,15164,015164,1030491630,1
1,3,15,215,215,15165,015165,1030491640,1
1,3,15,215,215,15166,015166,1030491650,1
1,3,15,215,215,15167,015167,1030491660,1
1,3,15,215,215,15168,015168,1030491670,1
1,3,15,215,215,15169,015169,1030491680,1
1,3,15,215,215,15170,015170,1030491690,1
1,3,15,215,215,15171,015171,1030491700,1
1,3,15,215,215,15172,015172,1030491710,1
1,3,15,215,215,15173,015173,1030491720,1
1,3,15,215,215,15175,015175,1030491740,1
1,3,15,215,215,15176,015176,1030491750,1
1,3,15,215,215,15177,015177,1030491760,1
1,3,15,215,215,15178,015178,1030491770,1
1,3,15,215,215,15179,015179,1030491780,1
1,3,15,215,215,15181,015181,1030491800,1
1,3,15,215,215,15182,015182,1030491810,1
1,3,15,215,215,15183,015183,1030491820,1
1,3,15,215,215,15184,015184,1030491830,1
1,3,15,215,215,15185,015185,1030491840,1
1,3,15,215,215,15188,015188,1030491870,1
1,3,15,215,215,15189,015189,1030491880,1
1,3,15,215,215,15191,015191,1030491900,1
1,3,15,215,215,15192,015192,1030491910,1
1,3,15,215,215,15194,015194,1030491930,1
1,3,15,215,215,15195,015195,1030491940,1
1,3,15,215,215,15200,015200,1030491990,1
1,3,15,215,215,15201,015201,1030492000,1
1,3,15,215,215,15202,015202,1030492010,1
1,3,15,215,215,15204,015204,1030492030,1
1,3,15,215,215,15205,015205,1030492040,1
1,3,15,215,215,15206,015206,1030492050,1
1,3,15,215,215,15209,015209,1030492080,1
1,3,15,215,215,15210,015210,1030492090,1
1,3,15,215,215,15211,015211,1030492100,1
1,3,15,215,215,15213,015213,1030492120,1
1,3,15,215,215,15219,015219,1030492180,1
1,3,15,215,215,15220,015220,1030492190,1
1,3,15,215,215,15221,015221,1030492200,1
1,3,15,215,215,15222,015222,1030492210,1
1,3,15,215,215,15224,015224,1030492230,1
1,3,15,215,215,15226,015226,1030492250,1
1,3,15,215,215,15229,015229,1030492280,1
1,3,15,215,215,15230,015230,1030492290,1
1,3,15,215,215,15236,015236,1030492340,1
1,3,15,215,215,15237,015237,1030492350,1
1,3,15,215,215,15242,015242,1030492400,1
1,3,15,215,215,15243,015243,1030492410,1
1,3,15,215,215,15244,015244,1030492420,1
1,3,15,215,215,15247,015247,1030492450,1
1,3,15,215,215,15248,015248,1030492351,1
1,3,15,215,215,15249,015249,1030492271,1
1,3,15,215,215,15250,015250,1030490116,1
1,3,16,0,16,16001,016001,1030120010,1
1,3,16,0,16,16002,016002,1030120020,1
1,3,16,0,16,16003,016003,1030120030,1
1,3,16,0,16,16004,016004,1030120040,1
1,3,16,0,16,16005,016005,1030120050,1
1,3,16,0,16,16006,016006,1030120070,1
1,3,16,0,16,16007,016007,1030120080,1
1,3,16,0,16,16008,016008,1030120090,1
1,3,16,0,16,16009,016009,1030120100,1
1,3,16,0,16,16010,016010,1030120110,1
1,3,16,0,16,16011,016011,1030120120,1
1,3,16,0,16,16012,016012,1030120130,1
1,3,16,0,16,16013,016013,1030120140,1
1,3,16,0,16,16014,016014,1030120150,1
1,3,16,0,16,16015,016015,1030120160,1
1,3,16,0,16,16016,016016,1030120170,1
1,3,16,0,16,16017,016017,1030120180,1
1,3,16,0,16,16018,016018,1030120181,1
1,3,16,0,16,16019,016019,1030120190,1
1,3,16,0,16,16020,016020,1030120200,1
1,3,16,0,16,16021,016021,1030120210,1
1,3,16,0,16,16022,016022,1030120220,1
1,3,16,0,16,16023,016023,1030120230,1
1,3,16,0,16,16024,016024,1030120240,1
1,3,16,0,16,16025,016025,1030120250,1
1,3,16,0,16,16026,016026,1030120251,1
1,3,16,0,16,16027,016027,1030120260,1
1,3,16,0,16,16028,016028,1030120270,1
1,3,16,0,16,16029,016029,1030120280,1
1,3,16,0,16,16030,016030,1030120290,1
1,3,16,0,16,16031,016031,1030120300,1
1,3,16,0,16,16032,016032,1030120310,1
1,3,16,0,16,16033,016033,1030120320,1
1,3,16,0,16,16034,016034,1030120330,1
1,3,16,0,16,16035,016035,1030120331,1
1,3,16,0,16,16036,016036,1030120350,1
1,3,16,0,16,16037,016037,1030120360,1
1,3,16,0,16,16038,016038,1030120370,1
1,3,16,0,16,16040,016040,1030120390,1
1,3,16,0,16,16041,016041,1030120400,1
1,3,16,0,16,16042,016042,1030120401,1
1,3,16,0,16,16043,016043,1030120410,1
1,3,16,0,16,16044,016044,1030120420,1
1,3,16,0,16,16046,016046,1030120440,1
1,3,16,0,16,16047,016047,1030120450,1
1,3,16,0,16,16048,016048,1030120460,1
1,3,16,0,16,16049,016049,1030120470,1
1,3,16,0,16,16050,016050,1030120480,1
1,3,16,0,16,16051,016051,1030120490,1
1,3,16,0,16,16052,016052,1030120500,1
1,3,16,0,16,16053,016053,1030120510,1
1,3,16,0,16,16055,016055,1030120530,1
1,3,16,0,16,16056,016056,1030120540,1
1,3,16,0,16,16057,016057,1030120550,1
1,3,16,0,16,16058,016058,1030120560,1
1,3,16,0,16,16059,016059,1030120570,1
1,3,16,0,16,16060,016060,1030120580,1
1,3,16,0,16,16061,016061,1030120590,1
1,3,16,0,16,16062,016062,1030120600,1
1,3,16,0,16,16063,016063,1030120610,1
1,3,16,0,16,16064,016064,1030120620,1
1,3,16,0,16,16065,016065,4160410181,1
1,3,16,0,16,16066,016066,1030120640,1
1,3,16,0,16,16067,016067,1030120641,1
1,3,16,0,16,16068,016068,1030120650,1
1,3,16,0,16,16069,016069,1030120660,1
1,3,16,0,16,16070,016070,1030120670,1
1,3,16,0,16,16071,016071,1030120680,1
1,3,16,0,16,16072,016072,1030120690,1
1,3,16,0,16,16073,016073,1030120700,1
1,3,16,0,16,16074,016074,1030120710,1
1,3,16,0,16,16075,016075,1030120720,1
1,3,16,0,16,16076,016076,1030120730,1
1,3,16,0,16,16077,016077,1030120740,1
1,3,16,0,16,16078,016078,1030120750,1
1,3,16,0,16,16079,016079,1030120760,1
1,3,16,0,16,16080,016080,1030120770,1
1,3,16,0,16,16081,016081,1030120780,1
1,3,16,0,16,16082,016082,1030120790,1
1,3,16,0,16,16083,016083,1030120800,1
1,3,16,0,16,16084,016084,1030120810,1
1,3,16,0,16,16085,016085,1030120820,1
1,3,16,0,16,16086,016086,1030120830,1
1,3,16,0,16,16087,016087,1030120840,1
1,3,16,0,16,16088,016088,1030120850,1
1,3,16,0,16,16089,016089,1030120860,1
1,3,16,0,16,16090,016090,1030120870,1
1,3,16,0,16,16091,016091,1030120880,1
1,3,16,0,16,16092,016092,1030120890,1
1,3,16,0,16,16093,016093,1030120900,1
1,3,16,0,16,16094,016094,1030120910,1
1,3,16,0,16,16096,016096,1030120930,1
1,3,16,0,16,16097,016097,1030120940,1
1,3,16,0,16,16098,016098,1030120941,1
1,3,16,0,16,16099,016099,1030120950,1
1,3,16,0,16,16100,016100,1030120960,1
1,3,16,0,16,16101,016101,1030120970,1
1,3,16,0,16,16102,016102,1030120980,1
1,3,16,0,16,16103,016103,1030120990,1
1,3,16,0,16,16104,016104,1030121000,1
1,3,16,0,16,16105,016105,1030121010,1
1,3,16,0,16,16106,016106,1030121020,1
1,3,16,0,16,16107,016107,1030121021,1
1,3,16,0,16,16108,016108,1030121030,1
1,3,16,0,16,16109,016109,1030121040,1
1,3,16,0,16,16110,016110,1030121050,1
1,3,16,0,16,16111,016111,1030121060,1
1,3,16,0,16,16113,016113,1030121080,1
1,3,16,0,16,16114,016114,1030121090,1
1,3,16,0,16,16115,016115,1030121100,1
1,3,16,0,16,16116,016116,1030121110,1
1,3,16,0,16,16117,016117,1030121120,1
1,3,16,0,16,16118,016118,1030121130,1
1,3,16,0,16,16119,016119,1030121140,1
1,3,16,0,16,16120,016120,1030121150,1
1,3,16,0,16,16121,016121,1030121160,1
1,3,16,0,16,16122,016122,1030121170,1
1,3,16,0,16,16123,016123,1030121180,1
1,3,16,0,16,16124,016124,1030121190,1
1,3,16,0,16,16125,016125,1030121191,1
1,3,16,0,16,16126,016126,1030121200,1
1,3,16,0,16,16127,016127,1030121210,1
1,3,16,0,16,16128,016128,1030121220,1
1,3,16,0,16,16129,016129,1030121230,1
1,3,16,0,16,16130,016130,1030121240,1
1,3,16,0,16,16131,016131,1030121250,1
1,3,16,0,16,16132,016132,1030121260,1
1,3,16,0,16,16133,016133,1030121280,1
1,3,16,0,16,16134,016134,1030121290,1
1,3,16,0,16,16135,016135,1030121300,1
1,3,16,0,16,16136,016136,1030121301,1
1,3,16,0,16,16137,016137,1030121310,1
1,3,16,0,16,16139,016139,1030121311,1
1,3,16,0,16,16140,016140,1030121330,1
1,3,16,0,16,16141,016141,1030121340,1
1,3,16,0,16,16142,016142,1030121350,1
1,3,16,0,16,16143,016143,1030121360,1
1,3,16,0,16,16144,016144,1030121370,1
1,3,16,0,16,16145,016145,1030121390,1
1,3,16,0,16,16146,016146,1030121400,1
1,3,16,0,16,16147,016147,1030121401,1
1,3,16,0,16,16148,016148,1030121410,1
1,3,16,0,16,16149,016149,1030121411,1
1,3,16,0,16,16150,016150,1030121420,1
1,3,16,0,16,16151,016151,1030121430,1
1,3,16,0,16,16152,016152,1030121440,1
1,3,16,0,16,16153,016153,1030121450,1
1,3,16,0,16,16154,016154,1030121460,1
1,3,16,0,16,16155,016155,1030121470,1
1,3,16,0,16,16156,016156,1030121480,1
1,3,16,0,16,16157,016157,1030121490,1
1,3,16,0,16,16158,016158,1030121500,1
1,3,16,0,16,16159,016159,1030121510,1
1,3,16,0,16,16160,016160,1030121520,1
1,3,16,0,16,16161,016161,1030121530,1
1,3,16,0,16,16162,016162,1030121540,1
1,3,16,0,16,16163,016163,1030121542,1
1,3,16,0,16,16164,016164,1030121541,1
1,3,16,0,16,16165,016165,1030121550,1
1,3,16,0,16,16166,016166,1030121560,1
1,3,16,0,16,16167,016167,1030121570,1
1,3,16,0,16,16168,016168,1030121571,1
1,3,16,0,16,16169,016169,1030121580,1
1,3,16,0,16,16170,016170,1030121590,1
1,3,16,0,16,16171,016171,1030121600,1
1,3,16,0,16,16172,016172,1030121610,1
1,3,16,0,16,16173,016173,1030121620,1
1,3,16,0,16,16174,016174,1030121630,1
1,3,16,0,16,16175,016175,1030121640,1
1,3,16,0,16,16176,016176,1030121650,1
1,3,16,0,16,16177,016177,1030121660,1
1,3,16,0,16,16178,016178,1030121670,1
1,3,16,0,16,16179,016179,1030121680,1
1,3,16,0,16,16180,016180,1030121690,1
1,3,16,0,16,16182,016182,1030121720,1
1,3,16,0,16,16183,016183,1030121730,1
1,3,16,0,16,16184,016184,1030121740,1
1,3,16,0,16,16185,016185,1030121750,1
1,3,16,0,16,16186,016186,1030121760,1
1,3,16,0,16,16187,016187,1030121770,1
1,3,16,0,16,16188,016188,1030121780,1
1,3,16,0,16,16189,016189,1030121800,1
1,3,16,0,16,16190,016190,1030121810,1
1,3,16,0,16,16191,016191,1030121820,1
1,3,16,0,16,16193,016193,1030121840,1
1,3,16,0,16,16194,016194,1030121850,1
1,3,16,0,16,16195,016195,1030121860,1
1,3,16,0,16,16196,016196,1030121870,1
1,3,16,0,16,16197,016197,1030121880,1
1,3,16,0,16,16198,016198,1030121890,1
1,3,16,0,16,16199,016199,1030121900,1
1,3,16,0,16,16200,016200,1030121910,1
1,3,16,0,16,16201,016201,1030121920,1
1,3,16,0,16,16202,016202,1030121930,1
1,3,16,0,16,16203,016203,1030121940,1
1,3,16,0,16,16204,016204,1030121950,1
1,3,16,0,16,16205,016205,1030121960,1
1,3,16,0,16,16206,016206,1030121970,1
1,3,16,0,16,16207,016207,1030121980,1
1,3,16,0,16,16208,016208,1030121990,1
1,3,16,0,16,16209,016209,1030122000,1
1,3,16,0,16,16210,016210,1030122010,1
1,3,16,0,16,16211,016211,1030122020,1
1,3,16,0,16,16212,016212,1030122030,1
1,3,16,0,16,16213,016213,1030122040,1
1,3,16,0,16,16214,016214,1030122050,1
1,3,16,0,16,16216,016216,1030122070,1
1,3,16,0,16,16217,016217,1030122080,1
1,3,16,0,16,16218,016218,1030122090,1
1,3,16,0,16,16219,016219,1030122100,1
1,3,16,0,16,16220,016220,1030122110,1
1,3,16,0,16,16221,016221,1030122120,1
1,3,16,0,16,16222,016222,1030122130,1
1,3,16,0,16,16223,016223,1030122140,1
1,3,16,0,16,16224,016224,1030122150,1
1,3,16,0,16,16225,016225,1030122151,1
1,3,16,0,16,16226,016226,1030122160,1
1,3,16,0,16,16227,016227,1030122161,1
1,3,16,0,16,16229,016229,1030122180,1
1,3,16,0,16,16230,016230,1030122190,1
1,3,16,0,16,16232,016232,1030122210,1
1,3,16,0,16,16233,016233,1030122220,1
1,3,16,0,16,16234,016234,1030122230,1
1,3,16,0,16,16235,016235,1030122240,1
1,3,16,0,16,16236,016236,1030122250,1
1,3,16,0,16,16237,016237,1030122260,1
1,3,16,0,16,16238,016238,1030122270,1
1,3,16,0,16,16239,016239,1030122271,1
1,3,16,0,16,16240,016240,1030122280,1
1,3,16,0,16,16241,016241,1030122290,1
1,3,16,0,16,16242,016242,1030122300,1
1,3,16,0,16,16243,016243,1030122310,1
1,3,16,0,16,16244,016244,1030122320,1
1,3,16,0,16,16245,016245,1030122330,1
1,3,16,0,16,16246,016246,1030122340,1
1,3,16,0,16,16247,016247,1030120811,1
1,3,16,0,16,16248,016248,1030120041,1
1,3,16,0,16,16249,016249,1030120791,1
1,3,16,0,16,16250,016250,1030121281,1
1,3,16,0,16,16251,016251,1030121911,1
1,3,16,0,16,16252,016252,1030121831,1
1,3,16,0,16,16253,016253,1030122145,1
1,3,17,0,17,17001,017001,1030150010,1
1,3,17,0,17,17002,017002,1030150020,1
1,3,17,0,17,17003,017003,1030150030,1
1,3,17,0,17,17004,017004,1030150040,1
1,3,17,0,17,17005,017005,1030150050,1
1,3,17,0,17,17006,017006,1030150060,1
1,3,17,0,17,17007,017007,1030150061,1
1,3,17,0,17,17008,017008,1030150062,1
1,3,17,0,17,17009,017009,1030150070,1
1,3,17,0,17,17010,017010,1030150080,1
1,3,17,0,17,17011,017011,1030150090,1
1,3,17,0,17,17012,017012,1030150091,1
1,3,17,0,17,17013,017013,1030150100,1
1,3,17,0,17,17014,017014,1030150110,1
1,3,17,0,17,17015,017015,1030150120,1
1,3,17,0,17,17016,017016,1030150130,1
1,3,17,0,17,17017,017017,1030150140,1
1,3,17,0,17,17018,017018,1030150150,1
1,3,17,0,17,17019,017019,1030150160,1
1,3,17,0,17,17020,017020,1030150170,1
1,3,17,0,17,17021,017021,1030150180,1
1,3,17,0,17,17022,017022,1030150190,1
1,3,17,0,17,17023,017023,1030150200,1
1,3,17,0,17,17024,017024,1030150210,1
1,3,17,0,17,17025,017025,1030150220,1
1,3,17,0,17,17026,017026,1030150230,1
1,3,17,0,17,17027,017027,1030150240,1
1,3,17,0,17,17028,017028,1030150250,1
1,3,17,0,17,17029,017029,1030150260,1
1,3,17,0,17,17030,017030,1030150270,1
1,3,17,0,17,17031,017031,1030150271,1
1,3,17,0,17,17032,017032,1030150280,1
1,3,17,0,17,17033,017033,1030150290,1
1,3,17,0,17,17034,017034,1030150300,1
1,3,17,0,17,17035,017035,1030150310,1
1,3,17,0,17,17036,017036,1030150320,1
1,3,17,0,17,17037,017037,1030150330,1
1,3,17,0,17,17038,017038,1030150340,1
1,3,17,0,17,17039,017039,1030150350,1
1,3,17,0,17,17040,017040,1030150360,1
1,3,17,0,17,17041,017041,1030150370,1
1,3,17,0,17,17042,017042,1030150380,1
1,3,17,0,17,17043,017043,1030150390,1
1,3,17,0,17,17044,017044,1030150400,1
1,3,17,0,17,17045,017045,1030150410,1
1,3,17,0,17,17046,017046,1030150420,1
1,3,17,0,17,17047,017047,1030150430,1
1,3,17,0,17,17048,017048,1030150440,1
1,3,17,0,17,17049,017049,1030150450,1
1,3,17,0,17,17050,017050,1030150460,1
1,3,17,0,17,17051,017051,1030150461,1
1,3,17,0,17,17052,017052,1030150470,1
1,3,17,0,17,17053,017053,1030150480,1
1,3,17,0,17,17054,017054,1030150490,1
1,3,17,0,17,17055,017055,1030150500,1
1,3,17,0,17,17056,017056,1030150510,1
1,3,17,0,17,17057,017057,1030150520,1
1,3,17,0,17,17058,017058,1030150530,1
1,3,17,0,17,17059,017059,1030150540,1
1,3,17,0,17,17060,017060,1030150550,1
1,3,17,0,17,17061,017061,1030150560,1
1,3,17,0,17,17062,017062,1030150570,1
1,3,17,0,17,17063,017063,1030150580,1
1,3,17,0,17,17064,017064,1030150590,1
1,3,17,0,17,17065,017065,1030150600,1
1,3,17,0,17,17066,017066,1030150610,1
1,3,17,0,17,17067,017067,1030150620,1
1,3,17,0,17,17068,017068,1030150630,1
1,3,17,0,17,17069,017069,1030150640,1
1,3,17,0,17,17070,017070,1030150650,1
1,3,17,0,17,17071,017071,1030150660,1
1,3,17,0,17,17072,017072,1030150661,1
1,3,17,0,17,17073,017073,1030150670,1
1,3,17,0,17,17074,017074,1030150680,1
1,3,17,0,17,17075,017075,1030150690,1
1,3,17,0,17,17076,017076,1030150700,1
1,3,17,0,17,17077,017077,1030150710,1
1,3,17,0,17,17078,017078,1030150720,1
1,3,17,0,17,17079,017079,1030150730,1
1,3,17,0,17,17080,017080,1030150740,1
1,3,17,0,17,17081,017081,1030150750,1
1,3,17,0,17,17082,017082,1030150760,1
1,3,17,0,17,17083,017083,1030150770,1
1,3,17,0,17,17084,017084,1030150771,1
1,3,17,0,17,17085,017085,1030150780,1
1,3,17,0,17,17086,017086,1030150790,1
1,3,17,0,17,17087,017087,1030150800,1
1,3,17,0,17,17088,017088,1030150810,1
1,3,17,0,17,17089,017089,1030150820,1
1,3,17,0,17,17090,017090,1030150830,1
1,3,17,0,17,17091,017091,1030150840,1
1,3,17,0,17,17092,017092,1030150850,1
1,3,17,0,17,17093,017093,1030150860,1
1,3,17,0,17,17094,017094,1030150870,1
1,3,17,0,17,17095,017095,1030150880,1
1,3,17,0,17,17096,017096,1030150890,1
1,3,17,0,17,17097,017097,1030150900,1
1,3,17,0,17,17098,017098,1030150910,1
1,3,17,0,17,17099,017099,1030150920,1
1,3,17,0,17,17100,017100,1030150930,1
1,3,17,0,17,17101,017101,1030150940,1
1,3,17,0,17,17102,017102,1030150950,1
1,3,17,0,17,17103,017103,1030150960,1
1,3,17,0,17,17104,017104,1030150970,1
1,3,17,0,17,17105,017105,1030150971,1
1,3,17,0,17,17106,017106,1030150980,1
1,3,17,0,17,17107,017107,1030150990,1
1,3,17,0,17,17108,017108,1030151000,1
1,3,17,0,17,17109,017109,1030151010,1
1,3,17,0,17,17110,017110,1030151020,1
1,3,17,0,17,17111,017111,1030151030,1
1,3,17,0,17,17112,017112,1030151040,1
1,3,17,0,17,17113,017113,1030151050,1
1,3,17,0,17,17114,017114,1030151051,1
1,3,17,0,17,17115,017115,1030151060,1
1,3,17,0,17,17116,017116,1030151070,1
1,3,17,0,17,17117,017117,1030151080,1
1,3,17,0,17,17118,017118,1030151090,1
1,3,17,0,17,17119,017119,1030151100,1
1,3,17,0,17,17120,017120,1030151110,1
1,3,17,0,17,17121,017121,1030151120,1
1,3,17,0,17,17122,017122,1030151130,1
1,3,17,0,17,17123,017123,1030151140,1
1,3,17,0,17,17124,017124,1030151150,1
1,3,17,0,17,17125,017125,1030151160,1
1,3,17,0,17,17126,017126,1030151170,1
1,3,17,0,17,17127,017127,1030151180,1
1,3,17,0,17,17128,017128,1030151190,1
1,3,17,0,17,17129,017129,1030151200,1
1,3,17,0,17,17130,017130,1030151210,1
1,3,17,0,17,17131,017131,1030151220,1
1,3,17,0,17,17132,017132,1030151230,1
1,3,17,0,17,17133,017133,1030151240,1
1,3,17,0,17,17134,017134,1030151250,1
1,3,17,0,17,17135,017135,1030151260,1
1,3,17,0,17,17136,017136,1030151270,1
1,3,17,0,17,17137,017137,1030151280,1
1,3,17,0,17,17138,017138,1030151631,1
1,3,17,0,17,17139,017139,1030151300,1
1,3,17,0,17,17140,017140,1030151310,1
1,3,17,0,17,17141,017141,1030151320,1
1,3,17,0,17,17142,017142,1030151330,1
1,3,17,0,17,17143,017143,1030151340,1
1,3,17,0,17,17144,017144,1030151350,1
1,3,17,0,17,17145,017145,1030151360,1
1,3,17,0,17,17146,017146,1030151370,1
1,3,17,0,17,17147,017147,1030151371,1
1,3,17,0,17,17148,017148,1030151390,1
1,3,17,0,17,17149,017149,1030151400,1
1,3,17,0,17,17150,017150,1030151410,1
1,3,17,0,17,17151,017151,1030151420,1
1,3,17,0,17,17152,017152,1030151430,1
1,3,17,0,17,17153,017153,1030151440,1
1,3,17,0,17,17155,017155,1030151460,1
1,3,17,0,17,17156,017156,1030151470,1
1,3,17,0,17,17157,017157,1030151480,1
1,3,17,0,17,17158,017158,1030151490,1
1,3,17,0,17,17159,017159,1030151500,1
1,3,17,0,17,17160,017160,1030151510,1
1,3,17,0,17,17161,017161,1030151520,1
1,3,17,0,17,17162,017162,1030151530,1
1,3,17,0,17,17163,017163,1030151540,1
1,3,17,0,17,17164,017164,1030151550,1
1,3,17,0,17,17165,017165,1030151560,1
1,3,17,0,17,17166,017166,1030151570,1
1,3,17,0,17,17167,017167,1030151580,1
1,3,17,0,17,17168,017168,1030151590,1
1,3,17,0,17,17169,017169,1030151600,1
1,3,17,0,17,17170,017170,1030151610,1
1,3,17,0,17,17171,017171,1030151620,1
1,3,17,0,17,17172,017172,1030151630,1
1,3,17,0,17,17173,017173,1030151640,1
1,3,17,0,17,17174,017174,1030151650,1
1,3,17,0,17,17175,017175,1030151651,1
1,3,17,0,17,17176,017176,1030151660,1
1,3,17,0,17,17177,017177,1030151670,1
1,3,17,0,17,17178,017178,1030151680,1
1,3,17,0,17,17179,017179,1030151690,1
1,3,17,0,17,17180,017180,1030151700,1
1,3,17,0,17,17181,017181,1030151710,1
1,3,17,0,17,17182,017182,1030151720,1
1,3,17,0,17,17183,017183,1030151730,1
1,3,17,0,17,17184,017184,1030151740,1
1,3,17,0,17,17185,017185,1030151750,1
1,3,17,0,17,17186,017186,1030151760,1
1,3,17,0,17,17187,017187,1030151770,1
1,3,17,0,17,17188,017188,1030151780,1
1,3,17,0,17,17189,017189,1030151790,1
1,3,17,0,17,17190,017190,1030151800,1
1,3,17,0,17,17191,017191,1030151810,1
1,3,17,0,17,17192,017192,1030151820,1
1,3,17,0,17,17193,017193,1030151830,1
1,3,17,0,17,17194,017194,1030151850,1
1,3,17,0,17,17195,017195,1030151860,1
1,3,17,0,17,17196,017196,1030151870,1
1,3,17,0,17,17197,017197,1030151880,1
1,3,17,0,17,17198,017198,1030151890,1
1,3,17,0,17,17199,017199,1030151900,1
1,3,17,0,17,17200,017200,1030151910,1
1,3,17,0,17,17201,017201,1030151920,1
1,3,17,0,17,17202,017202,1030151930,1
1,3,17,0,17,17203,017203,1030151940,1
1,3,17,0,17,17204,017204,1030151950,1
1,3,17,0,17,17205,017205,1030151960,1
1,3,17,0,17,17206,017206,1030151331,1
1,3,18,0,18,18001,018001,1030570010,1
1,3,18,0,18,18002,018002,1030570020,1
1,3,18,0,18,18003,018003,1030570030,1
1,3,18,0,18,18004,018004,1030570040,1
1,3,18,0,18,18005,018005,1030570050,1
1,3,18,0,18,18006,018006,1030570060,1
1,3,18,0,18,18007,018007,1030570070,1
1,3,18,0,18,18008,018008,1030570080,1
1,3,18,0,18,18009,018009,1030570090,1
1,3,18,0,18,18011,018011,1030570110,1
1,3,18,0,18,18012,018012,1030570120,1
1,3,18,0,18,18013,018013,1030570130,1
1,3,18,0,18,18014,018014,1030570140,1
1,3,18,0,18,18015,018015,1030570141,1
1,3,18,0,18,18016,018016,1030570150,1
1,3,18,0,18,18017,018017,1030570160,1
1,3,18,0,18,18018,018018,1030570170,1
1,3,18,0,18,18019,018019,1030570180,1
1,3,18,0,18,18020,018020,1030570190,1
1,3,18,0,18,18021,018021,1030570191,1
1,3,18,0,18,18022,018022,1030570200,1
1,3,18,0,18,18023,018023,1030570210,1
1,3,18,0,18,18024,018024,1030570220,1
1,3,18,0,18,18025,018025,1030570230,1
1,3,18,0,18,18026,018026,1030570240,1
1,3,18,0,18,18027,018027,1030570250,1
1,3,18,0,18,18029,018029,1030570270,1
1,3,18,0,18,18030,018030,1030570280,1
1,3,18,0,18,18031,018031,1030570290,1
1,3,18,0,18,18032,018032,1030570300,1
1,3,18,0,18,18033,018033,1030570310,1
1,3,18,0,18,18034,018034,1030570320,1
1,3,18,0,18,18035,018035,1030570330,1
1,3,18,0,18,18036,018036,1030570340,1
1,3,18,0,18,18037,018037,1030570350,1
1,3,18,0,18,18038,018038,1030570360,1
1,3,18,0,18,18039,018039,1030570370,1
1,3,18,0,18,18040,018040,1030570380,1
1,3,18,0,18,18041,018041,1030570390,1
1,3,18,0,18,18042,018042,1030570391,1
1,3,18,0,18,18043,018043,1030570400,1
1,3,18,0,18,18044,018044,1030570401,1
1,3,18,0,18,18045,018045,1030570410,1
1,3,18,0,18,18046,018046,1030570430,1
1,3,18,0,18,18047,018047,1030570440,1
1,3,18,0,18,18048,018048,1030570450,1
1,3,18,0,18,18049,018049,1030570460,1
1,3,18,0,18,18050,018050,1030570470,1
1,3,18,0,18,18051,018051,1030570480,1
1,3,18,0,18,18052,018052,1030570490,1
1,3,18,0,18,18053,018053,1030570500,1
1,3,18,0,18,18054,018054,1030570510,1
1,3,18,0,18,18057,018057,1030570540,1
1,3,18,0,18,18058,018058,1030570550,1
1,3,18,0,18,18059,018059,1030570560,1
1,3,18,0,18,18060,018060,1030570570,1
1,3,18,0,18,18061,018061,1030570580,1
1,3,18,0,18,18062,018062,1030570590,1
1,3,18,0,18,18063,018063,1030570600,1
1,3,18,0,18,18064,018064,1030570610,1
1,3,18,0,18,18065,018065,1030570620,1
1,3,18,0,18,18066,018066,1030570630,1
1,3,18,0,18,18067,018067,1030570640,1
1,3,18,0,18,18068,018068,1030570650,1
1,3,18,0,18,18069,018069,1030570660,1
1,3,18,0,18,18071,018071,1030570680,1
1,3,18,0,18,18072,018072,1030570690,1
1,3,18,0,18,18073,018073,1030570700,1
1,3,18,0,18,18074,018074,1030570710,1
1,3,18,0,18,18075,018075,1030570720,1
1,3,18,0,18,18076,018076,1030570730,1
1,3,18,0,18,18077,018077,1030570740,1
1,3,18,0,18,18078,018078,1030570750,1
1,3,18,0,18,18079,018079,1030570760,1
1,3,18,0,18,18080,018080,1030570770,1
1,3,18,0,18,18081,018081,1030570780,1
1,3,18,0,18,18082,018082,1030570790,1
1,3,18,0,18,18083,018083,1030570800,1
1,3,18,0,18,18084,018084,1030570810,1
1,3,18,0,18,18085,018085,1030570820,1
1,3,18,0,18,18086,018086,1030570830,1
1,3,18,0,18,18087,018087,1030570840,1
