OBJECTID,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
56,20200415,1377,64733,LOMBARDIA,1
57,20200416,1256,65989,LOMBARDIA,2
58,20200417,1303,67292,LOMBARDIA,3
59,20200418,758,68050,LOMBARDIA,4
60,20200419,392,68442,LOMBARDIA,5
61,20200420,1151,69593,LOMBARDIA,6
62,20200421,1076,70669,LOMBARDIA,7
63,20200422,965,71634,LOMBARDIA,8
64,20200423,1212,72846,LOMBARDIA,9
65,20200424,1030,73876,LOMBARDIA,10
66,20200425,500,74376,LOMBARDIA,11
67,20200426,226,74602,LOMBARDIA,12
68,20200427,927,75529,LOMBARDIA,13
69,20200428,874,76403,LOMBARDIA,14
70,20200429,1058,77461,LOMBARDIA,15
71,20200430,1028,78489,LOMBARDIA,16
72,20200501,262,78751,LOMBARDIA,17
73,20200502,283,79034,LOMBARDIA,18
74,20200503,117,79151,LOMBARDIA,19
75,20200504,713,79864,LOMBARDIA,20
76,20200505,762,80626,LOMBARDIA,21
77,20200506,708,81334,LOMBARDIA,22
78,20200507,698,82032,LOMBARDIA,23
79,20200508,658,82690,LOMBARDIA,24
80,20200509,255,82945,LOMBARDIA,25
81,20200510,107,83052,LOMBARDIA,26
82,20200511,499,83551,LOMBARDIA,27
83,20200512,435,83986,LOMBARDIA,28
84,20200513,426,84412,LOMBARDIA,29
85,20200514,402,84814,LOMBARDIA,30
86,20200515,361,85175,LOMBARDIA,31
87,20200516,305,85480,LOMBARDIA,32
88,20200517,86,85566,LOMBARDIA,33
89,20200518,327,85893,LOMBARDIA,34
90,20200519,367,86260,LOMBARDIA,35
91,20200520,376,86636,LOMBARDIA,36
92,20200521,346,86982,LOMBARDIA,37
93,20200522,452,87434,LOMBARDIA,38
94,20200523,167,87601,LOMBARDIA,39
95,20200524,58,87659,LOMBARDIA,40
96,20200525,311,87970,LOMBARDIA,41
97,20200526,358,88328,LOMBARDIA,42
98,20200527,358,88686,LOMBARDIA,43
99,20200528,320,89006,LOMBARDIA,44
100,20200529,209,89215,LOMBARDIA,45
101,20200530,176,89391,LOMBARDIA,46
102,20200531,19,89410,LOMBARDIA,47
103,20200601,263,89673,LOMBARDIA,48
104,20200602,30,89703,LOMBARDIA,49
105,20200603,213,89916,LOMBARDIA,50
106,20200604,220,90136,LOMBARDIA,51
107,20200605,181,90317,LOMBARDIA,52
108,20200606,68,90385,LOMBARDIA,53
109,20200607,4,90389,LOMBARDIA,54
1,20200220,3,3,LOMBARDIA,55
2,20200221,31,34,LOMBARDIA,56
3,20200222,32,66,LOMBARDIA,57
4,20200223,47,113,LOMBARDIA,58
5,20200224,60,173,LOMBARDIA,59
6,20200225,96,269,LOMBARDIA,60
7,20200226,118,387,LOMBARDIA,61
8,20200227,147,534,LOMBARDIA,62
9,20200228,206,740,LOMBARDIA,63
10,20200229,250,990,LOMBARDIA,64
11,20200301,283,1273,LOMBARDIA,65
12,20200302,397,1670,LOMBARDIA,66
13,20200303,476,2146,LOMBARDIA,67
14,20200304,625,2771,LOMBARDIA,68
15,20200305,792,3563,LOMBARDIA,69
16,20200306,906,4469,LOMBARDIA,70
17,20200307,702,5171,LOMBARDIA,71
18,20200308,769,5940,LOMBARDIA,72
19,20200309,1212,7152,LOMBARDIA,73
20,20200310,1343,8495,LOMBARDIA,74
21,20200311,1321,9816,LOMBARDIA,75
22,20200312,1346,11162,LOMBARDIA,76
23,20200313,1718,12880,LOMBARDIA,77
24,20200314,1368,14248,LOMBARDIA,78
25,20200315,1184,15432,LOMBARDIA,79
26,20200316,2122,17554,LOMBARDIA,80
27,20200317,2081,19635,LOMBARDIA,81
28,20200318,2156,21791,LOMBARDIA,82
29,20200319,2224,24015,LOMBARDIA,83
30,20200320,2217,26232,LOMBARDIA,84
31,20200321,1407,27639,LOMBARDIA,85
32,20200322,1159,28798,LOMBARDIA,86
33,20200323,2189,30987,LOMBARDIA,87
34,20200324,2160,33147,LOMBARDIA,88
35,20200325,2047,35194,LOMBARDIA,89
36,20200326,2050,37244,LOMBARDIA,90
37,20200327,1993,39237,LOMBARDIA,91
38,20200328,1362,40599,LOMBARDIA,92
39,20200329,755,41354,LOMBARDIA,93
40,20200330,1749,43103,LOMBARDIA,94
41,20200331,1542,44645,LOMBARDIA,95
42,20200401,1819,46464,LOMBARDIA,96
43,20200402,1617,48081,LOMBARDIA,97
44,20200403,1611,49692,LOMBARDIA,98
45,20200404,1077,50769,LOMBARDIA,99
46,20200405,638,51407,LOMBARDIA,100
47,20200406,1568,52975,LOMBARDIA,101
48,20200407,1490,54465,LOMBARDIA,102
49,20200408,1504,55969,LOMBARDIA,103
50,20200409,1930,57899,LOMBARDIA,104
51,20200410,2051,59950,LOMBARDIA,105
52,20200411,1139,61089,LOMBARDIA,106
53,20200412,551,61640,LOMBARDIA,107
54,20200413,565,62205,LOMBARDIA,108
55,20200414,1151,63356,LOMBARDIA,109
