OBJECTID,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
1,20200220,3,3,LOMBARDIA,1
2,20200221,31,34,LOMBARDIA,2
3,20200222,32,66,LOMBARDIA,3
4,20200223,47,113,LOMBARDIA,4
5,20200224,60,173,LOMBARDIA,5
6,20200225,96,269,LOMBARDIA,6
7,20200226,118,387,LOMBARDIA,7
8,20200227,147,534,LOMBARDIA,8
9,20200228,206,740,LOMBARDIA,9
10,20200229,250,990,LOMBARDIA,10
11,20200301,283,1273,LOMBARDIA,11
12,20200302,397,1670,LOMBARDIA,12
13,20200303,476,2146,LOMBARDIA,13
14,20200304,625,2771,LOMBARDIA,14
15,20200305,792,3563,LOMBARDIA,15
16,20200306,906,4469,LOMBARDIA,16
17,20200307,702,5171,LOMBARDIA,17
18,20200308,776,5947,LOMBARDIA,18
19,20200309,1215,7162,LOMBARDIA,19
20,20200310,1343,8505,LOMBARDIA,20
21,20200311,1319,9824,LOMBARDIA,21
22,20200312,1339,11163,LOMBARDIA,22
23,20200313,1726,12889,LOMBARDIA,23
24,20200314,1375,14264,LOMBARDIA,24
25,20200315,1184,15448,LOMBARDIA,25
26,20200316,2122,17570,LOMBARDIA,26
27,20200317,2093,19663,LOMBARDIA,27
28,20200318,2156,21819,LOMBARDIA,28
29,20200319,2225,24044,LOMBARDIA,29
30,20200320,2215,26259,LOMBARDIA,30
31,20200321,1400,27659,LOMBARDIA,31
32,20200322,1158,28817,LOMBARDIA,32
33,20200323,2189,31006,LOMBARDIA,33
34,20200324,2152,33158,LOMBARDIA,34
35,20200325,2048,35206,LOMBARDIA,35
36,20200326,2052,37258,LOMBARDIA,36
37,20200327,1985,39243,LOMBARDIA,37
38,20200328,1375,40618,LOMBARDIA,38
39,20200329,755,41373,LOMBARDIA,39
40,20200330,1749,43122,LOMBARDIA,40
41,20200331,1538,44660,LOMBARDIA,41
42,20200401,1819,46479,LOMBARDIA,42
43,20200402,1618,48097,LOMBARDIA,43
44,20200403,1611,49708,LOMBARDIA,44
45,20200404,1063,50771,LOMBARDIA,45
46,20200405,638,51409,LOMBARDIA,46
47,20200406,1570,52979,LOMBARDIA,47
48,20200407,1490,54469,LOMBARDIA,48
49,20200408,1507,55976,LOMBARDIA,49
50,20200409,1927,57903,LOMBARDIA,50
51,20200410,2051,59954,LOMBARDIA,51
52,20200411,1139,61093,LOMBARDIA,52
53,20200412,553,61646,LOMBARDIA,53
54,20200413,563,62209,LOMBARDIA,54
55,20200414,1164,63373,LOMBARDIA,55
56,20200415,1374,64747,LOMBARDIA,56
57,20200416,1256,66003,LOMBARDIA,57
58,20200417,1311,67314,LOMBARDIA,58
59,20200418,758,68072,LOMBARDIA,59
60,20200419,391,68463,LOMBARDIA,60
61,20200420,1151,69614,LOMBARDIA,61
62,20200421,1063,70677,LOMBARDIA,62
63,20200422,965,71642,LOMBARDIA,63
64,20200423,1212,72854,LOMBARDIA,64
65,20200424,1022,73876,LOMBARDIA,65
66,20200425,502,74378,LOMBARDIA,66
67,20200426,225,74603,LOMBARDIA,67
68,20200427,925,75528,LOMBARDIA,68
69,20200428,874,76402,LOMBARDIA,69
70,20200429,1058,77460,LOMBARDIA,70
71,20200430,1028,78488,LOMBARDIA,71
72,20200501,262,78750,LOMBARDIA,72
73,20200502,283,79033,LOMBARDIA,73
74,20200503,124,79157,LOMBARDIA,74
75,20200504,713,79870,LOMBARDIA,75
76,20200505,762,80632,LOMBARDIA,76
77,20200506,709,81341,LOMBARDIA,77
78,20200507,702,82043,LOMBARDIA,78
79,20200508,651,82694,LOMBARDIA,79
80,20200509,255,82949,LOMBARDIA,80
81,20200510,107,83056,LOMBARDIA,81
82,20200511,499,83555,LOMBARDIA,82
83,20200512,432,83987,LOMBARDIA,83
84,20200513,426,84413,LOMBARDIA,84
85,20200514,402,84815,LOMBARDIA,85
86,20200515,360,85175,LOMBARDIA,86
87,20200516,305,85480,LOMBARDIA,87
88,20200517,85,85565,LOMBARDIA,88
89,20200518,326,85891,LOMBARDIA,89
90,20200519,367,86258,LOMBARDIA,90
91,20200520,374,86632,LOMBARDIA,91
92,20200521,344,86976,LOMBARDIA,92
93,20200522,449,87425,LOMBARDIA,93
94,20200523,166,87591,LOMBARDIA,94
95,20200524,58,87649,LOMBARDIA,95
96,20200525,310,87959,LOMBARDIA,96
97,20200526,355,88314,LOMBARDIA,97
98,20200527,354,88668,LOMBARDIA,98
99,20200528,316,88984,LOMBARDIA,99
100,20200529,208,89192,LOMBARDIA,100
101,20200530,175,89367,LOMBARDIA,101
102,20200531,19,89386,LOMBARDIA,102
103,20200601,260,89646,LOMBARDIA,103
104,20200602,29,89675,LOMBARDIA,104
105,20200603,162,89837,LOMBARDIA,105
106,20200604,91,89928,LOMBARDIA,106
