OBJECTID,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
1,20200220,3,3,LOMBARDIA,1
72,20200501,261,79041,LOMBARDIA,2
73,20200502,287,79328,LOMBARDIA,3
2,20200221,31,34,LOMBARDIA,4
74,20200503,117,79445,LOMBARDIA,5
3,20200222,32,66,LOMBARDIA,6
4,20200223,47,113,LOMBARDIA,7
75,20200504,715,80160,LOMBARDIA,8
5,20200224,60,173,LOMBARDIA,9
76,20200505,765,80925,LOMBARDIA,10
6,20200225,97,270,LOMBARDIA,11
77,20200506,718,81643,LOMBARDIA,12
7,20200226,118,388,LOMBARDIA,13
78,20200507,699,82342,LOMBARDIA,14
8,20200227,147,535,LOMBARDIA,15
79,20200508,665,83007,LOMBARDIA,16
9,20200228,206,741,LOMBARDIA,17
10,20200229,250,991,LOMBARDIA,18
80,20200509,250,83257,LOMBARDIA,19
11,20200301,284,1275,LOMBARDIA,20
81,20200510,89,83346,LOMBARDIA,21
12,20200302,399,1674,LOMBARDIA,22
82,20200511,475,83821,LOMBARDIA,23
13,20200303,478,2152,LOMBARDIA,24
83,20200512,433,84254,LOMBARDIA,25
14,20200304,630,2782,LOMBARDIA,26
84,20200513,419,84673,LOMBARDIA,27
15,20200305,794,3576,LOMBARDIA,28
85,20200514,397,85070,LOMBARDIA,29
16,20200306,907,4483,LOMBARDIA,30
86,20200515,362,85432,LOMBARDIA,31
17,20200307,703,5186,LOMBARDIA,32
87,20200516,300,85732,LOMBARDIA,33
18,20200308,775,5961,LOMBARDIA,34
88,20200517,86,85818,LOMBARDIA,35
19,20200309,1220,7181,LOMBARDIA,36
89,20200518,322,86140,LOMBARDIA,37
20,20200310,1357,8538,LOMBARDIA,38
90,20200519,364,86504,LOMBARDIA,39
21,20200311,1337,9875,LOMBARDIA,40
91,20200520,373,86877,LOMBARDIA,41
22,20200312,1365,11240,LOMBARDIA,42
92,20200521,348,87225,LOMBARDIA,43
23,20200313,1726,12966,LOMBARDIA,44
93,20200522,438,87663,LOMBARDIA,45
24,20200314,1378,14344,LOMBARDIA,46
94,20200523,167,87830,LOMBARDIA,47
25,20200315,1196,15540,LOMBARDIA,48
95,20200524,64,87894,LOMBARDIA,49
26,20200316,2135,17675,LOMBARDIA,50
96,20200525,288,88182,LOMBARDIA,51
27,20200317,2091,19766,LOMBARDIA,52
97,20200526,323,88505,LOMBARDIA,53
28,20200318,2163,21929,LOMBARDIA,54
98,20200527,351,88856,LOMBARDIA,55
29,20200319,2232,24161,LOMBARDIA,56
99,20200528,319,89175,LOMBARDIA,57
30,20200320,2226,26387,LOMBARDIA,58
100,20200529,222,89397,LOMBARDIA,59
31,20200321,1412,27799,LOMBARDIA,60
101,20200530,173,89570,LOMBARDIA,61
32,20200322,1162,28961,LOMBARDIA,62
102,20200531,26,89596,LOMBARDIA,63
33,20200323,2193,31154,LOMBARDIA,64
103,20200601,245,89841,LOMBARDIA,65
34,20200324,2163,33317,LOMBARDIA,66
104,20200602,31,89872,LOMBARDIA,67
35,20200325,2053,35370,LOMBARDIA,68
105,20200603,252,90124,LOMBARDIA,69
36,20200326,2060,37430,LOMBARDIA,70
106,20200604,249,90373,LOMBARDIA,71
37,20200327,1997,39427,LOMBARDIA,72
107,20200605,255,90628,LOMBARDIA,73
38,20200328,1366,40793,LOMBARDIA,74
108,20200606,117,90745,LOMBARDIA,75
39,20200329,759,41552,LOMBARDIA,76
109,20200607,35,90780,LOMBARDIA,77
40,20200330,1764,43316,LOMBARDIA,78
110,20200608,173,90953,LOMBARDIA,79
41,20200331,1546,44862,LOMBARDIA,80
111,20200609,250,91203,LOMBARDIA,81
42,20200401,1814,46676,LOMBARDIA,82
112,20200610,243,91446,LOMBARDIA,83
43,20200402,1627,48303,LOMBARDIA,84
113,20200611,323,91769,LOMBARDIA,85
44,20200403,1619,49922,LOMBARDIA,86
114,20200612,281,92050,LOMBARDIA,87
45,20200404,1081,51003,LOMBARDIA,88
115,20200613,122,92172,LOMBARDIA,89
46,20200405,641,51644,LOMBARDIA,90
116,20200614,40,92212,LOMBARDIA,91
47,20200406,1574,53218,LOMBARDIA,92
117,20200615,195,92407,LOMBARDIA,93
48,20200407,1495,54713,LOMBARDIA,94
118,20200616,168,92575,LOMBARDIA,95
49,20200408,1503,56216,LOMBARDIA,96
119,20200617,203,92778,LOMBARDIA,97
50,20200409,1931,58147,LOMBARDIA,98
120,20200618,138,92916,LOMBARDIA,99
51,20200410,2054,60201,LOMBARDIA,100
121,20200619,187,93103,LOMBARDIA,101
52,20200411,1139,61340,LOMBARDIA,102
122,20200620,60,93163,LOMBARDIA,103
53,20200412,553,61893,LOMBARDIA,104
123,20200621,12,93175,LOMBARDIA,105
124,20200622,173,93348,LOMBARDIA,106
125,20200623,149,93497,LOMBARDIA,107
126,20200624,116,93613,LOMBARDIA,108
127,20200625,100,93713,LOMBARDIA,109
128,20200626,105,93818,LOMBARDIA,110
129,20200627,45,93863,LOMBARDIA,111
130,20200628,29,93892,LOMBARDIA,112
131,20200629,137,94029,LOMBARDIA,113
132,20200630,100,94129,LOMBARDIA,114
133,20200701,124,94253,LOMBARDIA,115
134,20200702,131,94384,LOMBARDIA,116
135,20200703,108,94492,LOMBARDIA,117
136,20200704,100,94592,LOMBARDIA,118
137,20200705,23,94615,LOMBARDIA,119
138,20200706,123,94738,LOMBARDIA,120
139,20200707,77,94815,LOMBARDIA,121
140,20200708,76,94891,LOMBARDIA,122
141,20200709,14,94905,LOMBARDIA,123
54,20200413,568,62461,LOMBARDIA,124
55,20200414,1154,63615,LOMBARDIA,125
56,20200415,1383,64998,LOMBARDIA,126
57,20200416,1255,66253,LOMBARDIA,127
58,20200417,1308,67561,LOMBARDIA,128
59,20200418,758,68319,LOMBARDIA,129
60,20200419,393,68712,LOMBARDIA,130
61,20200420,1163,69875,LOMBARDIA,131
62,20200421,1074,70949,LOMBARDIA,132
63,20200422,970,71919,LOMBARDIA,133
64,20200423,1214,73133,LOMBARDIA,134
65,20200424,1029,74162,LOMBARDIA,135
66,20200425,497,74659,LOMBARDIA,136
67,20200426,230,74889,LOMBARDIA,137
68,20200427,929,75818,LOMBARDIA,138
69,20200428,873,76691,LOMBARDIA,139
70,20200429,1052,77743,LOMBARDIA,140
71,20200430,1037,78780,LOMBARDIA,141
