OBJECTID,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
73,20200502,287,79309,LOMBARDIA,1
74,20200503,117,79426,LOMBARDIA,2
75,20200504,713,80139,LOMBARDIA,3
76,20200505,765,80904,LOMBARDIA,4
77,20200506,718,81622,LOMBARDIA,5
78,20200507,699,82321,LOMBARDIA,6
79,20200508,665,82986,LOMBARDIA,7
80,20200509,250,83236,LOMBARDIA,8
81,20200510,89,83325,LOMBARDIA,9
82,20200511,475,83800,LOMBARDIA,10
83,20200512,432,84232,LOMBARDIA,11
84,20200513,419,84651,LOMBARDIA,12
85,20200514,397,85048,LOMBARDIA,13
86,20200515,362,85410,LOMBARDIA,14
87,20200516,300,85710,LOMBARDIA,15
88,20200517,86,85796,LOMBARDIA,16
89,20200518,322,86118,LOMBARDIA,17
90,20200519,364,86482,LOMBARDIA,18
91,20200520,373,86855,LOMBARDIA,19
92,20200521,348,87203,LOMBARDIA,20
93,20200522,437,87640,LOMBARDIA,21
94,20200523,167,87807,LOMBARDIA,22
95,20200524,64,87871,LOMBARDIA,23
96,20200525,288,88159,LOMBARDIA,24
97,20200526,322,88481,LOMBARDIA,25
98,20200527,351,88832,LOMBARDIA,26
99,20200528,318,89150,LOMBARDIA,27
100,20200529,222,89372,LOMBARDIA,28
101,20200530,173,89545,LOMBARDIA,29
102,20200531,26,89571,LOMBARDIA,30
103,20200601,245,89816,LOMBARDIA,31
104,20200602,31,89847,LOMBARDIA,32
105,20200603,252,90099,LOMBARDIA,33
106,20200604,249,90348,LOMBARDIA,34
107,20200605,255,90603,LOMBARDIA,35
108,20200606,117,90720,LOMBARDIA,36
109,20200607,35,90755,LOMBARDIA,37
110,20200608,173,90928,LOMBARDIA,38
111,20200609,250,91178,LOMBARDIA,39
112,20200610,243,91421,LOMBARDIA,40
113,20200611,323,91744,LOMBARDIA,41
114,20200612,281,92025,LOMBARDIA,42
115,20200613,122,92147,LOMBARDIA,43
116,20200614,40,92187,LOMBARDIA,44
117,20200615,195,92382,LOMBARDIA,45
118,20200616,168,92550,LOMBARDIA,46
119,20200617,203,92753,LOMBARDIA,47
120,20200618,138,92891,LOMBARDIA,48
121,20200619,187,93078,LOMBARDIA,49
122,20200620,60,93138,LOMBARDIA,50
123,20200621,12,93150,LOMBARDIA,51
124,20200622,173,93323,LOMBARDIA,52
125,20200623,149,93472,LOMBARDIA,53
126,20200624,116,93588,LOMBARDIA,54
127,20200625,100,93688,LOMBARDIA,55
128,20200626,105,93793,LOMBARDIA,56
129,20200627,45,93838,LOMBARDIA,57
130,20200628,29,93867,LOMBARDIA,58
