OBJECTID,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
65,20200424,1030,74074,LOMBARDIA,1
66,20200425,501,74575,LOMBARDIA,2
67,20200426,226,74801,LOMBARDIA,3
68,20200427,929,75730,LOMBARDIA,4
69,20200428,873,76603,LOMBARDIA,5
70,20200429,1059,77662,LOMBARDIA,6
71,20200430,1026,78688,LOMBARDIA,7
72,20200501,262,78950,LOMBARDIA,8
73,20200502,284,79234,LOMBARDIA,9
74,20200503,117,79351,LOMBARDIA,10
75,20200504,713,80064,LOMBARDIA,11
76,20200505,766,80830,LOMBARDIA,12
77,20200506,709,81539,LOMBARDIA,13
78,20200507,701,82240,LOMBARDIA,14
79,20200508,653,82893,LOMBARDIA,15
80,20200509,256,83149,LOMBARDIA,16
81,20200510,106,83255,LOMBARDIA,17
82,20200511,495,83750,LOMBARDIA,18
83,20200512,431,84181,LOMBARDIA,19
84,20200513,423,84604,LOMBARDIA,20
85,20200514,402,85006,LOMBARDIA,21
86,20200515,360,85366,LOMBARDIA,22
87,20200516,307,85673,LOMBARDIA,23
88,20200517,87,85760,LOMBARDIA,24
89,20200518,329,86089,LOMBARDIA,25
90,20200519,363,86452,LOMBARDIA,26
91,20200520,381,86833,LOMBARDIA,27
92,20200521,346,87179,LOMBARDIA,28
93,20200522,444,87623,LOMBARDIA,29
94,20200523,168,87791,LOMBARDIA,30
95,20200524,59,87850,LOMBARDIA,31
96,20200525,307,88157,LOMBARDIA,32
97,20200526,352,88509,LOMBARDIA,33
98,20200527,356,88865,LOMBARDIA,34
99,20200528,322,89187,LOMBARDIA,35
100,20200529,208,89395,LOMBARDIA,36
101,20200530,175,89570,LOMBARDIA,37
102,20200531,19,89589,LOMBARDIA,38
103,20200601,251,89840,LOMBARDIA,39
104,20200602,31,89871,LOMBARDIA,40
105,20200603,248,90119,LOMBARDIA,41
106,20200604,250,90369,LOMBARDIA,42
107,20200605,262,90631,LOMBARDIA,43
108,20200606,114,90745,LOMBARDIA,44
109,20200607,33,90778,LOMBARDIA,45
110,20200608,179,90957,LOMBARDIA,46
111,20200609,263,91220,LOMBARDIA,47
112,20200610,241,91461,LOMBARDIA,48
113,20200611,323,91784,LOMBARDIA,49
114,20200612,281,92065,LOMBARDIA,50
115,20200613,122,92187,LOMBARDIA,51
116,20200614,39,92226,LOMBARDIA,52
117,20200615,195,92421,LOMBARDIA,53
118,20200616,167,92588,LOMBARDIA,54
119,20200617,203,92791,LOMBARDIA,55
120,20200618,138,92929,LOMBARDIA,56
121,20200619,186,93115,LOMBARDIA,57
122,20200620,60,93175,LOMBARDIA,58
123,20200621,12,93187,LOMBARDIA,59
124,20200622,172,93359,LOMBARDIA,60
125,20200623,138,93497,LOMBARDIA,61
126,20200624,100,93597,LOMBARDIA,62
