CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,193,79,2021-06-28T15:45:13+0000
012002,ALBIZZATE,VARESE,3180,1430,2021-06-28T15:45:13+0000
012003,ANGERA,VARESE,3197,1463,2021-06-28T15:45:13+0000
012004,ARCISATE,VARESE,5994,2552,2021-06-28T15:45:13+0000
012005,ARSAGO SEPRIO,VARESE,2662,1099,2021-06-28T15:45:13+0000
012006,AZZATE,VARESE,2762,1208,2021-06-28T15:45:13+0000
012007,AZZIO,VARESE,433,180,2021-06-28T15:45:13+0000
012008,BARASSO,VARESE,1097,577,2021-06-28T15:45:13+0000
012009,BARDELLO,VARESE,980,422,2021-06-28T15:45:13+0000
012010,BEDERO VALCUVIA,VARESE,368,143,2021-06-28T15:45:13+0000
012011,BESANO,VARESE,1416,656,2021-06-28T15:45:13+0000
012012,BESNATE,VARESE,3244,1502,2021-06-28T15:45:13+0000
012013,BESOZZO,VARESE,5073,2352,2021-06-28T15:45:13+0000
012014,BIANDRONNO,VARESE,1987,872,2021-06-28T15:45:13+0000
012015,BISUSCHIO,VARESE,2547,1041,2021-06-28T15:45:13+0000
012016,BODIO LOMNAGO,VARESE,1468,735,2021-06-28T15:45:13+0000
012017,BREBBIA,VARESE,1921,861,2021-06-28T15:45:13+0000
012018,BREGANO,VARESE,486,213,2021-06-28T15:45:13+0000
012019,BRENTA,VARESE,1013,421,2021-06-28T15:45:13+0000
012020,BREZZO DI BEDERO,VARESE,642,233,2021-06-28T15:45:13+0000
012021,BRINZIO,VARESE,551,243,2021-06-28T15:45:13+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,661,266,2021-06-28T15:45:13+0000
012023,BRUNELLO,VARESE,585,248,2021-06-28T15:45:13+0000
012024,BRUSIMPIANO,VARESE,545,214,2021-06-28T15:45:13+0000
012025,BUGUGGIATE,VARESE,1954,919,2021-06-28T15:45:13+0000
012026,BUSTO ARSIZIO,VARESE,47909,22437,2021-06-28T15:45:13+0000
012027,CADEGLIANO-VICONAGO,VARESE,1153,517,2021-06-28T15:45:13+0000
012029,CAIRATE,VARESE,4423,1984,2021-06-28T15:45:13+0000
012030,CANTELLO,VARESE,2864,1299,2021-06-28T15:45:13+0000
012031,CARAVATE,VARESE,1489,600,2021-06-28T15:45:13+0000
012032,CARDANO AL CAMPO,VARESE,8255,3676,2021-06-28T15:45:13+0000
012033,CARNAGO,VARESE,3917,1709,2021-06-28T15:45:13+0000
012034,CARONNO PERTUSELLA,VARESE,9807,3798,2021-06-28T15:45:13+0000
012035,CARONNO VARESINO,VARESE,2739,1232,2021-06-28T15:45:13+0000
012036,CASALE LITTA,VARESE,1523,649,2021-06-28T15:45:13+0000
012037,CASALZUIGNO,VARESE,787,352,2021-06-28T15:45:13+0000
012038,CASCIAGO,VARESE,2376,1171,2021-06-28T15:45:13+0000
012039,CASORATE SEMPIONE,VARESE,3192,1461,2021-06-28T15:45:13+0000
012040,CASSANO MAGNAGO,VARESE,12393,5673,2021-06-28T15:45:13+0000
012041,CASSANO VALCUVIA,VARESE,322,127,2021-06-28T15:45:13+0000
012042,CASTELLANZA,VARESE,8679,4026,2021-06-28T15:45:13+0000
012043,CASTELLO CABIAGLIO,VARESE,289,136,2021-06-28T15:45:13+0000
012044,CASTELSEPRIO,VARESE,809,387,2021-06-28T15:45:13+0000
012045,CASTELVECCANA,VARESE,1081,476,2021-06-28T15:45:13+0000
012046,CASTIGLIONE OLONA,VARESE,4633,2048,2021-06-28T15:45:13+0000
012047,CASTRONNO,VARESE,3092,1377,2021-06-28T15:45:13+0000
012048,CAVARIA CON PREMEZZO,VARESE,3208,1391,2021-06-28T15:45:13+0000
012049,CAZZAGO BRABBIA,VARESE,451,213,2021-06-28T15:45:13+0000
012050,CISLAGO,VARESE,6072,2562,2021-06-28T15:45:13+0000
012051,CITTIGLIO,VARESE,2238,987,2021-06-28T15:45:13+0000
012052,CLIVIO,VARESE,1161,476,2021-06-28T15:45:13+0000
012053,COCQUIO-TREVISAGO,VARESE,2841,1255,2021-06-28T15:45:13+0000
012054,COMABBIO,VARESE,659,281,2021-06-28T15:45:13+0000
012055,COMERIO,VARESE,1761,866,2021-06-28T15:45:13+0000
012056,CREMENAGA,VARESE,379,172,2021-06-28T15:45:13+0000
012057,CROSIO DELLA VALLE,VARESE,387,182,2021-06-28T15:45:13+0000
012058,CUASSO AL MONTE,VARESE,1990,870,2021-06-28T15:45:13+0000
012059,CUGLIATE-FABIASCO,VARESE,1678,655,2021-06-28T15:45:13+0000
012060,CUNARDO,VARESE,1559,665,2021-06-28T15:45:13+0000
012061,CURIGLIA CON MONTEVIASCO,VARESE,84,45,2021-06-28T15:45:13+0000
012062,CUVEGLIO,VARESE,1885,774,2021-06-28T15:45:13+0000
012063,CUVIO,VARESE,1008,447,2021-06-28T15:45:13+0000
012064,DAVERIO,VARESE,1906,823,2021-06-28T15:45:13+0000
012065,DUMENZA,VARESE,749,295,2021-06-28T15:45:13+0000
012066,DUNO,VARESE,74,30,2021-06-28T15:45:13+0000
012067,FAGNANO OLONA,VARESE,7078,3182,2021-06-28T15:45:13+0000
012068,FERNO,VARESE,3617,1523,2021-06-28T15:45:13+0000
012069,FERRERA DI VARESE,VARESE,367,128,2021-06-28T15:45:13+0000
012070,GALLARATE,VARESE,28822,13757,2021-06-28T15:45:13+0000
012071,GALLIATE LOMBARDO,VARESE,589,267,2021-06-28T15:45:13+0000
012072,GAVIRATE,VARESE,5745,2721,2021-06-28T15:45:13+0000
012073,GAZZADA SCHIANNO,VARESE,2804,1327,2021-06-28T15:45:13+0000
012074,GEMONIO,VARESE,1631,663,2021-06-28T15:45:13+0000
012075,GERENZANO,VARESE,6262,2620,2021-06-28T15:45:13+0000
012076,GERMIGNAGA,VARESE,2033,878,2021-06-28T15:45:13+0000
012077,GOLASECCA,VARESE,1454,631,2021-06-28T15:45:13+0000
012078,GORLA MAGGIORE,VARESE,3051,1375,2021-06-28T15:45:13+0000
012079,GORLA MINORE,VARESE,4705,2110,2021-06-28T15:45:13+0000
012080,GORNATE-OLONA,VARESE,1227,517,2021-06-28T15:45:13+0000
012081,GRANTOLA,VARESE,723,279,2021-06-28T15:45:13+0000
012082,INARZO,VARESE,627,274,2021-06-28T15:45:13+0000
012083,INDUNO OLONA,VARESE,6386,2902,2021-06-28T15:45:13+0000
