CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,278,241,2022-02-05T16:45:18+0000
012002,ALBIZZATE,VARESE,4466,4010,2022-02-05T16:45:18+0000
012003,ANGERA,VARESE,4416,3964,2022-02-05T16:45:18+0000
012004,ARCISATE,VARESE,8518,7604,2022-02-05T16:45:18+0000
012005,ARSAGO SEPRIO,VARESE,4011,3554,2022-02-05T16:45:18+0000
012006,AZZATE,VARESE,3888,3492,2022-02-05T16:45:18+0000
012007,AZZIO,VARESE,598,520,2022-02-05T16:45:18+0000
012008,BARASSO,VARESE,1478,1320,2022-02-05T16:45:18+0000
012009,BARDELLO,VARESE,1374,1209,2022-02-05T16:45:18+0000
012010,BEDERO VALCUVIA,VARESE,527,460,2022-02-05T16:45:18+0000
012011,BESANO,VARESE,2092,1873,2022-02-05T16:45:18+0000
012012,BESNATE,VARESE,4699,4187,2022-02-05T16:45:18+0000
012013,BESOZZO,VARESE,7345,6462,2022-02-05T16:45:18+0000
012014,BIANDRONNO,VARESE,2812,2508,2022-02-05T16:45:18+0000
012015,BISUSCHIO,VARESE,3629,3239,2022-02-05T16:45:18+0000
012016,BODIO LOMNAGO,VARESE,2025,1816,2022-02-05T16:45:18+0000
012017,BREBBIA,VARESE,2651,2342,2022-02-05T16:45:18+0000
012018,BREGANO,VARESE,712,616,2022-02-05T16:45:18+0000
012019,BRENTA,VARESE,1451,1231,2022-02-05T16:45:18+0000
012020,BREZZO DI BEDERO,VARESE,970,833,2022-02-05T16:45:18+0000
012021,BRINZIO,VARESE,691,624,2022-02-05T16:45:18+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,999,819,2022-02-05T16:45:18+0000
012023,BRUNELLO,VARESE,808,741,2022-02-05T16:45:18+0000
012024,BRUSIMPIANO,VARESE,856,747,2022-02-05T16:45:18+0000
012025,BUGUGGIATE,VARESE,2682,2383,2022-02-05T16:45:18+0000
012026,BUSTO ARSIZIO,VARESE,70475,63266,2022-02-05T16:45:18+0000
012027,CADEGLIANO-VICONAGO,VARESE,1715,1472,2022-02-05T16:45:18+0000
012029,CAIRATE,VARESE,6518,5821,2022-02-05T16:45:18+0000
012030,CANTELLO,VARESE,4070,3639,2022-02-05T16:45:18+0000
012031,CARAVATE,VARESE,2104,1819,2022-02-05T16:45:18+0000
012032,CARDANO AL CAMPO,VARESE,12287,11142,2022-02-05T16:45:18+0000
012033,CARNAGO,VARESE,5741,5065,2022-02-05T16:45:18+0000
012034,CARONNO PERTUSELLA,VARESE,14807,13417,2022-02-05T16:45:18+0000
012035,CARONNO VARESINO,VARESE,4098,3596,2022-02-05T16:45:18+0000
012036,CASALE LITTA,VARESE,2285,2049,2022-02-05T16:45:18+0000
012037,CASALZUIGNO,VARESE,1133,992,2022-02-05T16:45:18+0000
012038,CASCIAGO,VARESE,3205,2869,2022-02-05T16:45:18+0000
012039,CASORATE SEMPIONE,VARESE,4692,4234,2022-02-05T16:45:18+0000
012040,CASSANO MAGNAGO,VARESE,18221,16284,2022-02-05T16:45:18+0000
012041,CASSANO VALCUVIA,VARESE,478,424,2022-02-05T16:45:18+0000
012042,CASTELLANZA,VARESE,12169,10846,2022-02-05T16:45:18+0000
012043,CASTELLO CABIAGLIO,VARESE,404,344,2022-02-05T16:45:18+0000
012044,CASTELSEPRIO,VARESE,1146,1014,2022-02-05T16:45:18+0000
012045,CASTELVECCANA,VARESE,1562,1373,2022-02-05T16:45:18+0000
012046,CASTIGLIONE OLONA,VARESE,6731,5943,2022-02-05T16:45:18+0000
012047,CASTRONNO,VARESE,4413,3906,2022-02-05T16:45:18+0000
012048,CAVARIA CON PREMEZZO,VARESE,4737,4247,2022-02-05T16:45:18+0000
012049,CAZZAGO BRABBIA,VARESE,646,575,2022-02-05T16:45:18+0000
012050,CISLAGO,VARESE,8743,7817,2022-02-05T16:45:18+0000
012051,CITTIGLIO,VARESE,3216,2725,2022-02-05T16:45:18+0000
012052,CLIVIO,VARESE,1665,1503,2022-02-05T16:45:18+0000
012053,COCQUIO-TREVISAGO,VARESE,3920,3422,2022-02-05T16:45:18+0000
012054,COMABBIO,VARESE,969,859,2022-02-05T16:45:18+0000
012055,COMERIO,VARESE,2414,2130,2022-02-05T16:45:18+0000
012056,CREMENAGA,VARESE,558,501,2022-02-05T16:45:18+0000
012057,CROSIO DELLA VALLE,VARESE,535,476,2022-02-05T16:45:18+0000
012058,CUASSO AL MONTE,VARESE,2899,2622,2022-02-05T16:45:18+0000
012059,CUGLIATE-FABIASCO,VARESE,2500,2119,2022-02-05T16:45:18+0000
012060,CUNARDO,VARESE,2318,1993,2022-02-05T16:45:18+0000
012061,CURIGLIA CON MONTEVIASCO,VARESE,126,113,2022-02-05T16:45:18+0000
012062,CUVEGLIO,VARESE,2724,2366,2022-02-05T16:45:18+0000
012063,CUVIO,VARESE,1402,1219,2022-02-05T16:45:18+0000
012064,DAVERIO,VARESE,2678,2418,2022-02-05T16:45:18+0000
012065,DUMENZA,VARESE,1130,979,2022-02-05T16:45:18+0000
012066,DUNO,VARESE,114,104,2022-02-05T16:45:18+0000
012067,FAGNANO OLONA,VARESE,10430,9402,2022-02-05T16:45:18+0000
012068,FERNO,VARESE,5578,4965,2022-02-05T16:45:18+0000
012069,FERRERA DI VARESE,VARESE,558,489,2022-02-05T16:45:18+0000
012070,GALLARATE,VARESE,43364,39094,2022-02-05T16:45:18+0000
012071,GALLIATE LOMBARDO,VARESE,847,766,2022-02-05T16:45:18+0000
012072,GAVIRATE,VARESE,7972,7027,2022-02-05T16:45:18+0000
