CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,151,61,2021-06-06T15:45:10+0000
012002,ALBIZZATE,VARESE,2402,1033,2021-06-06T15:45:10+0000
012003,ANGERA,VARESE,2552,1104,2021-06-06T15:45:10+0000
012004,ARCISATE,VARESE,4563,1835,2021-06-06T15:45:10+0000
012005,ARSAGO SEPRIO,VARESE,1900,836,2021-06-06T15:45:10+0000
012006,AZZATE,VARESE,2079,892,2021-06-06T15:45:10+0000
012007,AZZIO,VARESE,337,120,2021-06-06T15:45:10+0000
012008,BARASSO,VARESE,884,440,2021-06-06T15:45:10+0000
012009,BARDELLO,VARESE,710,300,2021-06-06T15:45:10+0000
012010,BEDERO VALCUVIA,VARESE,284,105,2021-06-06T15:45:10+0000
012011,BESANO,VARESE,1100,491,2021-06-06T15:45:10+0000
012012,BESNATE,VARESE,2449,1104,2021-06-06T15:45:10+0000
012013,BESOZZO,VARESE,3908,1671,2021-06-06T15:45:10+0000
012014,BIANDRONNO,VARESE,1468,620,2021-06-06T15:45:10+0000
012015,BISUSCHIO,VARESE,1898,728,2021-06-06T15:45:10+0000
012016,BODIO LOMNAGO,VARESE,1174,554,2021-06-06T15:45:10+0000
012017,BREBBIA,VARESE,1467,610,2021-06-06T15:45:10+0000
012018,BREGANO,VARESE,366,151,2021-06-06T15:45:10+0000
012019,BRENTA,VARESE,806,301,2021-06-06T15:45:10+0000
012020,BREZZO DI BEDERO,VARESE,476,163,2021-06-06T15:45:10+0000
012021,BRINZIO,VARESE,444,159,2021-06-06T15:45:10+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,500,177,2021-06-06T15:45:10+0000
012023,BRUNELLO,VARESE,459,174,2021-06-06T15:45:10+0000
012024,BRUSIMPIANO,VARESE,417,155,2021-06-06T15:45:10+0000
012025,BUGUGGIATE,VARESE,1530,690,2021-06-06T15:45:10+0000
012026,BUSTO ARSIZIO,VARESE,36653,17570,2021-06-06T15:45:10+0000
012027,CADEGLIANO-VICONAGO,VARESE,878,427,2021-06-06T15:45:10+0000
012029,CAIRATE,VARESE,3236,1456,2021-06-06T15:45:10+0000
012030,CANTELLO,VARESE,2134,964,2021-06-06T15:45:10+0000
012031,CARAVATE,VARESE,1128,431,2021-06-06T15:45:10+0000
012032,CARDANO AL CAMPO,VARESE,6027,2820,2021-06-06T15:45:10+0000
012033,CARNAGO,VARESE,2828,1225,2021-06-06T15:45:10+0000
012034,CARONNO PERTUSELLA,VARESE,6646,2736,2021-06-06T15:45:10+0000
012035,CARONNO VARESINO,VARESE,2061,868,2021-06-06T15:45:10+0000
012036,CASALE LITTA,VARESE,1116,449,2021-06-06T15:45:10+0000
012037,CASALZUIGNO,VARESE,628,260,2021-06-06T15:45:10+0000
012038,CASCIAGO,VARESE,1856,836,2021-06-06T15:45:10+0000
012039,CASORATE SEMPIONE,VARESE,2396,1092,2021-06-06T15:45:10+0000
012040,CASSANO MAGNAGO,VARESE,9211,4211,2021-06-06T15:45:10+0000
012041,CASSANO VALCUVIA,VARESE,252,91,2021-06-06T15:45:10+0000
012042,CASTELLANZA,VARESE,6554,3159,2021-06-06T15:45:10+0000
012043,CASTELLO CABIAGLIO,VARESE,240,97,2021-06-06T15:45:10+0000
012044,CASTELSEPRIO,VARESE,607,289,2021-06-06T15:45:10+0000
012045,CASTELVECCANA,VARESE,882,377,2021-06-06T15:45:10+0000
012046,CASTIGLIONE OLONA,VARESE,3450,1469,2021-06-06T15:45:10+0000
012047,CASTRONNO,VARESE,2304,1003,2021-06-06T15:45:10+0000
012048,CAVARIA CON PREMEZZO,VARESE,2338,1030,2021-06-06T15:45:10+0000
012049,CAZZAGO BRABBIA,VARESE,336,150,2021-06-06T15:45:10+0000
012050,CISLAGO,VARESE,4332,1722,2021-06-06T15:45:10+0000
012051,CITTIGLIO,VARESE,1764,699,2021-06-06T15:45:10+0000
012052,CLIVIO,VARESE,877,338,2021-06-06T15:45:10+0000
012053,COCQUIO-TREVISAGO,VARESE,2230,938,2021-06-06T15:45:10+0000
012054,COMABBIO,VARESE,504,200,2021-06-06T15:45:10+0000
012055,COMERIO,VARESE,1351,630,2021-06-06T15:45:10+0000
012056,CREMENAGA,VARESE,292,120,2021-06-06T15:45:10+0000
012057,CROSIO DELLA VALLE,VARESE,314,122,2021-06-06T15:45:10+0000
012058,CUASSO AL MONTE,VARESE,1479,638,2021-06-06T15:45:10+0000
012059,CUGLIATE-FABIASCO,VARESE,1291,460,2021-06-06T15:45:10+0000
012060,CUNARDO,VARESE,1206,524,2021-06-06T15:45:10+0000
012061,CURIGLIA CON MONTEVIASCO,VARESE,70,35,2021-06-06T15:45:10+0000
012062,CUVEGLIO,VARESE,1431,548,2021-06-06T15:45:10+0000
012063,CUVIO,VARESE,792,338,2021-06-06T15:45:10+0000
012064,DAVERIO,VARESE,1448,563,2021-06-06T15:45:10+0000
012065,DUMENZA,VARESE,574,215,2021-06-06T15:45:10+0000
012066,DUNO,VARESE,56,25,2021-06-06T15:45:10+0000
012067,FAGNANO OLONA,VARESE,5188,2369,2021-06-06T15:45:10+0000
012068,FERNO,VARESE,2684,1160,2021-06-06T15:45:10+0000
012069,FERRERA DI VARESE,VARESE,271,83,2021-06-06T15:45:10+0000
012070,GALLARATE,VARESE,21796,10609,2021-06-06T15:45:10+0000
012071,GALLIATE LOMBARDO,VARESE,460,180,2021-06-06T15:45:10+0000
012072,GAVIRATE,VARESE,4466,1998,2021-06-06T15:45:10+0000
012073,GAZZADA SCHIANNO,VARESE,2172,978,2021-06-06T15:45:10+0000
012074,GEMONIO,VARESE,1280,502,2021-06-06T15:45:10+0000
