CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,279,249,2022-02-21T16:45:17+0000
012002,ALBIZZATE,VARESE,4478,4064,2022-02-21T16:45:17+0000
012003,ANGERA,VARESE,4431,4037,2022-02-21T16:45:17+0000
012004,ARCISATE,VARESE,8539,7722,2022-02-21T16:45:17+0000
012005,ARSAGO SEPRIO,VARESE,4028,3610,2022-02-21T16:45:17+0000
012006,AZZATE,VARESE,3898,3549,2022-02-21T16:45:17+0000
012007,AZZIO,VARESE,602,531,2022-02-21T16:45:17+0000
012008,BARASSO,VARESE,1481,1337,2022-02-21T16:45:17+0000
012009,BARDELLO,VARESE,1377,1227,2022-02-21T16:45:17+0000
012010,BEDERO VALCUVIA,VARESE,529,466,2022-02-21T16:45:17+0000
012011,BESANO,VARESE,2100,1907,2022-02-21T16:45:17+0000
012012,BESNATE,VARESE,4710,4253,2022-02-21T16:45:17+0000
012013,BESOZZO,VARESE,7367,6558,2022-02-21T16:45:17+0000
012014,BIANDRONNO,VARESE,2818,2550,2022-02-21T16:45:17+0000
012015,BISUSCHIO,VARESE,3646,3315,2022-02-21T16:45:17+0000
012016,BODIO LOMNAGO,VARESE,2027,1840,2022-02-21T16:45:17+0000
012017,BREBBIA,VARESE,2659,2377,2022-02-21T16:45:17+0000
012018,BREGANO,VARESE,716,627,2022-02-21T16:45:17+0000
012019,BRENTA,VARESE,1456,1263,2022-02-21T16:45:17+0000
012020,BREZZO DI BEDERO,VARESE,975,844,2022-02-21T16:45:17+0000
012021,BRINZIO,VARESE,691,627,2022-02-21T16:45:17+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,1002,841,2022-02-21T16:45:17+0000
012023,BRUNELLO,VARESE,809,751,2022-02-21T16:45:17+0000
012024,BRUSIMPIANO,VARESE,857,759,2022-02-21T16:45:17+0000
012025,BUGUGGIATE,VARESE,2688,2420,2022-02-21T16:45:17+0000
012026,BUSTO ARSIZIO,VARESE,70711,64122,2022-02-21T16:45:17+0000
012027,CADEGLIANO-VICONAGO,VARESE,1719,1513,2022-02-21T16:45:17+0000
012029,CAIRATE,VARESE,6542,5905,2022-02-21T16:45:17+0000
012030,CANTELLO,VARESE,4078,3709,2022-02-21T16:45:17+0000
012031,CARAVATE,VARESE,2112,1868,2022-02-21T16:45:17+0000
012032,CARDANO AL CAMPO,VARESE,12332,11278,2022-02-21T16:45:17+0000
012033,CARNAGO,VARESE,5755,5174,2022-02-21T16:45:17+0000
012034,CARONNO PERTUSELLA,VARESE,14873,13727,2022-02-21T16:45:17+0000
012035,CARONNO VARESINO,VARESE,4114,3666,2022-02-21T16:45:17+0000
012036,CASALE LITTA,VARESE,2291,2081,2022-02-21T16:45:17+0000
012037,CASALZUIGNO,VARESE,1139,1014,2022-02-21T16:45:17+0000
012038,CASCIAGO,VARESE,3208,2910,2022-02-21T16:45:17+0000
012039,CASORATE SEMPIONE,VARESE,4705,4299,2022-02-21T16:45:17+0000
012040,CASSANO MAGNAGO,VARESE,18289,16505,2022-02-21T16:45:17+0000
012041,CASSANO VALCUVIA,VARESE,481,434,2022-02-21T16:45:17+0000
012042,CASTELLANZA,VARESE,12204,10997,2022-02-21T16:45:17+0000
012043,CASTELLO CABIAGLIO,VARESE,407,360,2022-02-21T16:45:17+0000
012044,CASTELSEPRIO,VARESE,1149,1030,2022-02-21T16:45:17+0000
012045,CASTELVECCANA,VARESE,1565,1400,2022-02-21T16:45:17+0000
012046,CASTIGLIONE OLONA,VARESE,6747,6040,2022-02-21T16:45:17+0000
012047,CASTRONNO,VARESE,4421,3984,2022-02-21T16:45:17+0000
012048,CAVARIA CON PREMEZZO,VARESE,4747,4306,2022-02-21T16:45:17+0000
012049,CAZZAGO BRABBIA,VARESE,652,588,2022-02-21T16:45:17+0000
012050,CISLAGO,VARESE,8787,7947,2022-02-21T16:45:17+0000
012051,CITTIGLIO,VARESE,3239,2804,2022-02-21T16:45:17+0000
012052,CLIVIO,VARESE,1670,1533,2022-02-21T16:45:17+0000
012053,COCQUIO-TREVISAGO,VARESE,3927,3497,2022-02-21T16:45:17+0000
012054,COMABBIO,VARESE,974,876,2022-02-21T16:45:17+0000
012055,COMERIO,VARESE,2424,2168,2022-02-21T16:45:17+0000
012056,CREMENAGA,VARESE,561,519,2022-02-21T16:45:17+0000
012057,CROSIO DELLA VALLE,VARESE,536,480,2022-02-21T16:45:17+0000
012058,CUASSO AL MONTE,VARESE,2904,2679,2022-02-21T16:45:17+0000
012059,CUGLIATE-FABIASCO,VARESE,2504,2176,2022-02-21T16:45:17+0000
012060,CUNARDO,VARESE,2328,2034,2022-02-21T16:45:17+0000
012061,CURIGLIA CON MONTEVIASCO,VARESE,126,115,2022-02-21T16:45:17+0000
012062,CUVEGLIO,VARESE,2731,2432,2022-02-21T16:45:17+0000
012063,CUVIO,VARESE,1409,1243,2022-02-21T16:45:17+0000
012064,DAVERIO,VARESE,2682,2445,2022-02-21T16:45:17+0000
012065,DUMENZA,VARESE,1135,1005,2022-02-21T16:45:17+0000
012066,DUNO,VARESE,114,105,2022-02-21T16:45:17+0000
012067,FAGNANO OLONA,VARESE,10473,9558,2022-02-21T16:45:17+0000
012068,FERNO,VARESE,5609,5023,2022-02-21T16:45:17+0000
012069,FERRERA DI VARESE,VARESE,559,498,2022-02-21T16:45:17+0000
012070,GALLARATE,VARESE,43560,39682,2022-02-21T16:45:17+0000
012071,GALLIATE LOMBARDO,VARESE,847,771,2022-02-21T16:45:17+0000
012072,GAVIRATE,VARESE,7983,7140,2022-02-21T16:45:17+0000
012073,GAZZADA SCHIANNO,VARESE,3949,3605,2022-02-21T16:45:17+0000
012074,GEMONIO,VARESE,2404,2093,2022-02-21T16:45:17+0000
012075,GERENZANO,VARESE,9205,8432,2022-02-21T16:45:17+0000
012076,GERMIGNAGA,VARESE,3005,2630,2022-02-21T16:45:17+0000
012077,GOLASECCA,VARESE,2140,1929,2022-02-21T16:45:17+0000
012078,GORLA MAGGIORE,VARESE,4297,3934,2022-02-21T16:45:17+0000
012079,GORLA MINORE,VARESE,6981,6328,2022-02-21T16:45:17+0000
012080,GORNATE-OLONA,VARESE,1855,1636,2022-02-21T16:45:17+0000
012081,GRANTOLA,VARESE,1052,922,2022-02-21T16:45:17+0000
012082,INARZO,VARESE,920,828,2022-02-21T16:45:17+0000
012083,INDUNO OLONA,VARESE,9027,8257,2022-02-21T16:45:17+0000
012084,ISPRA,VARESE,4235,3889,2022-02-21T16:45:17+0000
012085,JERAGO CON ORAGO,VARESE,4458,4031,2022-02-21T16:45:17+0000
012086,LAVENA PONTE TRESA,VARESE,4487,3873,2022-02-21T16:45:17+0000
012087,LAVENO-MOMBELLO,VARESE,7245,6534,2022-02-21T16:45:17+0000
012088,LEGGIUNO,VARESE,3012,2685,2022-02-21T16:45:17+0000
012089,LONATE CEPPINO,VARESE,4326,3902,2022-02-21T16:45:17+0000
012090,LONATE POZZOLO,VARESE,9978,9053,2022-02-21T16:45:17+0000
012091,LOZZA,VARESE,1020,909,2022-02-21T16:45:17+0000
012092,LUINO,VARESE,11457,9934,2022-02-21T16:45:17+0000
012093,LUVINATE,VARESE,1119,1030,2022-02-21T16:45:17+0000
012095,MALGESSO,VARESE,1025,929,2022-02-21T16:45:17+0000
