CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,279,242,2022-02-09T16:45:17+0000
012002,ALBIZZATE,VARESE,4473,4033,2022-02-09T16:45:17+0000
012003,ANGERA,VARESE,4422,3992,2022-02-09T16:45:17+0000
012004,ARCISATE,VARESE,8531,7643,2022-02-09T16:45:17+0000
012005,ARSAGO SEPRIO,VARESE,4016,3567,2022-02-09T16:45:17+0000
012006,AZZATE,VARESE,3895,3517,2022-02-09T16:45:17+0000
012007,AZZIO,VARESE,599,523,2022-02-09T16:45:17+0000
012008,BARASSO,VARESE,1480,1323,2022-02-09T16:45:17+0000
012009,BARDELLO,VARESE,1375,1214,2022-02-09T16:45:17+0000
012010,BEDERO VALCUVIA,VARESE,527,464,2022-02-09T16:45:17+0000
012011,BESANO,VARESE,2097,1889,2022-02-09T16:45:17+0000
012012,BESNATE,VARESE,4704,4208,2022-02-09T16:45:17+0000
012013,BESOZZO,VARESE,7355,6493,2022-02-09T16:45:17+0000
012014,BIANDRONNO,VARESE,2816,2529,2022-02-09T16:45:17+0000
012015,BISUSCHIO,VARESE,3635,3263,2022-02-09T16:45:17+0000
012016,BODIO LOMNAGO,VARESE,2026,1826,2022-02-09T16:45:17+0000
012017,BREBBIA,VARESE,2656,2352,2022-02-09T16:45:17+0000
012018,BREGANO,VARESE,716,618,2022-02-09T16:45:17+0000
012019,BRENTA,VARESE,1453,1240,2022-02-09T16:45:17+0000
012020,BREZZO DI BEDERO,VARESE,974,838,2022-02-09T16:45:17+0000
012021,BRINZIO,VARESE,691,625,2022-02-09T16:45:17+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,1001,828,2022-02-09T16:45:17+0000
012023,BRUNELLO,VARESE,809,744,2022-02-09T16:45:17+0000
012024,BRUSIMPIANO,VARESE,856,754,2022-02-09T16:45:17+0000
012025,BUGUGGIATE,VARESE,2685,2396,2022-02-09T16:45:17+0000
012026,BUSTO ARSIZIO,VARESE,70575,63527,2022-02-09T16:45:17+0000
012027,CADEGLIANO-VICONAGO,VARESE,1717,1494,2022-02-09T16:45:17+0000
012029,CAIRATE,VARESE,6531,5845,2022-02-09T16:45:17+0000
012030,CANTELLO,VARESE,4073,3665,2022-02-09T16:45:17+0000
012031,CARAVATE,VARESE,2108,1836,2022-02-09T16:45:17+0000
012032,CARDANO AL CAMPO,VARESE,12317,11187,2022-02-09T16:45:17+0000
012033,CARNAGO,VARESE,5747,5100,2022-02-09T16:45:17+0000
012034,CARONNO PERTUSELLA,VARESE,14839,13499,2022-02-09T16:45:17+0000
012035,CARONNO VARESINO,VARESE,4101,3623,2022-02-09T16:45:17+0000
012036,CASALE LITTA,VARESE,2290,2058,2022-02-09T16:45:17+0000
