CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,211,162,2021-07-28T15:45:11+0000
012002,ALBIZZATE,VARESE,3615,2699,2021-07-28T15:45:11+0000
012003,ANGERA,VARESE,3526,2751,2021-07-28T15:45:11+0000
012004,ARCISATE,VARESE,6688,5129,2021-07-28T15:45:11+0000
012005,ARSAGO SEPRIO,VARESE,3058,2130,2021-07-28T15:45:11+0000
012006,AZZATE,VARESE,3065,2338,2021-07-28T15:45:11+0000
012007,AZZIO,VARESE,475,367,2021-07-28T15:45:11+0000
012008,BARASSO,VARESE,1210,939,2021-07-28T15:45:11+0000
012009,BARDELLO,VARESE,1117,795,2021-07-28T15:45:11+0000
012010,BEDERO VALCUVIA,VARESE,402,301,2021-07-28T15:45:11+0000
012011,BESANO,VARESE,1596,1211,2021-07-28T15:45:11+0000
012012,BESNATE,VARESE,3717,2721,2021-07-28T15:45:11+0000
012013,BESOZZO,VARESE,5753,4274,2021-07-28T15:45:11+0000
012014,BIANDRONNO,VARESE,2262,1665,2021-07-28T15:45:11+0000
012015,BISUSCHIO,VARESE,2845,2161,2021-07-28T15:45:11+0000
012016,BODIO LOMNAGO,VARESE,1660,1255,2021-07-28T15:45:11+0000
012017,BREBBIA,VARESE,2157,1578,2021-07-28T15:45:11+0000
012018,BREGANO,VARESE,547,405,2021-07-28T15:45:11+0000
012019,BRENTA,VARESE,1122,844,2021-07-28T15:45:11+0000
012020,BREZZO DI BEDERO,VARESE,714,532,2021-07-28T15:45:11+0000
012021,BRINZIO,VARESE,601,460,2021-07-28T15:45:11+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,726,545,2021-07-28T15:45:11+0000
012023,BRUNELLO,VARESE,674,493,2021-07-28T15:45:11+0000
012024,BRUSIMPIANO,VARESE,626,447,2021-07-28T15:45:11+0000
012025,BUGUGGIATE,VARESE,2200,1630,2021-07-28T15:45:11+0000
012026,BUSTO ARSIZIO,VARESE,55366,40108,2021-07-28T15:45:11+0000
012027,CADEGLIANO-VICONAGO,VARESE,1276,981,2021-07-28T15:45:11+0000
012029,CAIRATE,VARESE,5112,3629,2021-07-28T15:45:11+0000
012030,CANTELLO,VARESE,3244,2413,2021-07-28T15:45:11+0000
012031,CARAVATE,VARESE,1648,1245,2021-07-28T15:45:11+0000
012032,CARDANO AL CAMPO,VARESE,9578,6875,2021-07-28T15:45:11+0000
012033,CARNAGO,VARESE,4486,3224,2021-07-28T15:45:11+0000
012034,CARONNO PERTUSELLA,VARESE,11143,8208,2021-07-28T15:45:11+0000
012035,CARONNO VARESINO,VARESE,3152,2311,2021-07-28T15:45:11+0000
012036,CASALE LITTA,VARESE,1724,1286,2021-07-28T15:45:11+0000
012037,CASALZUIGNO,VARESE,877,663,2021-07-28T15:45:11+0000
