CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,232,186,2021-09-01T15:45:11+0000
012002,ALBIZZATE,VARESE,3921,3309,2021-09-01T15:45:11+0000
012003,ANGERA,VARESE,3847,3256,2021-09-01T15:45:11+0000
012004,ARCISATE,VARESE,7335,6092,2021-09-01T15:45:11+0000
012005,ARSAGO SEPRIO,VARESE,3425,2717,2021-09-01T15:45:11+0000
012006,AZZATE,VARESE,3356,2798,2021-09-01T15:45:11+0000
012007,AZZIO,VARESE,517,428,2021-09-01T15:45:11+0000
012008,BARASSO,VARESE,1322,1097,2021-09-01T15:45:11+0000
012009,BARDELLO,VARESE,1223,1002,2021-09-01T15:45:11+0000
012010,BEDERO VALCUVIA,VARESE,432,353,2021-09-01T15:45:11+0000
012011,BESANO,VARESE,1771,1461,2021-09-01T15:45:11+0000
012012,BESNATE,VARESE,4072,3391,2021-09-01T15:45:11+0000
012013,BESOZZO,VARESE,6390,5212,2021-09-01T15:45:11+0000
012014,BIANDRONNO,VARESE,2464,2062,2021-09-01T15:45:11+0000
012015,BISUSCHIO,VARESE,3126,2625,2021-09-01T15:45:11+0000
012016,BODIO LOMNAGO,VARESE,1790,1498,2021-09-01T15:45:11+0000
012017,BREBBIA,VARESE,2340,1937,2021-09-01T15:45:11+0000
012018,BREGANO,VARESE,616,493,2021-09-01T15:45:11+0000
012019,BRENTA,VARESE,1223,977,2021-09-01T15:45:11+0000
012020,BREZZO DI BEDERO,VARESE,827,625,2021-09-01T15:45:11+0000
012021,BRINZIO,VARESE,641,545,2021-09-01T15:45:11+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,816,628,2021-09-01T15:45:11+0000
012023,BRUNELLO,VARESE,725,608,2021-09-01T15:45:11+0000
012024,BRUSIMPIANO,VARESE,686,542,2021-09-01T15:45:11+0000
012025,BUGUGGIATE,VARESE,2374,1987,2021-09-01T15:45:11+0000
012026,BUSTO ARSIZIO,VARESE,61193,49698,2021-09-01T15:45:11+0000
012027,CADEGLIANO-VICONAGO,VARESE,1412,1104,2021-09-01T15:45:11+0000
012029,CAIRATE,VARESE,5637,4588,2021-09-01T15:45:11+0000
012030,CANTELLO,VARESE,3499,2944,2021-09-01T15:45:11+0000
012031,CARAVATE,VARESE,1822,1471,2021-09-01T15:45:11+0000
012032,CARDANO AL CAMPO,VARESE,10698,8651,2021-09-01T15:45:11+0000
012033,CARNAGO,VARESE,4924,4082,2021-09-01T15:45:11+0000
012034,CARONNO PERTUSELLA,VARESE,12033,10181,2021-09-01T15:45:11+0000
012035,CARONNO VARESINO,VARESE,3531,2852,2021-09-01T15:45:11+0000
012036,CASALE LITTA,VARESE,1948,1579,2021-09-01T15:45:11+0000
012037,CASALZUIGNO,VARESE,976,782,2021-09-01T15:45:11+0000
012038,CASCIAGO,VARESE,2860,2387,2021-09-01T15:45:11+0000
012039,CASORATE SEMPIONE,VARESE,4077,3315,2021-09-01T15:45:11+0000
012040,CASSANO MAGNAGO,VARESE,15736,12835,2021-09-01T15:45:11+0000
012041,CASSANO VALCUVIA,VARESE,390,317,2021-09-01T15:45:11+0000
012042,CASTELLANZA,VARESE,10647,8721,2021-09-01T15:45:11+0000
012043,CASTELLO CABIAGLIO,VARESE,336,275,2021-09-01T15:45:11+0000
012044,CASTELSEPRIO,VARESE,1018,844,2021-09-01T15:45:11+0000
012045,CASTELVECCANA,VARESE,1346,1070,2021-09-01T15:45:11+0000
012046,CASTIGLIONE OLONA,VARESE,5845,4803,2021-09-01T15:45:11+0000
012047,CASTRONNO,VARESE,3858,3130,2021-09-01T15:45:11+0000
012048,CAVARIA CON PREMEZZO,VARESE,4090,3358,2021-09-01T15:45:11+0000
012049,CAZZAGO BRABBIA,VARESE,564,473,2021-09-01T15:45:11+0000
012050,CISLAGO,VARESE,7463,6303,2021-09-01T15:45:11+0000
012051,CITTIGLIO,VARESE,2695,2153,2021-09-01T15:45:11+0000
012052,CLIVIO,VARESE,1393,1195,2021-09-01T15:45:11+0000
012053,COCQUIO-TREVISAGO,VARESE,3392,2802,2021-09-01T15:45:11+0000
012054,COMABBIO,VARESE,847,684,2021-09-01T15:45:11+0000
012055,COMERIO,VARESE,2108,1782,2021-09-01T15:45:11+0000
012056,CREMENAGA,VARESE,467,391,2021-09-01T15:45:11+0000
012057,CROSIO DELLA VALLE,VARESE,470,379,2021-09-01T15:45:11+0000
012058,CUASSO AL MONTE,VARESE,2423,2075,2021-09-01T15:45:11+0000
012059,CUGLIATE-FABIASCO,VARESE,2077,1615,2021-09-01T15:45:11+0000
012060,CUNARDO,VARESE,1949,1534,2021-09-01T15:45:11+0000
012061,CURIGLIA CON MONTEVIASCO,VARESE,103,91,2021-09-01T15:45:11+0000
012062,CUVEGLIO,VARESE,2312,1849,2021-09-01T15:45:11+0000
012063,CUVIO,VARESE,1206,977,2021-09-01T15:45:11+0000
012064,DAVERIO,VARESE,2369,1973,2021-09-01T15:45:11+0000
012065,DUMENZA,VARESE,927,730,2021-09-01T15:45:11+0000
012066,DUNO,VARESE,93,75,2021-09-01T15:45:11+0000
012067,FAGNANO OLONA,VARESE,9071,7480,2021-09-01T15:45:11+0000
012068,FERNO,VARESE,4755,3811,2021-09-01T15:45:11+0000
012069,FERRERA DI VARESE,VARESE,460,371,2021-09-01T15:45:11+0000
012070,GALLARATE,VARESE,37382,30393,2021-09-01T15:45:11+0000
012071,GALLIATE LOMBARDO,VARESE,733,638,2021-09-01T15:45:11+0000
012072,GAVIRATE,VARESE,6992,5763,2021-09-01T15:45:11+0000
