CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,237,199,2021-09-18T15:45:11+0000
012002,ALBIZZATE,VARESE,4011,3492,2021-09-18T15:45:11+0000
012003,ANGERA,VARESE,3982,3369,2021-09-18T15:45:11+0000
012004,ARCISATE,VARESE,7733,6432,2021-09-18T15:45:11+0000
012005,ARSAGO SEPRIO,VARESE,3546,2956,2021-09-18T15:45:11+0000
012006,AZZATE,VARESE,3438,2978,2021-09-18T15:45:11+0000
012007,AZZIO,VARESE,532,448,2021-09-18T15:45:11+0000
012008,BARASSO,VARESE,1353,1168,2021-09-18T15:45:11+0000
012009,BARDELLO,VARESE,1243,1069,2021-09-18T15:45:11+0000
012010,BEDERO VALCUVIA,VARESE,454,359,2021-09-18T15:45:11+0000
012011,BESANO,VARESE,1882,1563,2021-09-18T15:45:11+0000
012012,BESNATE,VARESE,4182,3593,2021-09-18T15:45:11+0000
012013,BESOZZO,VARESE,6560,5577,2021-09-18T15:45:11+0000
012014,BIANDRONNO,VARESE,2521,2194,2021-09-18T15:45:11+0000
012015,BISUSCHIO,VARESE,3277,2780,2021-09-18T15:45:11+0000
012016,BODIO LOMNAGO,VARESE,1824,1581,2021-09-18T15:45:11+0000
012017,BREBBIA,VARESE,2384,2040,2021-09-18T15:45:11+0000
012018,BREGANO,VARESE,636,542,2021-09-18T15:45:11+0000
012019,BRENTA,VARESE,1279,1023,2021-09-18T15:45:11+0000
012020,BREZZO DI BEDERO,VARESE,857,660,2021-09-18T15:45:11+0000
012021,BRINZIO,VARESE,649,561,2021-09-18T15:45:11+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,859,659,2021-09-18T15:45:11+0000
012023,BRUNELLO,VARESE,741,646,2021-09-18T15:45:11+0000
012024,BRUSIMPIANO,VARESE,737,567,2021-09-18T15:45:11+0000
012025,BUGUGGIATE,VARESE,2436,2092,2021-09-18T15:45:11+0000
012026,BUSTO ARSIZIO,VARESE,63125,53453,2021-09-18T15:45:11+0000
012027,CADEGLIANO-VICONAGO,VARESE,1483,1181,2021-09-18T15:45:11+0000
012029,CAIRATE,VARESE,5825,4960,2021-09-18T15:45:11+0000
012030,CANTELLO,VARESE,3620,3100,2021-09-18T15:45:11+0000
012031,CARAVATE,VARESE,1865,1537,2021-09-18T15:45:11+0000
012032,CARDANO AL CAMPO,VARESE,11030,9370,2021-09-18T15:45:11+0000
012033,CARNAGO,VARESE,5119,4338,2021-09-18T15:45:11+0000
012034,CARONNO PERTUSELLA,VARESE,13003,10804,2021-09-18T15:45:11+0000
