CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,251,221,2021-10-21T15:45:13+0000
012002,ALBIZZATE,VARESE,4158,3717,2021-10-21T15:45:13+0000
012003,ANGERA,VARESE,4134,3697,2021-10-21T15:45:13+0000
012004,ARCISATE,VARESE,7968,7010,2021-10-21T15:45:13+0000
012005,ARSAGO SEPRIO,VARESE,3739,3230,2021-10-21T15:45:13+0000
012006,AZZATE,VARESE,3616,3182,2021-10-21T15:45:13+0000
012007,AZZIO,VARESE,555,488,2021-10-21T15:45:13+0000
012008,BARASSO,VARESE,1386,1236,2021-10-21T15:45:13+0000
012009,BARDELLO,VARESE,1284,1129,2021-10-21T15:45:13+0000
012010,BEDERO VALCUVIA,VARESE,480,415,2021-10-21T15:45:13+0000
012011,BESANO,VARESE,1956,1732,2021-10-21T15:45:13+0000
012012,BESNATE,VARESE,4362,3843,2021-10-21T15:45:13+0000
012013,BESOZZO,VARESE,6885,5972,2021-10-21T15:45:13+0000
012014,BIANDRONNO,VARESE,2644,2340,2021-10-21T15:45:13+0000
012015,BISUSCHIO,VARESE,3365,2997,2021-10-21T15:45:13+0000
012016,BODIO LOMNAGO,VARESE,1876,1662,2021-10-21T15:45:13+0000
012017,BREBBIA,VARESE,2473,2167,2021-10-21T15:45:13+0000
012018,BREGANO,VARESE,659,568,2021-10-21T15:45:13+0000
012019,BRENTA,VARESE,1346,1131,2021-10-21T15:45:13+0000
012020,BREZZO DI BEDERO,VARESE,894,764,2021-10-21T15:45:13+0000
012021,BRINZIO,VARESE,665,594,2021-10-21T15:45:13+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,905,743,2021-10-21T15:45:13+0000
012023,BRUNELLO,VARESE,765,691,2021-10-21T15:45:13+0000
012024,BRUSIMPIANO,VARESE,779,664,2021-10-21T15:45:13+0000
012025,BUGUGGIATE,VARESE,2508,2195,2021-10-21T15:45:13+0000
