CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,248,210,2021-10-05T15:45:12+0000
012002,ALBIZZATE,VARESE,4122,3646,2021-10-05T15:45:12+0000
012003,ANGERA,VARESE,4084,3635,2021-10-05T15:45:12+0000
012004,ARCISATE,VARESE,7887,6876,2021-10-05T15:45:12+0000
012005,ARSAGO SEPRIO,VARESE,3675,3114,2021-10-05T15:45:12+0000
012006,AZZATE,VARESE,3557,3121,2021-10-05T15:45:12+0000
012007,AZZIO,VARESE,548,469,2021-10-05T15:45:12+0000
012008,BARASSO,VARESE,1375,1221,2021-10-05T15:45:12+0000
012009,BARDELLO,VARESE,1264,1113,2021-10-05T15:45:12+0000
012010,BEDERO VALCUVIA,VARESE,475,397,2021-10-05T15:45:12+0000
012011,BESANO,VARESE,1932,1691,2021-10-05T15:45:12+0000
012012,BESNATE,VARESE,4297,3757,2021-10-05T15:45:12+0000
012013,BESOZZO,VARESE,6763,5861,2021-10-05T15:45:12+0000
012014,BIANDRONNO,VARESE,2611,2282,2021-10-05T15:45:12+0000
012015,BISUSCHIO,VARESE,3351,2954,2021-10-05T15:45:12+0000
012016,BODIO LOMNAGO,VARESE,1857,1645,2021-10-05T15:45:12+0000
012017,BREBBIA,VARESE,2437,2128,2021-10-05T15:45:12+0000
012018,BREGANO,VARESE,652,563,2021-10-05T15:45:12+0000
012019,BRENTA,VARESE,1324,1097,2021-10-05T15:45:12+0000
012020,BREZZO DI BEDERO,VARESE,881,741,2021-10-05T15:45:12+0000
012021,BRINZIO,VARESE,657,585,2021-10-05T15:45:12+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,892,723,2021-10-05T15:45:12+0000
012023,BRUNELLO,VARESE,759,677,2021-10-05T15:45:12+0000
012024,BRUSIMPIANO,VARESE,769,646,2021-10-05T15:45:12+0000
012025,BUGUGGIATE,VARESE,2480,2166,2021-10-05T15:45:12+0000
012026,BUSTO ARSIZIO,VARESE,64924,56531,2021-10-05T15:45:12+0000
012027,CADEGLIANO-VICONAGO,VARESE,1539,1308,2021-10-05T15:45:12+0000
012029,CAIRATE,VARESE,6015,5224,2021-10-05T15:45:12+0000
012030,CANTELLO,VARESE,3709,3254,2021-10-05T15:45:12+0000
012031,CARAVATE,VARESE,1928,1645,2021-10-05T15:45:12+0000
012032,CARDANO AL CAMPO,VARESE,11358,9925,2021-10-05T15:45:12+0000
012033,CARNAGO,VARESE,5257,4591,2021-10-05T15:45:12+0000
012034,CARONNO PERTUSELLA,VARESE,13512,11868,2021-10-05T15:45:12+0000
012035,CARONNO VARESINO,VARESE,3771,3239,2021-10-05T15:45:12+0000
012036,CASALE LITTA,VARESE,2063,1819,2021-10-05T15:45:12+0000
012037,CASALZUIGNO,VARESE,1038,899,2021-10-05T15:45:12+0000
012038,CASCIAGO,VARESE,2988,2627,2021-10-05T15:45:12+0000
012039,CASORATE SEMPIONE,VARESE,4333,3775,2021-10-05T15:45:12+0000
012040,CASSANO MAGNAGO,VARESE,16719,14547,2021-10-05T15:45:12+0000
012041,CASSANO VALCUVIA,VARESE,422,365,2021-10-05T15:45:12+0000
012042,CASTELLANZA,VARESE,11317,9787,2021-10-05T15:45:12+0000
012043,CASTELLO CABIAGLIO,VARESE,351,309,2021-10-05T15:45:12+0000
012044,CASTELSEPRIO,VARESE,1061,938,2021-10-05T15:45:12+0000
012045,CASTELVECCANA,VARESE,1439,1235,2021-10-05T15:45:12+0000
012046,CASTIGLIONE OLONA,VARESE,6229,5407,2021-10-05T15:45:12+0000
012047,CASTRONNO,VARESE,4067,3514,2021-10-05T15:45:12+0000
012048,CAVARIA CON PREMEZZO,VARESE,4339,3815,2021-10-05T15:45:12+0000
012049,CAZZAGO BRABBIA,VARESE,595,529,2021-10-05T15:45:12+0000
012050,CISLAGO,VARESE,8085,7087,2021-10-05T15:45:12+0000
012051,CITTIGLIO,VARESE,2874,2419,2021-10-05T15:45:12+0000
012052,CLIVIO,VARESE,1512,1356,2021-10-05T15:45:12+0000
012053,COCQUIO-TREVISAGO,VARESE,3601,3121,2021-10-05T15:45:12+0000
012054,COMABBIO,VARESE,889,785,2021-10-05T15:45:12+0000
012055,COMERIO,VARESE,2203,1956,2021-10-05T15:45:12+0000
012056,CREMENAGA,VARESE,506,453,2021-10-05T15:45:12+0000
012057,CROSIO DELLA VALLE,VARESE,491,426,2021-10-05T15:45:12+0000
012058,CUASSO AL MONTE,VARESE,2627,2318,2021-10-05T15:45:12+0000
012059,CUGLIATE-FABIASCO,VARESE,2232,1861,2021-10-05T15:45:12+0000
012060,CUNARDO,VARESE,2084,1771,2021-10-05T15:45:12+0000
012061,CURIGLIA CON MONTEVIASCO,VARESE,110,99,2021-10-05T15:45:12+0000
012062,CUVEGLIO,VARESE,2473,2124,2021-10-05T15:45:12+0000
012063,CUVIO,VARESE,1282,1099,2021-10-05T15:45:12+0000
012064,DAVERIO,VARESE,2480,2204,2021-10-05T15:45:12+0000
012065,DUMENZA,VARESE,992,851,2021-10-05T15:45:12+0000
012066,DUNO,VARESE,104,90,2021-10-05T15:45:12+0000
012067,FAGNANO OLONA,VARESE,9633,8486,2021-10-05T15:45:12+0000
012068,FERNO,VARESE,5122,4387,2021-10-05T15:45:12+0000
012069,FERRERA DI VARESE,VARESE,495,427,2021-10-05T15:45:12+0000
012070,GALLARATE,VARESE,39929,35079,2021-10-05T15:45:12+0000
012071,GALLIATE LOMBARDO,VARESE,783,694,2021-10-05T15:45:12+0000
012072,GAVIRATE,VARESE,7373,6397,2021-10-05T15:45:12+0000
012073,GAZZADA SCHIANNO,VARESE,3627,3238,2021-10-05T15:45:12+0000
012074,GEMONIO,VARESE,2176,1820,2021-10-05T15:45:12+0000
012075,GERENZANO,VARESE,8505,7513,2021-10-05T15:45:12+0000
012076,GERMIGNAGA,VARESE,2710,2294,2021-10-05T15:45:12+0000
012077,GOLASECCA,VARESE,1977,1718,2021-10-05T15:45:12+0000
012078,GORLA MAGGIORE,VARESE,3979,3514,2021-10-05T15:45:12+0000
012079,GORLA MINORE,VARESE,6377,5571,2021-10-05T15:45:12+0000
012080,GORNATE-OLONA,VARESE,1698,1446,2021-10-05T15:45:12+0000
