CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,205,144,2021-07-20T15:45:13+0000
012002,ALBIZZATE,VARESE,3540,2370,2021-07-20T15:45:13+0000
012003,ANGERA,VARESE,3476,2483,2021-07-20T15:45:13+0000
012004,ARCISATE,VARESE,6554,4397,2021-07-20T15:45:13+0000
012005,ARSAGO SEPRIO,VARESE,2980,1822,2021-07-20T15:45:13+0000
012006,AZZATE,VARESE,3011,2060,2021-07-20T15:45:13+0000
012007,AZZIO,VARESE,463,332,2021-07-20T15:45:13+0000
012008,BARASSO,VARESE,1186,871,2021-07-20T15:45:13+0000
012009,BARDELLO,VARESE,1091,710,2021-07-20T15:45:13+0000
012010,BEDERO VALCUVIA,VARESE,396,272,2021-07-20T15:45:13+0000
012011,BESANO,VARESE,1564,1048,2021-07-20T15:45:13+0000
012012,BESNATE,VARESE,3634,2378,2021-07-20T15:45:13+0000
012013,BESOZZO,VARESE,5617,3789,2021-07-20T15:45:13+0000
012014,BIANDRONNO,VARESE,2209,1471,2021-07-20T15:45:13+0000
012015,BISUSCHIO,VARESE,2782,1852,2021-07-20T15:45:13+0000
012016,BODIO LOMNAGO,VARESE,1621,1134,2021-07-20T15:45:13+0000
012017,BREBBIA,VARESE,2104,1396,2021-07-20T15:45:13+0000
012018,BREGANO,VARESE,534,364,2021-07-20T15:45:13+0000
012019,BRENTA,VARESE,1086,755,2021-07-20T15:45:13+0000
012020,BREZZO DI BEDERO,VARESE,695,452,2021-07-20T15:45:13+0000
012021,BRINZIO,VARESE,590,423,2021-07-20T15:45:13+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,711,488,2021-07-20T15:45:13+0000
012023,BRUNELLO,VARESE,660,444,2021-07-20T15:45:13+0000
012024,BRUSIMPIANO,VARESE,600,385,2021-07-20T15:45:13+0000
012025,BUGUGGIATE,VARESE,2150,1438,2021-07-20T15:45:13+0000
012026,BUSTO ARSIZIO,VARESE,53966,35816,2021-07-20T15:45:13+0000
012027,CADEGLIANO-VICONAGO,VARESE,1234,873,2021-07-20T15:45:13+0000
012029,CAIRATE,VARESE,4961,3122,2021-07-20T15:45:13+0000
012030,CANTELLO,VARESE,3167,2127,2021-07-20T15:45:13+0000
012031,CARAVATE,VARESE,1604,1113,2021-07-20T15:45:13+0000
012032,CARDANO AL CAMPO,VARESE,9331,6003,2021-07-20T15:45:13+0000
012033,CARNAGO,VARESE,4375,2803,2021-07-20T15:45:13+0000
012034,CARONNO PERTUSELLA,VARESE,11027,6853,2021-07-20T15:45:13+0000
012035,CARONNO VARESINO,VARESE,3071,2049,2021-07-20T15:45:13+0000
012036,CASALE LITTA,VARESE,1679,1109,2021-07-20T15:45:13+0000
012037,CASALZUIGNO,VARESE,854,591,2021-07-20T15:45:13+0000
012038,CASCIAGO,VARESE,2593,1798,2021-07-20T15:45:13+0000
012039,CASORATE SEMPIONE,VARESE,3607,2346,2021-07-20T15:45:13+0000
012040,CASSANO MAGNAGO,VARESE,13896,9058,2021-07-20T15:45:13+0000
012041,CASSANO VALCUVIA,VARESE,339,240,2021-07-20T15:45:13+0000
012042,CASTELLANZA,VARESE,9633,6336,2021-07-20T15:45:13+0000
012043,CASTELLO CABIAGLIO,VARESE,302,220,2021-07-20T15:45:13+0000
012044,CASTELSEPRIO,VARESE,896,599,2021-07-20T15:45:13+0000
012045,CASTELVECCANA,VARESE,1158,817,2021-07-20T15:45:13+0000
012046,CASTIGLIONE OLONA,VARESE,5196,3374,2021-07-20T15:45:13+0000
012047,CASTRONNO,VARESE,3430,2273,2021-07-20T15:45:13+0000
012048,CAVARIA CON PREMEZZO,VARESE,3587,2288,2021-07-20T15:45:13+0000
012049,CAZZAGO BRABBIA,VARESE,504,344,2021-07-20T15:45:13+0000
012050,CISLAGO,VARESE,6833,4291,2021-07-20T15:45:13+0000
012051,CITTIGLIO,VARESE,2391,1645,2021-07-20T15:45:13+0000
012052,CLIVIO,VARESE,1247,871,2021-07-20T15:45:13+0000
012053,COCQUIO-TREVISAGO,VARESE,3008,2180,2021-07-20T15:45:13+0000
012054,COMABBIO,VARESE,739,477,2021-07-20T15:45:13+0000
012055,COMERIO,VARESE,1906,1333,2021-07-20T15:45:13+0000
012056,CREMENAGA,VARESE,412,297,2021-07-20T15:45:13+0000
012057,CROSIO DELLA VALLE,VARESE,428,272,2021-07-20T15:45:13+0000
012058,CUASSO AL MONTE,VARESE,2196,1447,2021-07-20T15:45:13+0000
012059,CUGLIATE-FABIASCO,VARESE,1804,1215,2021-07-20T15:45:13+0000
012060,CUNARDO,VARESE,1688,1139,2021-07-20T15:45:13+0000
012061,CURIGLIA CON MONTEVIASCO,VARESE,92,63,2021-07-20T15:45:13+0000
012062,CUVEGLIO,VARESE,2022,1377,2021-07-20T15:45:13+0000
012063,CUVIO,VARESE,1081,757,2021-07-20T15:45:13+0000
012064,DAVERIO,VARESE,2105,1412,2021-07-20T15:45:13+0000
012065,DUMENZA,VARESE,797,547,2021-07-20T15:45:13+0000
012066,DUNO,VARESE,81,55,2021-07-20T15:45:13+0000
012067,FAGNANO OLONA,VARESE,8021,5191,2021-07-20T15:45:13+0000
012068,FERNO,VARESE,4131,2557,2021-07-20T15:45:13+0000
012069,FERRERA DI VARESE,VARESE,401,277,2021-07-20T15:45:13+0000
012070,GALLARATE,VARESE,32473,21654,2021-07-20T15:45:13+0000
012071,GALLIATE LOMBARDO,VARESE,673,444,2021-07-20T15:45:13+0000
012072,GAVIRATE,VARESE,6216,4336,2021-07-20T15:45:13+0000
012073,GAZZADA SCHIANNO,VARESE,3084,2133,2021-07-20T15:45:13+0000
012074,GEMONIO,VARESE,1745,1217,2021-07-20T15:45:13+0000
012075,GERENZANO,VARESE,7043,4396,2021-07-20T15:45:13+0000
012076,GERMIGNAGA,VARESE,2198,1541,2021-07-20T15:45:13+0000
012077,GOLASECCA,VARESE,1638,1037,2021-07-20T15:45:13+0000
012078,GORLA MAGGIORE,VARESE,3422,2227,2021-07-20T15:45:13+0000
012079,GORLA MINORE,VARESE,5303,3422,2021-07-20T15:45:13+0000
012080,GORNATE-OLONA,VARESE,1373,901,2021-07-20T15:45:13+0000
012081,GRANTOLA,VARESE,777,497,2021-07-20T15:45:13+0000
012082,INARZO,VARESE,701,470,2021-07-20T15:45:13+0000
012083,INDUNO OLONA,VARESE,7042,4675,2021-07-20T15:45:13+0000
012084,ISPRA,VARESE,3301,2377,2021-07-20T15:45:13+0000
012085,JERAGO CON ORAGO,VARESE,3478,2277,2021-07-20T15:45:13+0000
012086,LAVENA PONTE TRESA,VARESE,3185,2181,2021-07-20T15:45:13+0000
012087,LAVENO-MOMBELLO,VARESE,5729,4124,2021-07-20T15:45:13+0000
012088,LEGGIUNO,VARESE,2318,1656,2021-07-20T15:45:13+0000
012089,LONATE CEPPINO,VARESE,3199,1966,2021-07-20T15:45:13+0000
012090,LONATE POZZOLO,VARESE,7411,4822,2021-07-20T15:45:13+0000
012091,LOZZA,VARESE,794,539,2021-07-20T15:45:13+0000
012092,LUINO,VARESE,8533,5968,2021-07-20T15:45:13+0000
012093,LUVINATE,VARESE,939,670,2021-07-20T15:45:13+0000
012095,MALGESSO,VARESE,783,538,2021-07-20T15:45:13+0000
012096,MALNATE,VARESE,10688,7169,2021-07-20T15:45:13+0000
012097,MARCHIROLO,VARESE,2020,1387,2021-07-20T15:45:13+0000
012098,MARNATE,VARESE,5099,3201,2021-07-20T15:45:13+0000
012099,MARZIO,VARESE,201,147,2021-07-20T15:45:13+0000
012100,MASCIAGO PRIMO,VARESE,154,108,2021-07-20T15:45:13+0000
012101,MERCALLO,VARESE,1151,768,2021-07-20T15:45:13+0000
012102,MESENZANA,VARESE,885,597,2021-07-20T15:45:13+0000
012103,MONTEGRINO VALTRAVAGLIA,VARESE,807,551,2021-07-20T15:45:13+0000
012104,MONVALLE,VARESE,1203,800,2021-07-20T15:45:13+0000
012105,MORAZZONE,VARESE,2822,1893,2021-07-20T15:45:13+0000
012106,MORNAGO,VARESE,3269,2073,2021-07-20T15:45:13+0000
012107,OGGIONA CON SANTO STEFANO,VARESE,2779,1752,2021-07-20T15:45:13+0000
012108,OLGIATE OLONA,VARESE,8137,5370,2021-07-20T15:45:13+0000
012109,ORIGGIO,VARESE,5272,3209,2021-07-20T15:45:13+0000
012110,ORINO,VARESE,478,336,2021-07-20T15:45:13+0000
012113,PORTO CERESIO,VARESE,1811,1207,2021-07-20T15:45:13+0000
012114,PORTO VALTRAVAGLIA,VARESE,1438,994,2021-07-20T15:45:13+0000
012115,RANCIO VALCUVIA,VARESE,505,343,2021-07-20T15:45:13+0000
012116,RANCO,VARESE,739,502,2021-07-20T15:45:13+0000
012117,SALTRIO,VARESE,1801,1205,2021-07-20T15:45:13+0000
012118,SAMARATE,VARESE,10431,6847,2021-07-20T15:45:13+0000
012119,SARONNO,VARESE,26202,17311,2021-07-20T15:45:13+0000
012120,SESTO CALENDE,VARESE,6663,4569,2021-07-20T15:45:13+0000
012121,SOLBIATE ARNO,VARESE,2589,1647,2021-07-20T15:45:13+0000
012122,SOLBIATE OLONA,VARESE,3544,2297,2021-07-20T15:45:13+0000
012123,SOMMA LOMBARDO,VARESE,10962,7153,2021-07-20T15:45:13+0000
012124,SUMIRAGO,VARESE,4018,2656,2021-07-20T15:45:13+0000
012125,TAINO,VARESE,2180,1542,2021-07-20T15:45:13+0000
012126,TERNATE,VARESE,1706,1158,2021-07-20T15:45:13+0000
012127,TRADATE,VARESE,12409,8079,2021-07-20T15:45:13+0000
012128,TRAVEDONA-MONATE,VARESE,2506,1771,2021-07-20T15:45:13+0000
012129,TRONZANO LAGO MAGGIORE,VARESE,125,93,2021-07-20T15:45:13+0000
012130,UBOLDO,VARESE,6843,4026,2021-07-20T15:45:13+0000
012131,VALGANNA,VARESE,922,636,2021-07-20T15:45:13+0000
012132,VARANO BORGHI,VARESE,1521,1039,2021-07-20T15:45:13+0000
012133,VARESE,VARESE,52979,37080,2021-07-20T15:45:13+0000
012134,VEDANO OLONA,VARESE,4919,3247,2021-07-20T15:45:13+0000
012136,VENEGONO INFERIORE,VARESE,4151,2688,2021-07-20T15:45:13+0000
012137,VENEGONO SUPERIORE,VARESE,4767,3034,2021-07-20T15:45:13+0000
012138,VERGIATE,VARESE,5618,3818,2021-07-20T15:45:13+0000
012139,VIGGIU',VARESE,3723,3333,2021-07-20T15:45:13+0000
012140,VIZZOLA TICINO,VARESE,330,209,2021-07-20T15:45:13+0000
012141,SANGIANO,VARESE,875,606,2021-07-20T15:45:13+0000
012142,MACCAGNO CON PINO E VEDDASCA,VARESE,1396,969,2021-07-20T15:45:13+0000
012143,CADREZZATE CON OSMATE,VARESE,1474,1001,2021-07-20T15:45:13+0000
013003,ALBAVILLA,COMO,4595,3375,2021-07-20T15:45:13+0000
013004,ALBESE CON CASSANO,COMO,3124,2358,2021-07-20T15:45:13+0000
013005,ALBIOLO,COMO,1744,1141,2021-07-20T15:45:13+0000
013006,ALSERIO,COMO,905,663,2021-07-20T15:45:13+0000
013007,ALZATE BRIANZA,COMO,3573,2591,2021-07-20T15:45:13+0000
013009,ANZANO DEL PARCO,COMO,1271,947,2021-07-20T15:45:13+0000
013010,APPIANO GENTILE,COMO,5439,3750,2021-07-20T15:45:13+0000
013011,ARGEGNO,COMO,391,272,2021-07-20T15:45:13+0000
