CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,193,80,2021-06-29T15:45:13+0000
012002,ALBIZZATE,VARESE,3245,1447,2021-06-29T15:45:13+0000
012003,ANGERA,VARESE,3225,1477,2021-06-29T15:45:13+0000
012004,ARCISATE,VARESE,6068,2607,2021-06-29T15:45:13+0000
012005,ARSAGO SEPRIO,VARESE,2703,1110,2021-06-29T15:45:13+0000
012006,AZZATE,VARESE,2809,1229,2021-06-29T15:45:13+0000
012007,AZZIO,VARESE,435,181,2021-06-29T15:45:13+0000
012008,BARASSO,VARESE,1105,584,2021-06-29T15:45:13+0000
012009,BARDELLO,VARESE,994,430,2021-06-29T15:45:13+0000
012010,BEDERO VALCUVIA,VARESE,376,144,2021-06-29T15:45:13+0000
012011,BESANO,VARESE,1435,663,2021-06-29T15:45:13+0000
012012,BESNATE,VARESE,3290,1514,2021-06-29T15:45:13+0000
012013,BESOZZO,VARESE,5150,2386,2021-06-29T15:45:13+0000
012014,BIANDRONNO,VARESE,2016,885,2021-06-29T15:45:13+0000
012015,BISUSCHIO,VARESE,2585,1065,2021-06-29T15:45:13+0000
012016,BODIO LOMNAGO,VARESE,1486,746,2021-06-29T15:45:13+0000
012017,BREBBIA,VARESE,1951,872,2021-06-29T15:45:13+0000
012018,BREGANO,VARESE,497,216,2021-06-29T15:45:13+0000
012019,BRENTA,VARESE,1017,434,2021-06-29T15:45:13+0000
012020,BREZZO DI BEDERO,VARESE,643,241,2021-06-29T15:45:13+0000
012021,BRINZIO,VARESE,553,248,2021-06-29T15:45:13+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,667,271,2021-06-29T15:45:13+0000
012023,BRUNELLO,VARESE,599,252,2021-06-29T15:45:13+0000
012024,BRUSIMPIANO,VARESE,550,217,2021-06-29T15:45:13+0000
012025,BUGUGGIATE,VARESE,1984,926,2021-06-29T15:45:13+0000
