CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,280,251,2022-03-21T16:45:13+0000
012002,ALBIZZATE,VARESE,4487,4097,2022-03-21T16:45:13+0000
012003,ANGERA,VARESE,4445,4065,2022-03-21T16:45:13+0000
012004,ARCISATE,VARESE,8560,7769,2022-03-21T16:45:13+0000
012005,ARSAGO SEPRIO,VARESE,4042,3639,2022-03-21T16:45:13+0000
012006,AZZATE,VARESE,3910,3569,2022-03-21T16:45:13+0000
012007,AZZIO,VARESE,602,537,2022-03-21T16:45:13+0000
012008,BARASSO,VARESE,1486,1343,2022-03-21T16:45:13+0000
012009,BARDELLO,VARESE,1379,1236,2022-03-21T16:45:13+0000
012010,BEDERO VALCUVIA,VARESE,533,468,2022-03-21T16:45:13+0000
012011,BESANO,VARESE,2105,1922,2022-03-21T16:45:13+0000
012012,BESNATE,VARESE,4715,4284,2022-03-21T16:45:13+0000
012013,BESOZZO,VARESE,7390,6596,2022-03-21T16:45:13+0000
012014,BIANDRONNO,VARESE,2820,2559,2022-03-21T16:45:13+0000
012015,BISUSCHIO,VARESE,3651,3341,2022-03-21T16:45:13+0000
012016,BODIO LOMNAGO,VARESE,2032,1844,2022-03-21T16:45:13+0000
012017,BREBBIA,VARESE,2663,2392,2022-03-21T16:45:13+0000
012018,BREGANO,VARESE,716,634,2022-03-21T16:45:13+0000
012019,BRENTA,VARESE,1460,1275,2022-03-21T16:45:13+0000
012020,BREZZO DI BEDERO,VARESE,979,850,2022-03-21T16:45:13+0000
012021,BRINZIO,VARESE,693,630,2022-03-21T16:45:13+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,1004,848,2022-03-21T16:45:13+0000
012023,BRUNELLO,VARESE,815,753,2022-03-21T16:45:13+0000
012024,BRUSIMPIANO,VARESE,862,765,2022-03-21T16:45:13+0000
012025,BUGUGGIATE,VARESE,2692,2434,2022-03-21T16:45:13+0000
012026,BUSTO ARSIZIO,VARESE,71018,64699,2022-03-21T16:45:13+0000
012027,CADEGLIANO-VICONAGO,VARESE,1723,1524,2022-03-21T16:45:13+0000
012029,CAIRATE,VARESE,6579,5968,2022-03-21T16:45:13+0000
012030,CANTELLO,VARESE,4092,3730,2022-03-21T16:45:13+0000
012031,CARAVATE,VARESE,2113,1882,2022-03-21T16:45:13+0000
012032,CARDANO AL CAMPO,VARESE,12384,11367,2022-03-21T16:45:13+0000
012033,CARNAGO,VARESE,5761,5197,2022-03-21T16:45:13+0000
012034,CARONNO PERTUSELLA,VARESE,14900,13875,2022-03-21T16:45:13+0000
012035,CARONNO VARESINO,VARESE,4116,3684,2022-03-21T16:45:13+0000
012036,CASALE LITTA,VARESE,2294,2097,2022-03-21T16:45:13+0000
012037,CASALZUIGNO,VARESE,1147,1026,2022-03-21T16:45:13+0000
012038,CASCIAGO,VARESE,3214,2927,2022-03-21T16:45:13+0000
012039,CASORATE SEMPIONE,VARESE,4726,4334,2022-03-21T16:45:13+0000
012040,CASSANO MAGNAGO,VARESE,18356,16641,2022-03-21T16:45:13+0000
012041,CASSANO VALCUVIA,VARESE,482,440,2022-03-21T16:45:13+0000
012042,CASTELLANZA,VARESE,12249,11091,2022-03-21T16:45:13+0000
012043,CASTELLO CABIAGLIO,VARESE,407,361,2022-03-21T16:45:13+0000
012044,CASTELSEPRIO,VARESE,1154,1036,2022-03-21T16:45:13+0000
012045,CASTELVECCANA,VARESE,1569,1411,2022-03-21T16:45:13+0000
012046,CASTIGLIONE OLONA,VARESE,6760,6076,2022-03-21T16:45:13+0000
012047,CASTRONNO,VARESE,4430,4007,2022-03-21T16:45:13+0000
012048,CAVARIA CON PREMEZZO,VARESE,4760,4332,2022-03-21T16:45:13+0000
012049,CAZZAGO BRABBIA,VARESE,653,594,2022-03-21T16:45:13+0000
012050,CISLAGO,VARESE,8802,8013,2022-03-21T16:45:13+0000
012051,CITTIGLIO,VARESE,3243,2831,2022-03-21T16:45:13+0000
012052,CLIVIO,VARESE,1673,1544,2022-03-21T16:45:13+0000
012053,COCQUIO-TREVISAGO,VARESE,3939,3510,2022-03-21T16:45:13+0000
012054,COMABBIO,VARESE,979,884,2022-03-21T16:45:13+0000
012055,COMERIO,VARESE,2432,2184,2022-03-21T16:45:13+0000
012056,CREMENAGA,VARESE,566,523,2022-03-21T16:45:13+0000
012057,CROSIO DELLA VALLE,VARESE,538,484,2022-03-21T16:45:13+0000
012058,CUASSO AL MONTE,VARESE,2915,2694,2022-03-21T16:45:13+0000
012059,CUGLIATE-FABIASCO,VARESE,2507,2185,2022-03-21T16:45:13+0000
012060,CUNARDO,VARESE,2332,2043,2022-03-21T16:45:13+0000
012061,CURIGLIA CON MONTEVIASCO,VARESE,127,118,2022-03-21T16:45:13+0000
012062,CUVEGLIO,VARESE,2741,2447,2022-03-21T16:45:13+0000
012063,CUVIO,VARESE,1410,1258,2022-03-21T16:45:13+0000
012064,DAVERIO,VARESE,2686,2452,2022-03-21T16:45:13+0000
012065,DUMENZA,VARESE,1138,1012,2022-03-21T16:45:13+0000
012066,DUNO,VARESE,114,105,2022-03-21T16:45:13+0000
012067,FAGNANO OLONA,VARESE,10541,9641,2022-03-21T16:45:13+0000
012068,FERNO,VARESE,5637,5081,2022-03-21T16:45:13+0000
012069,FERRERA DI VARESE,VARESE,560,501,2022-03-21T16:45:13+0000
012070,GALLARATE,VARESE,43771,40103,2022-03-21T16:45:13+0000
012071,GALLIATE LOMBARDO,VARESE,851,773,2022-03-21T16:45:13+0000
012072,GAVIRATE,VARESE,8006,7172,2022-03-21T16:45:13+0000
012073,GAZZADA SCHIANNO,VARESE,3951,3617,2022-03-21T16:45:13+0000
012074,GEMONIO,VARESE,2407,2106,2022-03-21T16:45:13+0000
012075,GERENZANO,VARESE,9234,8503,2022-03-21T16:45:13+0000
012076,GERMIGNAGA,VARESE,3009,2652,2022-03-21T16:45:13+0000
012077,GOLASECCA,VARESE,2148,1944,2022-03-21T16:45:13+0000
012078,GORLA MAGGIORE,VARESE,4311,3963,2022-03-21T16:45:13+0000
012079,GORLA MINORE,VARESE,7007,6375,2022-03-21T16:45:13+0000
