CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,215,173,2021-08-07T15:45:12+0000
012002,ALBIZZATE,VARESE,3729,2943,2021-08-07T15:45:12+0000
012003,ANGERA,VARESE,3592,2960,2021-08-07T15:45:12+0000
012004,ARCISATE,VARESE,6960,5546,2021-08-07T15:45:12+0000
012005,ARSAGO SEPRIO,VARESE,3180,2375,2021-08-07T15:45:12+0000
012006,AZZATE,VARESE,3166,2537,2021-08-07T15:45:12+0000
012007,AZZIO,VARESE,486,395,2021-08-07T15:45:12+0000
012008,BARASSO,VARESE,1241,1008,2021-08-07T15:45:12+0000
012009,BARDELLO,VARESE,1152,881,2021-08-07T15:45:12+0000
012010,BEDERO VALCUVIA,VARESE,405,329,2021-08-07T15:45:12+0000
012011,BESANO,VARESE,1640,1310,2021-08-07T15:45:12+0000
012012,BESNATE,VARESE,3832,2997,2021-08-07T15:45:12+0000
012013,BESOZZO,VARESE,5980,4628,2021-08-07T15:45:12+0000
012014,BIANDRONNO,VARESE,2336,1835,2021-08-07T15:45:12+0000
012015,BISUSCHIO,VARESE,2945,2364,2021-08-07T15:45:12+0000
012016,BODIO LOMNAGO,VARESE,1717,1339,2021-08-07T15:45:12+0000
012017,BREBBIA,VARESE,2215,1745,2021-08-07T15:45:12+0000
012018,BREGANO,VARESE,577,441,2021-08-07T15:45:12+0000
012019,BRENTA,VARESE,1147,888,2021-08-07T15:45:12+0000
012020,BREZZO DI BEDERO,VARESE,732,565,2021-08-07T15:45:12+0000
012021,BRINZIO,VARESE,614,501,2021-08-07T15:45:12+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,747,573,2021-08-07T15:45:12+0000
012023,BRUNELLO,VARESE,686,540,2021-08-07T15:45:12+0000
012024,BRUSIMPIANO,VARESE,636,479,2021-08-07T15:45:12+0000
012025,BUGUGGIATE,VARESE,2268,1754,2021-08-07T15:45:12+0000
012026,BUSTO ARSIZIO,VARESE,56961,44022,2021-08-07T15:45:12+0000
012027,CADEGLIANO-VICONAGO,VARESE,1310,1017,2021-08-07T15:45:12+0000
012029,CAIRATE,VARESE,5279,4068,2021-08-07T15:45:12+0000
012030,CANTELLO,VARESE,3322,2634,2021-08-07T15:45:12+0000
012031,CARAVATE,VARESE,1696,1341,2021-08-07T15:45:12+0000
012032,CARDANO AL CAMPO,VARESE,9882,7591,2021-08-07T15:45:12+0000
012033,CARNAGO,VARESE,4616,3612,2021-08-07T15:45:12+0000
012034,CARONNO PERTUSELLA,VARESE,11472,9197,2021-08-07T15:45:12+0000
012035,CARONNO VARESINO,VARESE,3286,2512,2021-08-07T15:45:12+0000
012036,CASALE LITTA,VARESE,1808,1398,2021-08-07T15:45:12+0000
012037,CASALZUIGNO,VARESE,905,701,2021-08-07T15:45:12+0000
012038,CASCIAGO,VARESE,2719,2168,2021-08-07T15:45:12+0000
012039,CASORATE SEMPIONE,VARESE,3828,2901,2021-08-07T15:45:12+0000
012040,CASSANO MAGNAGO,VARESE,14747,11337,2021-08-07T15:45:12+0000
012041,CASSANO VALCUVIA,VARESE,354,292,2021-08-07T15:45:12+0000
012042,CASTELLANZA,VARESE,10024,7876,2021-08-07T15:45:12+0000
012043,CASTELLO CABIAGLIO,VARESE,316,258,2021-08-07T15:45:12+0000
012044,CASTELSEPRIO,VARESE,956,739,2021-08-07T15:45:12+0000
012045,CASTELVECCANA,VARESE,1226,978,2021-08-07T15:45:12+0000
012046,CASTIGLIONE OLONA,VARESE,5520,4233,2021-08-07T15:45:12+0000
012047,CASTRONNO,VARESE,3653,2787,2021-08-07T15:45:12+0000
012048,CAVARIA CON PREMEZZO,VARESE,3831,2946,2021-08-07T15:45:12+0000
012049,CAZZAGO BRABBIA,VARESE,533,419,2021-08-07T15:45:12+0000
012050,CISLAGO,VARESE,7117,5628,2021-08-07T15:45:12+0000
012051,CITTIGLIO,VARESE,2507,1971,2021-08-07T15:45:12+0000
012052,CLIVIO,VARESE,1312,1091,2021-08-07T15:45:12+0000
012053,COCQUIO-TREVISAGO,VARESE,3189,2573,2021-08-07T15:45:12+0000
012054,COMABBIO,VARESE,798,604,2021-08-07T15:45:12+0000
012055,COMERIO,VARESE,2022,1622,2021-08-07T15:45:12+0000
012056,CREMENAGA,VARESE,434,348,2021-08-07T15:45:12+0000
012057,CROSIO DELLA VALLE,VARESE,443,338,2021-08-07T15:45:12+0000
012058,CUASSO AL MONTE,VARESE,2300,1868,2021-08-07T15:45:12+0000
012059,CUGLIATE-FABIASCO,VARESE,1898,1462,2021-08-07T15:45:12+0000
012060,CUNARDO,VARESE,1786,1382,2021-08-07T15:45:12+0000
012061,CURIGLIA CON MONTEVIASCO,VARESE,98,80,2021-08-07T15:45:12+0000
012062,CUVEGLIO,VARESE,2135,1681,2021-08-07T15:45:12+0000
012063,CUVIO,VARESE,1123,890,2021-08-07T15:45:12+0000
012064,DAVERIO,VARESE,2234,1744,2021-08-07T15:45:12+0000
012065,DUMENZA,VARESE,861,671,2021-08-07T15:45:12+0000
012066,DUNO,VARESE,82,67,2021-08-07T15:45:12+0000
012067,FAGNANO OLONA,VARESE,8503,6563,2021-08-07T15:45:12+0000
