CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,74,13,2021-04-28T15:45:11+0000
012002,ALBIZZATE,VARESE,1043,327,2021-04-28T15:45:11+0000
012003,ANGERA,VARESE,1238,438,2021-04-28T15:45:11+0000
012004,ARCISATE,VARESE,1837,526,2021-04-28T15:45:11+0000
012005,ARSAGO SEPRIO,VARESE,750,239,2021-04-28T15:45:11+0000
012006,AZZATE,VARESE,895,347,2021-04-28T15:45:11+0000
012007,AZZIO,VARESE,121,46,2021-04-28T15:45:11+0000
012008,BARASSO,VARESE,477,252,2021-04-28T15:45:11+0000
012009,BARDELLO,VARESE,321,118,2021-04-28T15:45:11+0000
012010,BEDERO VALCUVIA,VARESE,131,38,2021-04-28T15:45:11+0000
012011,BESANO,VARESE,496,234,2021-04-28T15:45:11+0000
012012,BESNATE,VARESE,995,326,2021-04-28T15:45:11+0000
012013,BESOZZO,VARESE,1711,710,2021-04-28T15:45:11+0000
012014,BIANDRONNO,VARESE,619,262,2021-04-28T15:45:11+0000
012015,BISUSCHIO,VARESE,691,230,2021-04-28T15:45:11+0000
012016,BODIO LOMNAGO,VARESE,623,319,2021-04-28T15:45:11+0000
012017,BREBBIA,VARESE,626,187,2021-04-28T15:45:11+0000
012018,BREGANO,VARESE,148,57,2021-04-28T15:45:11+0000
012019,BRENTA,VARESE,332,148,2021-04-28T15:45:11+0000
012020,BREZZO DI BEDERO,VARESE,196,47,2021-04-28T15:45:11+0000
012021,BRINZIO,VARESE,216,74,2021-04-28T15:45:11+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,183,47,2021-04-28T15:45:11+0000
012023,BRUNELLO,VARESE,210,71,2021-04-28T15:45:11+0000
012024,BRUSIMPIANO,VARESE,164,65,2021-04-28T15:45:11+0000
012025,BUGUGGIATE,VARESE,674,274,2021-04-28T15:45:11+0000
012026,BUSTO ARSIZIO,VARESE,16348,6945,2021-04-28T15:45:11+0000
012027,CADEGLIANO-VICONAGO,VARESE,429,256,2021-04-28T15:45:11+0000
012029,CAIRATE,VARESE,1396,511,2021-04-28T15:45:11+0000
012030,CANTELLO,VARESE,988,420,2021-04-28T15:45:11+0000
012031,CARAVATE,VARESE,464,185,2021-04-28T15:45:11+0000
012032,CARDANO AL CAMPO,VARESE,2594,933,2021-04-28T15:45:11+0000
012033,CARNAGO,VARESE,1104,356,2021-04-28T15:45:11+0000
