CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,265,230,2022-01-06T16:45:13+0000
012002,ALBIZZATE,VARESE,4345,3878,2022-01-06T16:45:13+0000
012003,ANGERA,VARESE,4285,3846,2022-01-06T16:45:13+0000
012004,ARCISATE,VARESE,8300,7360,2022-01-06T16:45:13+0000
012005,ARSAGO SEPRIO,VARESE,3911,3439,2022-01-06T16:45:13+0000
012006,AZZATE,VARESE,3803,3364,2022-01-06T16:45:13+0000
012007,AZZIO,VARESE,576,503,2022-01-06T16:45:13+0000
012008,BARASSO,VARESE,1447,1274,2022-01-06T16:45:13+0000
012009,BARDELLO,VARESE,1341,1169,2022-01-06T16:45:13+0000
012010,BEDERO VALCUVIA,VARESE,509,435,2022-01-06T16:45:13+0000
012011,BESANO,VARESE,2036,1822,2022-01-06T16:45:13+0000
012012,BESNATE,VARESE,4562,4035,2022-01-06T16:45:13+0000
012013,BESOZZO,VARESE,7175,6255,2022-01-06T16:45:13+0000
012014,BIANDRONNO,VARESE,2738,2425,2022-01-06T16:45:13+0000
012015,BISUSCHIO,VARESE,3513,3126,2022-01-06T16:45:13+0000
012016,BODIO LOMNAGO,VARESE,1964,1724,2022-01-06T16:45:13+0000
012017,BREBBIA,VARESE,2575,2263,2022-01-06T16:45:13+0000
012018,BREGANO,VARESE,690,594,2022-01-06T16:45:13+0000
012019,BRENTA,VARESE,1399,1185,2022-01-06T16:45:13+0000
012020,BREZZO DI BEDERO,VARESE,943,804,2022-01-06T16:45:13+0000
012021,BRINZIO,VARESE,683,610,2022-01-06T16:45:13+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,962,790,2022-01-06T16:45:13+0000
012023,BRUNELLO,VARESE,794,722,2022-01-06T16:45:13+0000
012024,BRUSIMPIANO,VARESE,834,721,2022-01-06T16:45:13+0000
012025,BUGUGGIATE,VARESE,2622,2298,2022-01-06T16:45:13+0000
012026,BUSTO ARSIZIO,VARESE,68468,61086,2022-01-06T16:45:13+0000
012027,CADEGLIANO-VICONAGO,VARESE,1651,1419,2022-01-06T16:45:13+0000
012029,CAIRATE,VARESE,6350,5618,2022-01-06T16:45:13+0000
012030,CANTELLO,VARESE,3946,3494,2022-01-06T16:45:13+0000
012031,CARAVATE,VARESE,2044,1766,2022-01-06T16:45:13+0000
012032,CARDANO AL CAMPO,VARESE,11987,10770,2022-01-06T16:45:13+0000
012033,CARNAGO,VARESE,5548,4861,2022-01-06T16:45:13+0000
012034,CARONNO PERTUSELLA,VARESE,14281,12920,2022-01-06T16:45:13+0000
012035,CARONNO VARESINO,VARESE,3992,3479,2022-01-06T16:45:13+0000
012036,CASALE LITTA,VARESE,2212,1965,2022-01-06T16:45:13+0000
012037,CASALZUIGNO,VARESE,1099,963,2022-01-06T16:45:13+0000
012038,CASCIAGO,VARESE,3134,2769,2022-01-06T16:45:13+0000
012039,CASORATE SEMPIONE,VARESE,4558,4090,2022-01-06T16:45:13+0000
012040,CASSANO MAGNAGO,VARESE,17710,15681,2022-01-06T16:45:13+0000
012041,CASSANO VALCUVIA,VARESE,454,396,2022-01-06T16:45:13+0000
012042,CASTELLANZA,VARESE,11908,10523,2022-01-06T16:45:13+0000
012043,CASTELLO CABIAGLIO,VARESE,381,327,2022-01-06T16:45:13+0000
012044,CASTELSEPRIO,VARESE,1120,991,2022-01-06T16:45:13+0000
012045,CASTELVECCANA,VARESE,1514,1333,2022-01-06T16:45:13+0000
012046,CASTIGLIONE OLONA,VARESE,6528,5745,2022-01-06T16:45:13+0000
012047,CASTRONNO,VARESE,4288,3780,2022-01-06T16:45:13+0000
012048,CAVARIA CON PREMEZZO,VARESE,4600,4086,2022-01-06T16:45:13+0000
012049,CAZZAGO BRABBIA,VARESE,629,553,2022-01-06T16:45:13+0000
012050,CISLAGO,VARESE,8496,7587,2022-01-06T16:45:13+0000
012051,CITTIGLIO,VARESE,3097,2602,2022-01-06T16:45:13+0000
012052,CLIVIO,VARESE,1614,1456,2022-01-06T16:45:13+0000
012053,COCQUIO-TREVISAGO,VARESE,3801,3318,2022-01-06T16:45:13+0000
012054,COMABBIO,VARESE,944,838,2022-01-06T16:45:13+0000
012055,COMERIO,VARESE,2349,2049,2022-01-06T16:45:13+0000
012056,CREMENAGA,VARESE,535,487,2022-01-06T16:45:13+0000
012057,CROSIO DELLA VALLE,VARESE,524,454,2022-01-06T16:45:13+0000
012058,CUASSO AL MONTE,VARESE,2802,2511,2022-01-06T16:45:13+0000
012059,CUGLIATE-FABIASCO,VARESE,2401,2038,2022-01-06T16:45:13+0000
012060,CUNARDO,VARESE,2243,1903,2022-01-06T16:45:13+0000
012061,CURIGLIA CON MONTEVIASCO,VARESE,122,108,2022-01-06T16:45:13+0000
012062,CUVEGLIO,VARESE,2615,2274,2022-01-06T16:45:13+0000
012063,CUVIO,VARESE,1364,1184,2022-01-06T16:45:13+0000
012064,DAVERIO,VARESE,2618,2321,2022-01-06T16:45:13+0000
012065,DUMENZA,VARESE,1083,932,2022-01-06T16:45:13+0000
012066,DUNO,VARESE,109,99,2022-01-06T16:45:13+0000
012067,FAGNANO OLONA,VARESE,10109,9085,2022-01-06T16:45:13+0000
012068,FERNO,VARESE,5429,4812,2022-01-06T16:45:13+0000
012069,FERRERA DI VARESE,VARESE,540,463,2022-01-06T16:45:13+0000
012070,GALLARATE,VARESE,42134,37820,2022-01-06T16:45:13+0000
012071,GALLIATE LOMBARDO,VARESE,833,743,2022-01-06T16:45:13+0000
012072,GAVIRATE,VARESE,7757,6776,2022-01-06T16:45:13+0000
012073,GAZZADA SCHIANNO,VARESE,3837,3427,2022-01-06T16:45:13+0000
012074,GEMONIO,VARESE,2328,1989,2022-01-06T16:45:13+0000
012075,GERENZANO,VARESE,8906,8048,2022-01-06T16:45:13+0000
012076,GERMIGNAGA,VARESE,2890,2484,2022-01-06T16:45:13+0000
012077,GOLASECCA,VARESE,2087,1855,2022-01-06T16:45:13+0000
012078,GORLA MAGGIORE,VARESE,4172,3759,2022-01-06T16:45:13+0000
012079,GORLA MINORE,VARESE,6756,6021,2022-01-06T16:45:13+0000
012080,GORNATE-OLONA,VARESE,1794,1534,2022-01-06T16:45:13+0000
012081,GRANTOLA,VARESE,1006,863,2022-01-06T16:45:13+0000
012082,INARZO,VARESE,892,776,2022-01-06T16:45:13+0000
012083,INDUNO OLONA,VARESE,8775,7854,2022-01-06T16:45:13+0000
012084,ISPRA,VARESE,4106,3665,2022-01-06T16:45:13+0000
012085,JERAGO CON ORAGO,VARESE,4329,3848,2022-01-06T16:45:13+0000
012086,LAVENA PONTE TRESA,VARESE,4287,3643,2022-01-06T16:45:13+0000
012087,LAVENO-MOMBELLO,VARESE,7042,6235,2022-01-06T16:45:13+0000
012088,LEGGIUNO,VARESE,2898,2529,2022-01-06T16:45:13+0000
012089,LONATE CEPPINO,VARESE,4176,3667,2022-01-06T16:45:13+0000
012090,LONATE POZZOLO,VARESE,9666,8639,2022-01-06T16:45:13+0000
012091,LOZZA,VARESE,997,876,2022-01-06T16:45:13+0000
012092,LUINO,VARESE,11034,9420,2022-01-06T16:45:13+0000
012093,LUVINATE,VARESE,1095,982,2022-01-06T16:45:13+0000
012095,MALGESSO,VARESE,1001,885,2022-01-06T16:45:13+0000
012096,MALNATE,VARESE,13581,11880,2022-01-06T16:45:13+0000
012097,MARCHIROLO,VARESE,2685,2352,2022-01-06T16:45:13+0000
012098,MARNATE,VARESE,6443,5666,2022-01-06T16:45:13+0000
012099,MARZIO,VARESE,260,225,2022-01-06T16:45:13+0000
012100,MASCIAGO PRIMO,VARESE,200,175,2022-01-06T16:45:13+0000
012101,MERCALLO,VARESE,1463,1302,2022-01-06T16:45:13+0000
012102,MESENZANA,VARESE,1222,1045,2022-01-06T16:45:13+0000
012103,MONTEGRINO VALTRAVAGLIA,VARESE,1114,936,2022-01-06T16:45:13+0000
012104,MONVALLE,VARESE,1557,1309,2022-01-06T16:45:13+0000
012105,MORAZZONE,VARESE,3540,3109,2022-01-06T16:45:13+0000
012106,MORNAGO,VARESE,4142,3683,2022-01-06T16:45:13+0000
012107,OGGIONA CON SANTO STEFANO,VARESE,3562,3114,2022-01-06T16:45:13+0000
012108,OLGIATE OLONA,VARESE,10265,9109,2022-01-06T16:45:13+0000
012109,ORIGGIO,VARESE,6555,5888,2022-01-06T16:45:13+0000
012110,ORINO,VARESE,606,532,2022-01-06T16:45:13+0000
012113,PORTO CERESIO,VARESE,2333,2052,2022-01-06T16:45:13+0000
012114,PORTO VALTRAVAGLIA,VARESE,1846,1600,2022-01-06T16:45:13+0000
012115,RANCIO VALCUVIA,VARESE,673,567,2022-01-06T16:45:13+0000
012116,RANCO,VARESE,900,802,2022-01-06T16:45:13+0000
012117,SALTRIO,VARESE,2349,2085,2022-01-06T16:45:13+0000
012118,SAMARATE,VARESE,13276,11834,2022-01-06T16:45:13+0000
012119,SARONNO,VARESE,32404,29517,2022-01-06T16:45:13+0000
012120,SESTO CALENDE,VARESE,8531,7622,2022-01-06T16:45:13+0000
012121,SOLBIATE ARNO,VARESE,3296,2930,2022-01-06T16:45:13+0000
012122,SOLBIATE OLONA,VARESE,4474,3968,2022-01-06T16:45:13+0000
012123,SOMMA LOMBARDO,VARESE,14229,12772,2022-01-06T16:45:13+0000
012124,SUMIRAGO,VARESE,4986,4425,2022-01-06T16:45:13+0000
012125,TAINO,VARESE,2779,2495,2022-01-06T16:45:13+0000
012126,TERNATE,VARESE,2107,1859,2022-01-06T16:45:13+0000
012127,TRADATE,VARESE,15628,13882,2022-01-06T16:45:13+0000
