CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,255,224,2021-11-15T16:45:15+0000
012002,ALBIZZATE,VARESE,4189,3753,2021-11-15T16:45:15+0000
012003,ANGERA,VARESE,4162,3773,2021-11-15T16:45:15+0000
012004,ARCISATE,VARESE,8026,7101,2021-11-15T16:45:15+0000
012005,ARSAGO SEPRIO,VARESE,3770,3292,2021-11-15T16:45:15+0000
012006,AZZATE,VARESE,3638,3237,2021-11-15T16:45:15+0000
012007,AZZIO,VARESE,558,495,2021-11-15T16:45:15+0000
012008,BARASSO,VARESE,1400,1249,2021-11-15T16:45:15+0000
012009,BARDELLO,VARESE,1296,1145,2021-11-15T16:45:15+0000
012010,BEDERO VALCUVIA,VARESE,486,421,2021-11-15T16:45:15+0000
012011,BESANO,VARESE,1970,1765,2021-11-15T16:45:15+0000
012012,BESNATE,VARESE,4402,3909,2021-11-15T16:45:15+0000
012013,BESOZZO,VARESE,6937,6089,2021-11-15T16:45:15+0000
012014,BIANDRONNO,VARESE,2655,2370,2021-11-15T16:45:15+0000
012015,BISUSCHIO,VARESE,3385,3031,2021-11-15T16:45:15+0000
012016,BODIO LOMNAGO,VARESE,1884,1681,2021-11-15T16:45:15+0000
012017,BREBBIA,VARESE,2495,2200,2021-11-15T16:45:15+0000
012018,BREGANO,VARESE,663,574,2021-11-15T16:45:15+0000
012019,BRENTA,VARESE,1359,1162,2021-11-15T16:45:15+0000
012020,BREZZO DI BEDERO,VARESE,899,781,2021-11-15T16:45:15+0000
012021,BRINZIO,VARESE,669,599,2021-11-15T16:45:15+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,921,759,2021-11-15T16:45:15+0000
012023,BRUNELLO,VARESE,766,698,2021-11-15T16:45:15+0000
012024,BRUSIMPIANO,VARESE,791,678,2021-11-15T16:45:15+0000
012025,BUGUGGIATE,VARESE,2524,2230,2021-11-15T16:45:15+0000
012026,BUSTO ARSIZIO,VARESE,66421,58945,2021-11-15T16:45:15+0000
012027,CADEGLIANO-VICONAGO,VARESE,1584,1379,2021-11-15T16:45:15+0000
012029,CAIRATE,VARESE,6141,5448,2021-11-15T16:45:15+0000
012030,CANTELLO,VARESE,3784,3352,2021-11-15T16:45:15+0000
012031,CARAVATE,VARESE,1977,1725,2021-11-15T16:45:15+0000
012032,CARDANO AL CAMPO,VARESE,11597,10358,2021-11-15T16:45:15+0000
012033,CARNAGO,VARESE,5338,4733,2021-11-15T16:45:15+0000
012034,CARONNO PERTUSELLA,VARESE,13827,12543,2021-11-15T16:45:15+0000
012035,CARONNO VARESINO,VARESE,3837,3375,2021-11-15T16:45:15+0000
012036,CASALE LITTA,VARESE,2119,1889,2021-11-15T16:45:15+0000
012037,CASALZUIGNO,VARESE,1059,947,2021-11-15T16:45:15+0000
012038,CASCIAGO,VARESE,3032,2705,2021-11-15T16:45:15+0000
012039,CASORATE SEMPIONE,VARESE,4414,3947,2021-11-15T16:45:15+0000
012040,CASSANO MAGNAGO,VARESE,17104,15154,2021-11-15T16:45:15+0000
012041,CASSANO VALCUVIA,VARESE,431,390,2021-11-15T16:45:15+0000
012042,CASTELLANZA,VARESE,11540,10197,2021-11-15T16:45:15+0000
012043,CASTELLO CABIAGLIO,VARESE,361,316,2021-11-15T16:45:15+0000
012044,CASTELSEPRIO,VARESE,1087,964,2021-11-15T16:45:15+0000
012045,CASTELVECCANA,VARESE,1475,1303,2021-11-15T16:45:15+0000
012046,CASTIGLIONE OLONA,VARESE,6338,5587,2021-11-15T16:45:15+0000
012047,CASTRONNO,VARESE,4147,3640,2021-11-15T16:45:15+0000
012048,CAVARIA CON PREMEZZO,VARESE,4438,3958,2021-11-15T16:45:15+0000
012049,CAZZAGO BRABBIA,VARESE,606,543,2021-11-15T16:45:15+0000
012050,CISLAGO,VARESE,8259,7402,2021-11-15T16:45:15+0000
012051,CITTIGLIO,VARESE,2968,2541,2021-11-15T16:45:15+0000
012052,CLIVIO,VARESE,1541,1399,2021-11-15T16:45:15+0000
012053,COCQUIO-TREVISAGO,VARESE,3684,3253,2021-11-15T16:45:15+0000
012054,COMABBIO,VARESE,910,811,2021-11-15T16:45:15+0000
012055,COMERIO,VARESE,2239,1997,2021-11-15T16:45:15+0000
012056,CREMENAGA,VARESE,517,473,2021-11-15T16:45:15+0000
012057,CROSIO DELLA VALLE,VARESE,500,441,2021-11-15T16:45:15+0000
012058,CUASSO AL MONTE,VARESE,2687,2414,2021-11-15T16:45:15+0000
012059,CUGLIATE-FABIASCO,VARESE,2299,1973,2021-11-15T16:45:15+0000
012060,CUNARDO,VARESE,2133,1853,2021-11-15T16:45:15+0000
012061,CURIGLIA CON MONTEVIASCO,VARESE,115,105,2021-11-15T16:45:15+0000
012062,CUVEGLIO,VARESE,2508,2221,2021-11-15T16:45:15+0000
012063,CUVIO,VARESE,1313,1150,2021-11-15T16:45:15+0000
012064,DAVERIO,VARESE,2515,2265,2021-11-15T16:45:15+0000
012065,DUMENZA,VARESE,1023,898,2021-11-15T16:45:15+0000
012066,DUNO,VARESE,105,96,2021-11-15T16:45:15+0000
012067,FAGNANO OLONA,VARESE,9817,8823,2021-11-15T16:45:15+0000
012068,FERNO,VARESE,5254,4598,2021-11-15T16:45:15+0000
012069,FERRERA DI VARESE,VARESE,512,453,2021-11-15T16:45:15+0000
012070,GALLARATE,VARESE,40726,36550,2021-11-15T16:45:15+0000
012071,GALLIATE LOMBARDO,VARESE,799,727,2021-11-15T16:45:15+0000
012072,GAVIRATE,VARESE,7497,6597,2021-11-15T16:45:15+0000
012073,GAZZADA SCHIANNO,VARESE,3697,3331,2021-11-15T16:45:15+0000
012074,GEMONIO,VARESE,2248,1941,2021-11-15T16:45:15+0000
012075,GERENZANO,VARESE,8667,7863,2021-11-15T16:45:15+0000
012076,GERMIGNAGA,VARESE,2780,2425,2021-11-15T16:45:15+0000
012077,GOLASECCA,VARESE,2025,1798,2021-11-15T16:45:15+0000
012078,GORLA MAGGIORE,VARESE,4060,3651,2021-11-15T16:45:15+0000
012079,GORLA MINORE,VARESE,6548,5825,2021-11-15T16:45:15+0000
012080,GORNATE-OLONA,VARESE,1723,1494,2021-11-15T16:45:15+0000
012081,GRANTOLA,VARESE,969,841,2021-11-15T16:45:15+0000
012082,INARZO,VARESE,859,757,2021-11-15T16:45:15+0000
012083,INDUNO OLONA,VARESE,8446,7575,2021-11-15T16:45:15+0000
012084,ISPRA,VARESE,3936,3586,2021-11-15T16:45:15+0000
012085,JERAGO CON ORAGO,VARESE,4185,3724,2021-11-15T16:45:15+0000
012086,LAVENA PONTE TRESA,VARESE,4115,3518,2021-11-15T16:45:15+0000
012087,LAVENO-MOMBELLO,VARESE,6849,6109,2021-11-15T16:45:15+0000
012088,LEGGIUNO,VARESE,2796,2485,2021-11-15T16:45:15+0000
012089,LONATE CEPPINO,VARESE,4012,3565,2021-11-15T16:45:15+0000
