CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,215,166,2021-08-03T15:45:13+0000
012002,ALBIZZATE,VARESE,3704,2745,2021-08-03T15:45:13+0000
012003,ANGERA,VARESE,3565,2809,2021-08-03T15:45:13+0000
012004,ARCISATE,VARESE,6903,5241,2021-08-03T15:45:13+0000
012005,ARSAGO SEPRIO,VARESE,3137,2197,2021-08-03T15:45:13+0000
012006,AZZATE,VARESE,3132,2388,2021-08-03T15:45:13+0000
012007,AZZIO,VARESE,483,374,2021-08-03T15:45:13+0000
012008,BARASSO,VARESE,1234,954,2021-08-03T15:45:13+0000
012009,BARDELLO,VARESE,1144,811,2021-08-03T15:45:13+0000
012010,BEDERO VALCUVIA,VARESE,405,309,2021-08-03T15:45:13+0000
012011,BESANO,VARESE,1625,1239,2021-08-03T15:45:13+0000
012012,BESNATE,VARESE,3787,2797,2021-08-03T15:45:13+0000
012013,BESOZZO,VARESE,5897,4357,2021-08-03T15:45:13+0000
012014,BIANDRONNO,VARESE,2317,1702,2021-08-03T15:45:13+0000
012015,BISUSCHIO,VARESE,2919,2218,2021-08-03T15:45:13+0000
012016,BODIO LOMNAGO,VARESE,1700,1283,2021-08-03T15:45:13+0000
012017,BREBBIA,VARESE,2195,1617,2021-08-03T15:45:13+0000
012018,BREGANO,VARESE,568,412,2021-08-03T15:45:13+0000
012019,BRENTA,VARESE,1136,856,2021-08-03T15:45:13+0000
012020,BREZZO DI BEDERO,VARESE,722,547,2021-08-03T15:45:13+0000
012021,BRINZIO,VARESE,607,467,2021-08-03T15:45:13+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,734,557,2021-08-03T15:45:13+0000
012023,BRUNELLO,VARESE,681,507,2021-08-03T15:45:13+0000
012024,BRUSIMPIANO,VARESE,635,463,2021-08-03T15:45:13+0000
012025,BUGUGGIATE,VARESE,2245,1660,2021-08-03T15:45:13+0000
012026,BUSTO ARSIZIO,VARESE,56426,41224,2021-08-03T15:45:13+0000
012027,CADEGLIANO-VICONAGO,VARESE,1299,991,2021-08-03T15:45:13+0000
012029,CAIRATE,VARESE,5227,3776,2021-08-03T15:45:13+0000
012030,CANTELLO,VARESE,3300,2464,2021-08-03T15:45:13+0000
012031,CARAVATE,VARESE,1680,1263,2021-08-03T15:45:13+0000
012032,CARDANO AL CAMPO,VARESE,9782,7070,2021-08-03T15:45:13+0000
012033,CARNAGO,VARESE,4569,3320,2021-08-03T15:45:13+0000
012034,CARONNO PERTUSELLA,VARESE,11373,8561,2021-08-03T15:45:13+0000
012035,CARONNO VARESINO,VARESE,3252,2373,2021-08-03T15:45:13+0000
012036,CASALE LITTA,VARESE,1781,1308,2021-08-03T15:45:13+0000
012037,CASALZUIGNO,VARESE,890,674,2021-08-03T15:45:13+0000
012038,CASCIAGO,VARESE,2698,2049,2021-08-03T15:45:13+0000
012039,CASORATE SEMPIONE,VARESE,3781,2723,2021-08-03T15:45:13+0000
012040,CASSANO MAGNAGO,VARESE,14579,10611,2021-08-03T15:45:13+0000
012041,CASSANO VALCUVIA,VARESE,353,278,2021-08-03T15:45:13+0000
012042,CASTELLANZA,VARESE,9966,7394,2021-08-03T15:45:13+0000
012043,CASTELLO CABIAGLIO,VARESE,313,249,2021-08-03T15:45:13+0000
012044,CASTELSEPRIO,VARESE,941,698,2021-08-03T15:45:13+0000
012045,CASTELVECCANA,VARESE,1211,944,2021-08-03T15:45:13+0000
012046,CASTIGLIONE OLONA,VARESE,5467,3961,2021-08-03T15:45:13+0000
012047,CASTRONNO,VARESE,3616,2614,2021-08-03T15:45:13+0000
012048,CAVARIA CON PREMEZZO,VARESE,3777,2719,2021-08-03T15:45:13+0000
012049,CAZZAGO BRABBIA,VARESE,528,391,2021-08-03T15:45:13+0000
012050,CISLAGO,VARESE,7056,5253,2021-08-03T15:45:13+0000
012051,CITTIGLIO,VARESE,2478,1884,2021-08-03T15:45:13+0000
012052,CLIVIO,VARESE,1303,1024,2021-08-03T15:45:13+0000
012053,COCQUIO-TREVISAGO,VARESE,3138,2464,2021-08-03T15:45:13+0000
012054,COMABBIO,VARESE,789,556,2021-08-03T15:45:13+0000
012055,COMERIO,VARESE,1993,1511,2021-08-03T15:45:13+0000
012056,CREMENAGA,VARESE,429,332,2021-08-03T15:45:13+0000
012057,CROSIO DELLA VALLE,VARESE,439,327,2021-08-03T15:45:13+0000
012058,CUASSO AL MONTE,VARESE,2276,1749,2021-08-03T15:45:13+0000
012059,CUGLIATE-FABIASCO,VARESE,1890,1401,2021-08-03T15:45:13+0000
012060,CUNARDO,VARESE,1767,1308,2021-08-03T15:45:13+0000
012061,CURIGLIA CON MONTEVIASCO,VARESE,97,78,2021-08-03T15:45:13+0000
012062,CUVEGLIO,VARESE,2114,1578,2021-08-03T15:45:13+0000
012063,CUVIO,VARESE,1117,854,2021-08-03T15:45:13+0000
012064,DAVERIO,VARESE,2212,1652,2021-08-03T15:45:13+0000
012065,DUMENZA,VARESE,855,648,2021-08-03T15:45:13+0000
012066,DUNO,VARESE,82,67,2021-08-03T15:45:13+0000
012067,FAGNANO OLONA,VARESE,8426,6073,2021-08-03T15:45:13+0000
012068,FERNO,VARESE,4347,3057,2021-08-03T15:45:13+0000
012069,FERRERA DI VARESE,VARESE,414,314,2021-08-03T15:45:13+0000
012070,GALLARATE,VARESE,34113,25095,2021-08-03T15:45:13+0000
012071,GALLIATE LOMBARDO,VARESE,699,523,2021-08-03T15:45:13+0000
012072,GAVIRATE,VARESE,6514,4961,2021-08-03T15:45:13+0000
012073,GAZZADA SCHIANNO,VARESE,3210,2443,2021-08-03T15:45:13+0000
012074,GEMONIO,VARESE,1821,1386,2021-08-03T15:45:13+0000
012075,GERENZANO,VARESE,7312,5395,2021-08-03T15:45:13+0000
012076,GERMIGNAGA,VARESE,2284,1727,2021-08-03T15:45:13+0000
012077,GOLASECCA,VARESE,1706,1216,2021-08-03T15:45:13+0000
012078,GORLA MAGGIORE,VARESE,3544,2640,2021-08-03T15:45:13+0000
