CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,279,249,2022-02-20T16:45:13+0000
012002,ALBIZZATE,VARESE,4478,4057,2022-02-20T16:45:13+0000
012003,ANGERA,VARESE,4430,4037,2022-02-20T16:45:13+0000
012004,ARCISATE,VARESE,8539,7715,2022-02-20T16:45:13+0000
012005,ARSAGO SEPRIO,VARESE,4028,3608,2022-02-20T16:45:13+0000
012006,AZZATE,VARESE,3898,3544,2022-02-20T16:45:13+0000
012007,AZZIO,VARESE,602,531,2022-02-20T16:45:13+0000
012008,BARASSO,VARESE,1481,1334,2022-02-20T16:45:13+0000
012009,BARDELLO,VARESE,1377,1225,2022-02-20T16:45:13+0000
012010,BEDERO VALCUVIA,VARESE,529,465,2022-02-20T16:45:13+0000
012011,BESANO,VARESE,2099,1906,2022-02-20T16:45:13+0000
012012,BESNATE,VARESE,4710,4251,2022-02-20T16:45:13+0000
012013,BESOZZO,VARESE,7367,6552,2022-02-20T16:45:13+0000
012014,BIANDRONNO,VARESE,2818,2546,2022-02-20T16:45:13+0000
012015,BISUSCHIO,VARESE,3646,3307,2022-02-20T16:45:13+0000
012016,BODIO LOMNAGO,VARESE,2027,1838,2022-02-20T16:45:13+0000
012017,BREBBIA,VARESE,2659,2375,2022-02-20T16:45:13+0000
012018,BREGANO,VARESE,716,627,2022-02-20T16:45:13+0000
012019,BRENTA,VARESE,1455,1260,2022-02-20T16:45:13+0000
012020,BREZZO DI BEDERO,VARESE,975,844,2022-02-20T16:45:13+0000
012021,BRINZIO,VARESE,691,627,2022-02-20T16:45:13+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,1001,838,2022-02-20T16:45:13+0000
012023,BRUNELLO,VARESE,809,751,2022-02-20T16:45:13+0000
012024,BRUSIMPIANO,VARESE,857,759,2022-02-20T16:45:13+0000
012025,BUGUGGIATE,VARESE,2688,2420,2022-02-20T16:45:13+0000
012026,BUSTO ARSIZIO,VARESE,70702,64072,2022-02-20T16:45:13+0000
012027,CADEGLIANO-VICONAGO,VARESE,1719,1512,2022-02-20T16:45:13+0000
012029,CAIRATE,VARESE,6542,5901,2022-02-20T16:45:13+0000
012030,CANTELLO,VARESE,4077,3700,2022-02-20T16:45:13+0000
012031,CARAVATE,VARESE,2112,1864,2022-02-20T16:45:13+0000
012032,CARDANO AL CAMPO,VARESE,12331,11273,2022-02-20T16:45:13+0000
012033,CARNAGO,VARESE,5755,5174,2022-02-20T16:45:13+0000
012034,CARONNO PERTUSELLA,VARESE,14870,13693,2022-02-20T16:45:13+0000
012035,CARONNO VARESINO,VARESE,4114,3665,2022-02-20T16:45:13+0000
012036,CASALE LITTA,VARESE,2291,2077,2022-02-20T16:45:13+0000
012037,CASALZUIGNO,VARESE,1139,1012,2022-02-20T16:45:13+0000
012038,CASCIAGO,VARESE,3208,2910,2022-02-20T16:45:13+0000
012039,CASORATE SEMPIONE,VARESE,4705,4291,2022-02-20T16:45:13+0000
012040,CASSANO MAGNAGO,VARESE,18289,16492,2022-02-20T16:45:13+0000
012041,CASSANO VALCUVIA,VARESE,481,432,2022-02-20T16:45:13+0000
012042,CASTELLANZA,VARESE,12204,10982,2022-02-20T16:45:13+0000
012043,CASTELLO CABIAGLIO,VARESE,407,360,2022-02-20T16:45:13+0000
012044,CASTELSEPRIO,VARESE,1149,1029,2022-02-20T16:45:13+0000
012045,CASTELVECCANA,VARESE,1565,1399,2022-02-20T16:45:13+0000
012046,CASTIGLIONE OLONA,VARESE,6747,6031,2022-02-20T16:45:13+0000
