CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,279,248,2022-02-17T16:45:15+0000
012002,ALBIZZATE,VARESE,4478,4051,2022-02-17T16:45:15+0000
012003,ANGERA,VARESE,4428,4025,2022-02-17T16:45:15+0000
012004,ARCISATE,VARESE,8538,7701,2022-02-17T16:45:15+0000
012005,ARSAGO SEPRIO,VARESE,4025,3596,2022-02-17T16:45:15+0000
012006,AZZATE,VARESE,3896,3540,2022-02-17T16:45:15+0000
012007,AZZIO,VARESE,600,530,2022-02-17T16:45:15+0000
012008,BARASSO,VARESE,1481,1331,2022-02-17T16:45:15+0000
012009,BARDELLO,VARESE,1375,1225,2022-02-17T16:45:15+0000
012010,BEDERO VALCUVIA,VARESE,528,464,2022-02-17T16:45:15+0000
012011,BESANO,VARESE,2098,1903,2022-02-17T16:45:15+0000
012012,BESNATE,VARESE,4710,4235,2022-02-17T16:45:15+0000
012013,BESOZZO,VARESE,7363,6542,2022-02-17T16:45:15+0000
012014,BIANDRONNO,VARESE,2817,2545,2022-02-17T16:45:15+0000
012015,BISUSCHIO,VARESE,3643,3296,2022-02-17T16:45:15+0000
012016,BODIO LOMNAGO,VARESE,2027,1836,2022-02-17T16:45:15+0000
012017,BREBBIA,VARESE,2659,2372,2022-02-17T16:45:15+0000
012018,BREGANO,VARESE,716,625,2022-02-17T16:45:15+0000
012019,BRENTA,VARESE,1455,1258,2022-02-17T16:45:15+0000
012020,BREZZO DI BEDERO,VARESE,975,844,2022-02-17T16:45:15+0000
012021,BRINZIO,VARESE,691,627,2022-02-17T16:45:15+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,1001,835,2022-02-17T16:45:15+0000
012023,BRUNELLO,VARESE,809,750,2022-02-17T16:45:15+0000
012024,BRUSIMPIANO,VARESE,857,759,2022-02-17T16:45:15+0000
012025,BUGUGGIATE,VARESE,2687,2412,2022-02-17T16:45:15+0000
012026,BUSTO ARSIZIO,VARESE,70673,63892,2022-02-17T16:45:15+0000
012027,CADEGLIANO-VICONAGO,VARESE,1719,1507,2022-02-17T16:45:15+0000
012029,CAIRATE,VARESE,6539,5883,2022-02-17T16:45:15+0000
012030,CANTELLO,VARESE,4076,3693,2022-02-17T16:45:15+0000
012031,CARAVATE,VARESE,2112,1860,2022-02-17T16:45:15+0000
012032,CARDANO AL CAMPO,VARESE,12330,11247,2022-02-17T16:45:15+0000
012033,CARNAGO,VARESE,5754,5157,2022-02-17T16:45:15+0000
012034,CARONNO PERTUSELLA,VARESE,14864,13630,2022-02-17T16:45:15+0000
012035,CARONNO VARESINO,VARESE,4110,3651,2022-02-17T16:45:15+0000
012036,CASALE LITTA,VARESE,2291,2074,2022-02-17T16:45:15+0000
012037,CASALZUIGNO,VARESE,1138,1009,2022-02-17T16:45:15+0000
012038,CASCIAGO,VARESE,3208,2908,2022-02-17T16:45:15+0000
012039,CASORATE SEMPIONE,VARESE,4705,4278,2022-02-17T16:45:15+0000
012040,CASSANO MAGNAGO,VARESE,18284,16444,2022-02-17T16:45:15+0000
012041,CASSANO VALCUVIA,VARESE,481,432,2022-02-17T16:45:15+0000
012042,CASTELLANZA,VARESE,12203,10960,2022-02-17T16:45:15+0000
012043,CASTELLO CABIAGLIO,VARESE,407,359,2022-02-17T16:45:15+0000
012044,CASTELSEPRIO,VARESE,1149,1027,2022-02-17T16:45:15+0000
012045,CASTELVECCANA,VARESE,1566,1399,2022-02-17T16:45:15+0000
012046,CASTIGLIONE OLONA,VARESE,6747,6022,2022-02-17T16:45:15+0000
012047,CASTRONNO,VARESE,4419,3967,2022-02-17T16:45:15+0000
012048,CAVARIA CON PREMEZZO,VARESE,4746,4289,2022-02-17T16:45:15+0000
012049,CAZZAGO BRABBIA,VARESE,651,587,2022-02-17T16:45:15+0000
012050,CISLAGO,VARESE,8783,7904,2022-02-17T16:45:15+0000
012051,CITTIGLIO,VARESE,3236,2790,2022-02-17T16:45:15+0000
012052,CLIVIO,VARESE,1670,1529,2022-02-17T16:45:15+0000
012053,COCQUIO-TREVISAGO,VARESE,3925,3491,2022-02-17T16:45:15+0000
012054,COMABBIO,VARESE,973,875,2022-02-17T16:45:15+0000
012055,COMERIO,VARESE,2423,2164,2022-02-17T16:45:15+0000
012056,CREMENAGA,VARESE,561,514,2022-02-17T16:45:15+0000
012057,CROSIO DELLA VALLE,VARESE,536,480,2022-02-17T16:45:15+0000
012058,CUASSO AL MONTE,VARESE,2903,2674,2022-02-17T16:45:15+0000
012059,CUGLIATE-FABIASCO,VARESE,2504,2167,2022-02-17T16:45:15+0000
012060,CUNARDO,VARESE,2328,2030,2022-02-17T16:45:15+0000
012061,CURIGLIA CON MONTEVIASCO,VARESE,126,115,2022-02-17T16:45:15+0000
012062,CUVEGLIO,VARESE,2729,2424,2022-02-17T16:45:15+0000
012063,CUVIO,VARESE,1407,1238,2022-02-17T16:45:15+0000
012064,DAVERIO,VARESE,2682,2439,2022-02-17T16:45:15+0000
012065,DUMENZA,VARESE,1135,998,2022-02-17T16:45:15+0000
012066,DUNO,VARESE,114,105,2022-02-17T16:45:15+0000
012067,FAGNANO OLONA,VARESE,10467,9514,2022-02-17T16:45:15+0000
012068,FERNO,VARESE,5603,5007,2022-02-17T16:45:15+0000
012069,FERRERA DI VARESE,VARESE,559,497,2022-02-17T16:45:15+0000
012070,GALLARATE,VARESE,43526,39514,2022-02-17T16:45:15+0000
012071,GALLIATE LOMBARDO,VARESE,847,771,2022-02-17T16:45:15+0000
012072,GAVIRATE,VARESE,7983,7130,2022-02-17T16:45:15+0000
012073,GAZZADA SCHIANNO,VARESE,3949,3596,2022-02-17T16:45:15+0000
012074,GEMONIO,VARESE,2404,2089,2022-02-17T16:45:15+0000
012075,GERENZANO,VARESE,9204,8401,2022-02-17T16:45:15+0000
012076,GERMIGNAGA,VARESE,3003,2621,2022-02-17T16:45:15+0000
012077,GOLASECCA,VARESE,2140,1927,2022-02-17T16:45:15+0000
012078,GORLA MAGGIORE,VARESE,4292,3912,2022-02-17T16:45:15+0000
012079,GORLA MINORE,VARESE,6979,6302,2022-02-17T16:45:15+0000
012080,GORNATE-OLONA,VARESE,1855,1632,2022-02-17T16:45:15+0000
012081,GRANTOLA,VARESE,1051,919,2022-02-17T16:45:15+0000
012082,INARZO,VARESE,920,827,2022-02-17T16:45:15+0000
012083,INDUNO OLONA,VARESE,9025,8237,2022-02-17T16:45:15+0000
012084,ISPRA,VARESE,4234,3879,2022-02-17T16:45:15+0000
012085,JERAGO CON ORAGO,VARESE,4457,4016,2022-02-17T16:45:15+0000
012086,LAVENA PONTE TRESA,VARESE,4485,3868,2022-02-17T16:45:15+0000
012087,LAVENO-MOMBELLO,VARESE,7242,6519,2022-02-17T16:45:15+0000
012088,LEGGIUNO,VARESE,3012,2678,2022-02-17T16:45:15+0000
012089,LONATE CEPPINO,VARESE,4324,3881,2022-02-17T16:45:15+0000
012090,LONATE POZZOLO,VARESE,9969,9024,2022-02-17T16:45:15+0000
012091,LOZZA,VARESE,1020,908,2022-02-17T16:45:15+0000
012092,LUINO,VARESE,11455,9893,2022-02-17T16:45:15+0000
012093,LUVINATE,VARESE,1119,1028,2022-02-17T16:45:15+0000
012095,MALGESSO,VARESE,1025,929,2022-02-17T16:45:15+0000
012096,MALNATE,VARESE,13991,12458,2022-02-17T16:45:15+0000
012097,MARCHIROLO,VARESE,2783,2487,2022-02-17T16:45:15+0000
012098,MARNATE,VARESE,6637,5960,2022-02-17T16:45:15+0000
012099,MARZIO,VARESE,263,229,2022-02-17T16:45:15+0000
012100,MASCIAGO PRIMO,VARESE,210,187,2022-02-17T16:45:15+0000
012101,MERCALLO,VARESE,1513,1373,2022-02-17T16:45:15+0000
012102,MESENZANA,VARESE,1283,1111,2022-02-17T16:45:15+0000
012103,MONTEGRINO VALTRAVAGLIA,VARESE,1169,1011,2022-02-17T16:45:15+0000
012104,MONVALLE,VARESE,1613,1395,2022-02-17T16:45:15+0000
012105,MORAZZONE,VARESE,3628,3248,2022-02-17T16:45:15+0000
012106,MORNAGO,VARESE,4279,3853,2022-02-17T16:45:15+0000
012107,OGGIONA CON SANTO STEFANO,VARESE,3668,3268,2022-02-17T16:45:15+0000
012108,OLGIATE OLONA,VARESE,10586,9521,2022-02-17T16:45:15+0000
012109,ORIGGIO,VARESE,6792,6196,2022-02-17T16:45:15+0000
012110,ORINO,VARESE,629,561,2022-02-17T16:45:15+0000
012113,PORTO CERESIO,VARESE,2406,2143,2022-02-17T16:45:15+0000
012114,PORTO VALTRAVAGLIA,VARESE,1914,1687,2022-02-17T16:45:15+0000
012115,RANCIO VALCUVIA,VARESE,699,597,2022-02-17T16:45:15+0000
012116,RANCO,VARESE,942,848,2022-02-17T16:45:15+0000
012117,SALTRIO,VARESE,2417,2192,2022-02-17T16:45:15+0000
012118,SAMARATE,VARESE,13682,12355,2022-02-17T16:45:15+0000
012119,SARONNO,VARESE,33384,30713,2022-02-17T16:45:15+0000
012120,SESTO CALENDE,VARESE,8836,7999,2022-02-17T16:45:15+0000
012121,SOLBIATE ARNO,VARESE,3420,3084,2022-02-17T16:45:15+0000
012122,SOLBIATE OLONA,VARESE,4586,4112,2022-02-17T16:45:15+0000
012123,SOMMA LOMBARDO,VARESE,14677,13283,2022-02-17T16:45:15+0000
012124,SUMIRAGO,VARESE,5138,4617,2022-02-17T16:45:15+0000
012125,TAINO,VARESE,2877,2631,2022-02-17T16:45:15+0000
012126,TERNATE,VARESE,2168,1937,2022-02-17T16:45:15+0000
012127,TRADATE,VARESE,16138,14542,2022-02-17T16:45:15+0000
012128,TRAVEDONA-MONATE,VARESE,3258,2956,2022-02-17T16:45:15+0000
012129,TRONZANO LAGO MAGGIORE,VARESE,160,141,2022-02-17T16:45:15+0000
012130,UBOLDO,VARESE,8946,8092,2022-02-17T16:45:15+0000
012131,VALGANNA,VARESE,1234,1096,2022-02-17T16:45:15+0000
012132,VARANO BORGHI,VARESE,2001,1805,2022-02-17T16:45:15+0000
012133,VARESE,VARESE,68034,61686,2022-02-17T16:45:15+0000
012134,VEDANO OLONA,VARESE,6363,5629,2022-02-17T16:45:15+0000
012136,VENEGONO INFERIORE,VARESE,5268,4690,2022-02-17T16:45:15+0000
012137,VENEGONO SUPERIORE,VARESE,6247,5546,2022-02-17T16:45:15+0000
012138,VERGIATE,VARESE,7280,6604,2022-02-17T16:45:15+0000
012139,VIGGIU',VARESE,4439,4116,2022-02-17T16:45:15+0000
012140,VIZZOLA TICINO,VARESE,448,407,2022-02-17T16:45:15+0000
012141,SANGIANO,VARESE,1206,1057,2022-02-17T16:45:15+0000
012142,MACCAGNO CON PINO E VEDDASCA,VARESE,1862,1667,2022-02-17T16:45:15+0000
012143,CADREZZATE CON OSMATE,VARESE,2014,1823,2022-02-17T16:45:15+0000
013003,ALBAVILLA,COMO,5586,4954,2022-02-17T16:45:15+0000
013004,ALBESE CON CASSANO,COMO,3772,3351,2022-02-17T16:45:15+0000
