CODISTAT_COMUNE_DOM,COMUNE_DOM,PROVINCIA_DOM,TOT_DOSE1,TOT_DOSE2,date
012001,AGRA,VARESE,235,194,2021-09-06T15:45:17+0000
012002,ALBIZZATE,VARESE,3965,3354,2021-09-06T15:45:17+0000
012003,ANGERA,VARESE,3909,3299,2021-09-06T15:45:17+0000
012004,ARCISATE,VARESE,7532,6166,2021-09-06T15:45:17+0000
012005,ARSAGO SEPRIO,VARESE,3469,2803,2021-09-06T15:45:17+0000
012006,AZZATE,VARESE,3395,2848,2021-09-06T15:45:17+0000
012007,AZZIO,VARESE,524,432,2021-09-06T15:45:17+0000
012008,BARASSO,VARESE,1332,1107,2021-09-06T15:45:17+0000
012009,BARDELLO,VARESE,1232,1012,2021-09-06T15:45:17+0000
012010,BEDERO VALCUVIA,VARESE,443,355,2021-09-06T15:45:17+0000
012011,BESANO,VARESE,1829,1487,2021-09-06T15:45:17+0000
012012,BESNATE,VARESE,4126,3445,2021-09-06T15:45:17+0000
012013,BESOZZO,VARESE,6449,5314,2021-09-06T15:45:17+0000
012014,BIANDRONNO,VARESE,2492,2087,2021-09-06T15:45:17+0000
012015,BISUSCHIO,VARESE,3209,2656,2021-09-06T15:45:17+0000
012016,BODIO LOMNAGO,VARESE,1804,1519,2021-09-06T15:45:17+0000
012017,BREBBIA,VARESE,2358,1969,2021-09-06T15:45:17+0000
012018,BREGANO,VARESE,626,503,2021-09-06T15:45:17+0000
012019,BRENTA,VARESE,1242,995,2021-09-06T15:45:17+0000
012020,BREZZO DI BEDERO,VARESE,842,634,2021-09-06T15:45:17+0000
012021,BRINZIO,VARESE,645,550,2021-09-06T15:45:17+0000
012022,BRISSAGO-VALTRAVAGLIA,VARESE,833,637,2021-09-06T15:45:17+0000
012023,BRUNELLO,VARESE,732,622,2021-09-06T15:45:17+0000
012024,BRUSIMPIANO,VARESE,714,549,2021-09-06T15:45:17+0000
012025,BUGUGGIATE,VARESE,2403,2016,2021-09-06T15:45:17+0000
012026,BUSTO ARSIZIO,VARESE,61935,50823,2021-09-06T15:45:17+0000
012027,CADEGLIANO-VICONAGO,VARESE,1449,1138,2021-09-06T15:45:17+0000
012029,CAIRATE,VARESE,5717,4692,2021-09-06T15:45:17+0000
012030,CANTELLO,VARESE,3564,2995,2021-09-06T15:45:17+0000
012031,CARAVATE,VARESE,1845,1497,2021-09-06T15:45:17+0000
012032,CARDANO AL CAMPO,VARESE,10834,8874,2021-09-06T15:45:17+0000
012033,CARNAGO,VARESE,5026,4159,2021-09-06T15:45:17+0000
012034,CARONNO PERTUSELLA,VARESE,12407,10324,2021-09-06T15:45:17+0000
012035,CARONNO VARESINO,VARESE,3591,2888,2021-09-06T15:45:17+0000
012036,CASALE LITTA,VARESE,1972,1610,2021-09-06T15:45:17+0000
012037,CASALZUIGNO,VARESE,986,805,2021-09-06T15:45:17+0000
012038,CASCIAGO,VARESE,2893,2408,2021-09-06T15:45:17+0000
012039,CASORATE SEMPIONE,VARESE,4121,3415,2021-09-06T15:45:17+0000
012040,CASSANO MAGNAGO,VARESE,15950,13139,2021-09-06T15:45:17+0000
012041,CASSANO VALCUVIA,VARESE,398,321,2021-09-06T15:45:17+0000
012042,CASTELLANZA,VARESE,10816,8886,2021-09-06T15:45:17+0000
012043,CASTELLO CABIAGLIO,VARESE,341,282,2021-09-06T15:45:17+0000
012044,CASTELSEPRIO,VARESE,1029,867,2021-09-06T15:45:17+0000
012045,CASTELVECCANA,VARESE,1362,1089,2021-09-06T15:45:17+0000
012046,CASTIGLIONE OLONA,VARESE,5968,4869,2021-09-06T15:45:17+0000
012047,CASTRONNO,VARESE,3908,3188,2021-09-06T15:45:17+0000
012048,CAVARIA CON PREMEZZO,VARESE,4148,3451,2021-09-06T15:45:17+0000
012049,CAZZAGO BRABBIA,VARESE,566,479,2021-09-06T15:45:17+0000
012050,CISLAGO,VARESE,7612,6397,2021-09-06T15:45:17+0000
012051,CITTIGLIO,VARESE,2731,2186,2021-09-06T15:45:17+0000
012052,CLIVIO,VARESE,1443,1221,2021-09-06T15:45:17+0000
012053,COCQUIO-TREVISAGO,VARESE,3433,2847,2021-09-06T15:45:17+0000
012054,COMABBIO,VARESE,853,703,2021-09-06T15:45:17+0000
012055,COMERIO,VARESE,2139,1819,2021-09-06T15:45:17+0000
012056,CREMENAGA,VARESE,472,397,2021-09-06T15:45:17+0000
012057,CROSIO DELLA VALLE,VARESE,478,388,2021-09-06T15:45:17+0000
012058,CUASSO AL MONTE,VARESE,2483,2101,2021-09-06T15:45:17+0000
012059,CUGLIATE-FABIASCO,VARESE,2101,1638,2021-09-06T15:45:17+0000
012060,CUNARDO,VARESE,1988,1565,2021-09-06T15:45:17+0000
012061,CURIGLIA CON MONTEVIASCO,VARESE,104,92,2021-09-06T15:45:17+0000
012062,CUVEGLIO,VARESE,2350,1878,2021-09-06T15:45:17+0000
012063,CUVIO,VARESE,1220,988,2021-09-06T15:45:17+0000
012064,DAVERIO,VARESE,2395,2010,2021-09-06T15:45:17+0000
012065,DUMENZA,VARESE,945,752,2021-09-06T15:45:17+0000
012066,DUNO,VARESE,96,75,2021-09-06T15:45:17+0000
012067,FAGNANO OLONA,VARESE,9191,7644,2021-09-06T15:45:17+0000
012068,FERNO,VARESE,4827,3903,2021-09-06T15:45:17+0000
012069,FERRERA DI VARESE,VARESE,469,377,2021-09-06T15:45:17+0000
012070,GALLARATE,VARESE,37876,31160,2021-09-06T15:45:17+0000
012071,GALLIATE LOMBARDO,VARESE,740,646,2021-09-06T15:45:17+0000
012072,GAVIRATE,VARESE,7063,5865,2021-09-06T15:45:17+0000
012073,GAZZADA SCHIANNO,VARESE,3486,2937,2021-09-06T15:45:17+0000
012074,GEMONIO,VARESE,2025,1621,2021-09-06T15:45:17+0000
012075,GERENZANO,VARESE,7901,6596,2021-09-06T15:45:17+0000
012076,GERMIGNAGA,VARESE,2565,2009,2021-09-06T15:45:17+0000
012077,GOLASECCA,VARESE,1874,1549,2021-09-06T15:45:17+0000
012078,GORLA MAGGIORE,VARESE,3818,3236,2021-09-06T15:45:17+0000
012079,GORLA MINORE,VARESE,6104,4974,2021-09-06T15:45:17+0000
012080,GORNATE-OLONA,VARESE,1612,1309,2021-09-06T15:45:17+0000
012081,GRANTOLA,VARESE,895,707,2021-09-06T15:45:17+0000
012082,INARZO,VARESE,804,667,2021-09-06T15:45:17+0000
012083,INDUNO OLONA,VARESE,7920,6650,2021-09-06T15:45:17+0000
012084,ISPRA,VARESE,3680,3135,2021-09-06T15:45:17+0000
012085,JERAGO CON ORAGO,VARESE,3952,3320,2021-09-06T15:45:17+0000
012086,LAVENA PONTE TRESA,VARESE,3719,2936,2021-09-06T15:45:17+0000
012087,LAVENO-MOMBELLO,VARESE,6434,5369,2021-09-06T15:45:17+0000
012088,LEGGIUNO,VARESE,2619,2158,2021-09-06T15:45:17+0000
012089,LONATE CEPPINO,VARESE,3711,3048,2021-09-06T15:45:17+0000
012090,LONATE POZZOLO,VARESE,8731,7066,2021-09-06T15:45:17+0000
012091,LOZZA,VARESE,902,745,2021-09-06T15:45:17+0000
012092,LUINO,VARESE,9851,7817,2021-09-06T15:45:17+0000
012093,LUVINATE,VARESE,1023,886,2021-09-06T15:45:17+0000
012095,MALGESSO,VARESE,895,758,2021-09-06T15:45:17+0000
012096,MALNATE,VARESE,12324,10015,2021-09-06T15:45:17+0000
012097,MARCHIROLO,VARESE,2391,1909,2021-09-06T15:45:17+0000
012098,MARNATE,VARESE,5833,4742,2021-09-06T15:45:17+0000
012099,MARZIO,VARESE,231,194,2021-09-06T15:45:17+0000
012100,MASCIAGO PRIMO,VARESE,179,144,2021-09-06T15:45:17+0000
012101,MERCALLO,VARESE,1322,1107,2021-09-06T15:45:17+0000
012102,MESENZANA,VARESE,1046,825,2021-09-06T15:45:17+0000
012103,MONTEGRINO VALTRAVAGLIA,VARESE,959,730,2021-09-06T15:45:17+0000
012104,MONVALLE,VARESE,1391,1106,2021-09-06T15:45:17+0000
012105,MORAZZONE,VARESE,3224,2653,2021-09-06T15:45:17+0000
012106,MORNAGO,VARESE,3769,3102,2021-09-06T15:45:17+0000
012107,OGGIONA CON SANTO STEFANO,VARESE,3185,2639,2021-09-06T15:45:17+0000
012108,OLGIATE OLONA,VARESE,9321,7671,2021-09-06T15:45:17+0000
012109,ORIGGIO,VARESE,5824,4958,2021-09-06T15:45:17+0000
012110,ORINO,VARESE,541,444,2021-09-06T15:45:17+0000
012113,PORTO CERESIO,VARESE,2079,1683,2021-09-06T15:45:17+0000
012114,PORTO VALTRAVAGLIA,VARESE,1657,1326,2021-09-06T15:45:17+0000
012115,RANCIO VALCUVIA,VARESE,588,468,2021-09-06T15:45:17+0000
012116,RANCO,VARESE,818,701,2021-09-06T15:45:17+0000
012117,SALTRIO,VARESE,2098,1735,2021-09-06T15:45:17+0000
012118,SAMARATE,VARESE,12006,9905,2021-09-06T15:45:17+0000
012119,SARONNO,VARESE,28827,24490,2021-09-06T15:45:17+0000
012120,SESTO CALENDE,VARESE,7648,6361,2021-09-06T15:45:17+0000
012121,SOLBIATE ARNO,VARESE,2957,2471,2021-09-06T15:45:17+0000
012122,SOLBIATE OLONA,VARESE,4045,3311,2021-09-06T15:45:17+0000
012123,SOMMA LOMBARDO,VARESE,12779,10492,2021-09-06T15:45:17+0000
012124,SUMIRAGO,VARESE,4546,3797,2021-09-06T15:45:17+0000
012125,TAINO,VARESE,2477,2093,2021-09-06T15:45:17+0000
012126,TERNATE,VARESE,1936,1623,2021-09-06T15:45:17+0000
012127,TRADATE,VARESE,14131,11684,2021-09-06T15:45:17+0000
012128,TRAVEDONA-MONATE,VARESE,2841,2420,2021-09-06T15:45:17+0000
012129,TRONZANO LAGO MAGGIORE,VARESE,140,111,2021-09-06T15:45:17+0000
012130,UBOLDO,VARESE,7706,6354,2021-09-06T15:45:17+0000
012131,VALGANNA,VARESE,1058,863,2021-09-06T15:45:17+0000
012132,VARANO BORGHI,VARESE,1757,1479,2021-09-06T15:45:17+0000
012133,VARESE,VARESE,60303,50181,2021-09-06T15:45:17+0000
012134,VEDANO OLONA,VARESE,5611,4587,2021-09-06T15:45:17+0000
012136,VENEGONO INFERIORE,VARESE,4657,3890,2021-09-06T15:45:17+0000
012137,VENEGONO SUPERIORE,VARESE,5471,4550,2021-09-06T15:45:17+0000
012138,VERGIATE,VARESE,6403,5383,2021-09-06T15:45:17+0000
012139,VIGGIU',VARESE,3993,3575,2021-09-06T15:45:17+0000
012140,VIZZOLA TICINO,VARESE,397,326,2021-09-06T15:45:17+0000
012141,SANGIANO,VARESE,1029,815,2021-09-06T15:45:17+0000
012142,MACCAGNO CON PINO E VEDDASCA,VARESE,1592,1306,2021-09-06T15:45:17+0000
012143,CADREZZATE CON OSMATE,VARESE,1714,1408,2021-09-06T15:45:17+0000
013003,ALBAVILLA,COMO,4994,4229,2021-09-06T15:45:17+0000
013004,ALBESE CON CASSANO,COMO,3414,2890,2021-09-06T15:45:17+0000
013005,ALBIOLO,COMO,1988,1658,2021-09-06T15:45:17+0000
013006,ALSERIO,COMO,991,839,2021-09-06T15:45:17+0000
013007,ALZATE BRIANZA,COMO,3923,3254,2021-09-06T15:45:17+0000
013009,ANZANO DEL PARCO,COMO,1371,1179,2021-09-06T15:45:17+0000
013010,APPIANO GENTILE,COMO,6025,5118,2021-09-06T15:45:17+0000
013011,ARGEGNO,COMO,434,340,2021-09-06T15:45:17+0000
013012,AROSIO,COMO,4027,3377,2021-09-06T15:45:17+0000
013013,ASSO,COMO,2638,2106,2021-09-06T15:45:17+0000
013015,BARNI,COMO,392,313,2021-09-06T15:45:17+0000
013021,BENE LARIO,COMO,232,189,2021-09-06T15:45:17+0000
013022,BEREGAZZO CON FIGLIARO,COMO,2040,1729,2021-09-06T15:45:17+0000
013023,BINAGO,COMO,3614,3049,2021-09-06T15:45:17+0000
013024,BIZZARONE,COMO,1155,959,2021-09-06T15:45:17+0000
013025,BLESSAGNO,COMO,188,143,2021-09-06T15:45:17+0000
013026,BLEVIO,COMO,825,666,2021-09-06T15:45:17+0000
013028,BREGNANO,COMO,4737,3895,2021-09-06T15:45:17+0000
013029,BRENNA,COMO,1697,1446,2021-09-06T15:45:17+0000
013030,BRIENNO,COMO,242,213,2021-09-06T15:45:17+0000
013032,BRUNATE,COMO,1205,995,2021-09-06T15:45:17+0000
013034,BULGAROGRASSO,COMO,3037,2543,2021-09-06T15:45:17+0000
013035,CABIATE,COMO,5693,4670,2021-09-06T15:45:17+0000
013036,CADORAGO,COMO,5859,4951,2021-09-06T15:45:17+0000
013037,CAGLIO,COMO,356,299,2021-09-06T15:45:17+0000
013040,CAMPIONE D'ITALIA,COMO,296,265,2021-09-06T15:45:17+0000
013041,CANTU',COMO,30005,24900,2021-09-06T15:45:17+0000
013042,CANZO,COMO,3942,3242,2021-09-06T15:45:17+0000
013043,CAPIAGO INTIMIANO,COMO,4348,3612,2021-09-06T15:45:17+0000
013044,CARATE URIO,COMO,870,741,2021-09-06T15:45:17+0000
013045,CARBONATE,COMO,2229,1861,2021-09-06T15:45:17+0000
013046,CARIMATE,COMO,3373,2808,2021-09-06T15:45:17+0000
013047,CARLAZZO,COMO,2161,1701,2021-09-06T15:45:17+0000
013048,CARUGO,COMO,4881,3949,2021-09-06T15:45:17+0000
013052,CASLINO D'ERBA,COMO,1230,974,2021-09-06T15:45:17+0000
013053,CASNATE CON BERNATE,COMO,3856,3246,2021-09-06T15:45:17+0000
013055,CASSINA RIZZARDI,COMO,2401,2031,2021-09-06T15:45:17+0000
013058,CASTELMARTE,COMO,981,815,2021-09-06T15:45:17+0000
