"1030570580","646742928967163401","NORD","LOMBARDIA","DORNO","4.632","24.556,84","1.919,56","26.476,40"
"1030570590","621242930519112201","NORD","LOMBARDIA","FERRERA ERBOGNONE","1.109","5.879,43","710,84","6.590,28"
"1030570600","493142930475772302","NORD","LOMBARDIA","FILIGHERA","825","4.373,79","407,91","4.781,70"
"1030570610","949642930475075602","NORD","LOMBARDIA","FORTUNAGO","360","1.908,56","57,84","1.966,41"
"1030570620","523342930527468302","NORD","LOMBARDIA","FRASCAROLO","1.177","6.239,94","1.572,36","7.812,30"
"1030570630","817942929493986702","NORD","LOMBARDIA","GALLIAVOLA","195","1.033,80","139,39","1.173,20"
"1030570640","878642930541630601","NORD","LOMBARDIA","GAMBARANA","202","1.070,92","273,50","1.344,41"
"1030570650","308142930532520002","NORD","LOMBARDIA","GAMBOLÒ","9.896","52.464,28","4.949,76","57.414,04"
"1030570660","927742930541695301","NORD","LOMBARDIA","GARLASCO","9.784","51.870,50","2.253,41","54.123,91"
"1030570680","822942930517948001","NORD","LOMBARDIA","GERENZAGO","1.416","7.507,01","1.107,36","8.614,37"
"1030570690","918242930474581902","NORD","LOMBARDIA","GIUSSAGO","5.304","28.119,50","-","28.119,50"
"1030570700","225642928823251301","NORD","LOMBARDIA","GODIASCO SALICE TERME","3.299","17.489,86","-","17.489,86"
"1030570710","636742928865301501","NORD","LOMBARDIA","GOLFERENZO","193","1.023,20","18,35","1.041,56"
"1030570720","451342929091219502","NORD","LOMBARDIA","GRAVELLONA LOMELLINA","2.740","14.526,29","527,49","15.053,77"
"1030570730","424542930544796702","NORD","LOMBARDIA","GROPELLO CAIROLI","4.454","23.613,17","-","23.613,17"
"1030570740","233542930475867401","NORD","LOMBARDIA","INVERNO E MONTELEONE","1.490","7.899,33","-","7.899,33"
"1030570750","914842930520222101","NORD","LOMBARDIA","LANDRIANO","6.417","34.020,14","1.136,52","35.156,66"
"1030570760","341442930546207101","NORD","LOMBARDIA","LANGOSCO","368","1.950,98","218,03","2.169,00"
"1030570770","966242930458293601","NORD","LOMBARDIA","LARDIRAGO","1.143","6.059,69","-","6.059,69"
