"1010271700","193942930458399401","NORD","PIEMONTE","POCAPAGLIA","3.328","17.643,61","-","17.643,61"
"1010271710","494042930533700802","NORD","PIEMONTE","POLONGHERA","1.140","6.043,78","755,89","6.799,67"
"1010271720","316842930524674801","NORD","PIEMONTE","PONTECHIANALE","163","864,15","228,51","1.092,66"
"1010271730","807942930476863901","NORD","PIEMONTE","PRADLEVES","230","1.219,36","201,95","1.421,31"
"1010271740","318442930472979202","NORD","PIEMONTE","PRAZZO","171","906,57","493,93","1.400,50"
"1010271750","878242930289535201","NORD","PIEMONTE","PRIERO","523","2.772,72","759,29","3.532,01"
"1010271760","381842930473491101","NORD","PIEMONTE","PRIOCCA","1.991","10.555,41","322,03","10.877,44"
"1010271770","162542930549518202","NORD","PIEMONTE","PRIOLA","687","3.642,17","839,50","4.481,67"
"1010271780","886742930479942201","NORD","PIEMONTE","PRUNETTO","423","2.242,56","349,76","2.592,32"
"1010271790","275442930527084202","NORD","PIEMONTE","RACCONIGI","9.940","52.697,55","5.035,17","57.732,72"
"1010271800","713042930460573101","NORD","PIEMONTE","REVELLO","4.273","22.653,58","5.410,97","28.064,56"
"1010271810","981742930459941402","NORD","PIEMONTE","RIFREDDO","1.044","5.534,83","1.895,10","7.429,93"
"1010271820","373242930529193902","NORD","PIEMONTE","RITTANA","104","551,36","70,49","621,85"
"1010271830","924042930457907601","NORD","PIEMONTE","ROASCHIA","107","567,27","128,40","695,67"
"1010271840","283342930528881501","NORD","PIEMONTE","ROASCIO","100","530,16","174,29","704,45"
"1010271850","851142930456979301","NORD","PIEMONTE","ROBILANTE","2.260","11.981,53","1.564,50","13.546,04"
"1010271860","234942930528080102","NORD","PIEMONTE","ROBURENT","491","2.603,07","310,52","2.913,59"
"1010271870","547042930531498801","NORD","PIEMONTE","ROCCABRUNA","1.552","8.228,03","-","8.228,03"
"1010271880","244742930523922102","NORD","PIEMONTE","ROCCA CIGLIÈ","134","710,41","250,16","960,57"
"1010271890","581342930458767201","NORD","PIEMONTE","ROCCA DE' BALDI","1.622","8.599,14","856,71","9.455,85"
"1010271900","705342930474395702","NORD","PIEMONTE","ROCCAFORTE MONDOVÌ","2.143","11.361,25","2.889,31","14.250,56"
"1010271910","495842930532802501","NORD","PIEMONTE","ROCCASPARVERA","743","3.939,06","359,26","4.298,32"
"1010271920","709342930543115601","NORD","PIEMONTE","ROCCAVIONE","2.653","14.065,05","2.149,03","16.214,08"
"1010271930","205242930533677402","NORD","PIEMONTE","ROCCHETTA BELBO","160","848,25","217,63","1.065,88"
"1010271940","636142930528352101","NORD","PIEMONTE","RODDI","1.630","8.641,55","-","8.641,55"
"1010271950","461742930456999102","NORD","PIEMONTE","RODDINO","413","2.189,55","50,54","2.240,08"
"1010271960","868842930528247102","NORD","PIEMONTE","RODELLO","957","5.073,60","-","5.073,60"
"1010271970","233142930548538502","NORD","PIEMONTE","ROSSANA","866","4.591,15","260,79","4.851,95"
"1010271980","601942930477296302","NORD","PIEMONTE","RUFFIA","363","1.924,47","712,89","2.637,36"
"1010271990","664942930450522402","NORD","PIEMONTE","SALE DELLE LANGHE","507","2.687,89","3,09","2.690,99"
"1010272000","114742930453726801","NORD","PIEMONTE","SALE SAN GIOVANNI","172","911,87","73,42","985,29"
"1010272010","444142930531489501","NORD","PIEMONTE","SALICETO","1.256","6.658,76","-","6.658,76"
"1010272020","597042930457165401","NORD","PIEMONTE","SALMOUR","724","3.838,33","718,34","4.556,67"
"1010272030","998642930455141602","NORD","PIEMONTE","SALUZZO","17.253","91.467,88","-","91.467,88"
"1010272040","437642930542057902","NORD","PIEMONTE","SAMBUCO","87","461,24","171,83","633,06"
"1010272050","391442930534416501","NORD","PIEMONTE","SAMPEYRE","993","5.264,45","1.253,51","6.517,96"
"1010272060","126542930458708001","NORD","PIEMONTE","SAN BENEDETTO BELBO","163","864,15","144,98","1.009,14"
"1010272070","114042930544217902","NORD","PIEMONTE","SAN DAMIANO MACRA","408","2.163,04","571,19","2.734,23"
"1010272080","636442930460092501","NORD","PIEMONTE","SANFRÈ","3.042","16.127,36","1.337,50","17.464,86"
"1010272090","285042930530335901","NORD","PIEMONTE","SANFRONT","2.354","12.479,88","2.509,65","14.989,53"
"1010272100","611842930525086802","NORD","PIEMONTE","SAN MICHELE MONDOVÌ","1.933","10.247,92","2.226,38","12.474,30"
"1010272110","406842930476564801","NORD","PIEMONTE","SANT'ALBANO STURA","2.365","12.538,20","1.946,29","14.484,48"
"1010272120","963842930546998002","NORD","PIEMONTE","SANTA VITTORIA D'ALBA","2.870","15.215,49","1.169,56","16.385,05"
"1010272130","197742930548902501","NORD","PIEMONTE","SANTO STEFANO BELBO","4.027","21.349,40","3.702,82","25.052,22"
"1010272140","918942930478364602","NORD","PIEMONTE","SANTO STEFANO ROERO","1.370","7.263,14","1.310,60","8.573,74"
"1010272150","351542930542888401","NORD","PIEMONTE","SAVIGLIANO","21.605","114.540,29","-","114.540,29"
"1010272160","801942930454879602","NORD","PIEMONTE","SCAGNELLO","175","927,77","205,56","1.133,33"
"1010272170","419442930446618101","NORD","PIEMONTE","SCARNAFIGI","2.138","11.334,74","2.567,26","13.902,00"
"1010272180","387742930547812502","NORD","PIEMONTE","SERRALUNGA D'ALBA","575","3.048,40","640,09","3.688,49"
"1010272190","499242930548738301","NORD","PIEMONTE","SERRAVALLE LANGHE","298","1.579,87","-","1.579,87"
"1010272200","901342930543043201","NORD","PIEMONTE","SINIO","511","2.709,10","494,14","3.203,24"
"1010272210","935642930452402301","NORD","PIEMONTE","SOMANO","326","1.728,31","835,55","2.563,86"
"1010272220","288842930452286102","NORD","PIEMONTE","SOMMARIVA DEL BOSCO","6.333","33.574,81","5.441,36","39.016,16"
"1010272230","462842930525650701","NORD","PIEMONTE","SOMMARIVA PERNO","2.769","14.680,03","-","14.680,03"
"1010272240","171642930548872901","NORD","PIEMONTE","STROPPO","103","546,06","231,90","777,96"
"1010272250","975842930459401601","NORD","PIEMONTE","TARANTASCA","2.157","11.435,47","3.118,74","14.554,22"
"1010272260","718242930547462902","NORD","PIEMONTE","TORRE BORMIDA","171","906,57","95,70","1.002,27"
"1010272270","439742930468869302","NORD","PIEMONTE","TORRE MONDOVÌ","476","2.523,54","294,77","2.818,32"
"1010272280","796042930525061902","NORD","PIEMONTE","TORRE SAN GIORGIO","732","3.880,74","-","3.880,74"
"1010272290","482642930450734601","NORD","PIEMONTE","TORRESINA","48","548,26","51,74","600,00"
"1010272291","119542930473450501","NORD","PIEMONTE","TREISO","776","4.114,01","-","4.114,01"
"1010272300","298542930528293701","NORD","PIEMONTE","TREZZO TINELLA","309","1.638,18","190,63","1.828,82"
"1010272310","434642930525286701","NORD","PIEMONTE","TRINITÀ","2.246","11.907,31","3.124,51","15.031,82"
"1010272320","969942930469259302","NORD","PIEMONTE","VALDIERI","910","4.824,42","574,59","5.399,02"
"1010272330","238242930479484202","NORD","PIEMONTE","VALGRANA","777","4.119,32","1.019,56","5.138,87"
"1010272340","644142930446451802","NORD","PIEMONTE","VALLORIATE","107","600,00","-","600,00"
"1010272360","917842930548096601","NORD","PIEMONTE","VENASCA","1.388","7.358,57","1.606,07","8.964,64"
"1010272370","484342930479147702","NORD","PIEMONTE","VERDUNO","560","2.968,88","99,37","3.068,24"
"1010272380","886942930525439601","NORD","PIEMONTE","VERNANTE","1.152","6.107,40","498,97","6.606,37"
"1010272390","297242930550572001","NORD","PIEMONTE","VERZUOLO","6.424","34.057,25","3.883,44","37.940,69"
"1010272400","878842930547963502","NORD","PIEMONTE","VEZZA D'ALBA","2.285","12.114,07","-","12.114,07"
"1010272410","647642930462303702","NORD","PIEMONTE","VICOFORTE","3.123","16.556,78","-","16.556,78"
"1010272420","562142930457999401","NORD","PIEMONTE","VIGNOLO","2.575","13.651,53","-","13.651,53"
"1010272430","164042930460051801","NORD","PIEMONTE","VILLAFALLETTO","2.904","15.395,74","5.048,69","20.444,44"
