"1030120600","194842930532490002","NORD","LOMBARDIA","CASTELLI CALEPIO","10.432","55.305,92","995,11","56.301,03"
"1030120610","596542930459823601","NORD","LOMBARDIA","CASTEL ROZZONE","2.820","14.950,41","645,86","15.596,27"
"1030120620","442642930516534602","NORD","LOMBARDIA","CASTIONE DELLA PRESOLANA","3.419","18.126,05","5.673,06","23.799,11"
"1030120630","647142930520231302","NORD","LOMBARDIA","CASTRO","1.299","6.886,73","-","6.886,73"
"1030120640","777342930534776602","NORD","LOMBARDIA","CAVERNAGO","2.639","13.990,83","2.086,72","16.077,55"
"1030120641","836642930545490301","NORD","LOMBARDIA","CAZZANO SANT'ANDREA","1.661","8.805,90","-","8.805,90"
"1030120650","778242930531554001","NORD","LOMBARDIA","CENATE SOPRA","2.545","13.492,48","-","13.492,48"
"1030120660","799142930461449601","NORD","LOMBARDIA","CENATE SOTTO","3.875","20.543,56","-","20.543,56"
"1030120670","456842930461438101","NORD","LOMBARDIA","CENE","4.263","22.600,57","715,33","23.315,90"
"1030120680","644942930511287101","NORD","LOMBARDIA","CERETE","1.605","8.509,01","2.460,60","10.969,61"
"1030120690","872142930517248702","NORD","LOMBARDIA","CHIGNOLO D'ISOLA","3.474","18.417,63","2.422,04","20.839,67"
"1030120700","774842930509319202","NORD","LOMBARDIA","CHIUDUNO","6.108","32.381,95","4.118,73","36.500,68"
"1030120710","211542929160935901","NORD","LOMBARDIA","CISANO BERGAMASCO","6.318","33.495,28","-","33.495,28"
"1030120720","116742928739525602","NORD","LOMBARDIA","CISERANO","5.560","29.476,70","878,96","30.355,66"
"1030120730","447842929222943602","NORD","LOMBARDIA","CIVIDATE AL PIANO","5.176","27.440,90","5.533,75","32.974,65"
"1030120740","634342930517827402","NORD","LOMBARDIA","CLUSONE","8.607","45.630,56","3.485,45","49.116,01"
"1030120750","957642928954607202","NORD","LOMBARDIA","COLERE","1.120","5.937,75","1.566,89","7.504,64"
"1030120760","435342929013116401","NORD","LOMBARDIA","COLOGNO AL SERIO","11.184","59.292,69","8.094,86","67.387,56"
"1030120770","624342930529722402","NORD","LOMBARDIA","COLZATE","1.664","8.821,80","1.030,45","9.852,26"
"1030120780","351842930516795801","NORD","LOMBARDIA","COMUN NUOVO","4.419","23.427,61","1.455,23","24.882,84"
"1030120790","911342930462867102","NORD","LOMBARDIA","CORNA IMAGNA","925","4.903,95","2.625,44","7.529,38"
"1030120791","708242930532709102","NORD","LOMBARDIA","CORNALBA","300","1.590,47","297,30","1.887,77"
"1030120800","673342930534726802","NORD","LOMBARDIA","CORTENUOVA","1.932","10.242,62","3.013,86","13.256,49"
"1030120810","169842930460896602","NORD","LOMBARDIA","COSTA DI MEZZATE","3.391","17.977,60","2.533,68","20.511,28"
"1030120811","125442930531011902","NORD","LOMBARDIA","COSTA SERINA","900","4.771,41","288,19","5.059,60"
"1030120820","736642930446691002","NORD","LOMBARDIA","COSTA VALLE IMAGNA","576","3.053,70","890,14","3.943,84"
"1030120830","328742930516958201","NORD","LOMBARDIA","COSTA VOLPINO","9.063","48.048,08","8.677,83","56.725,90"
"1030120840","463842928091046702","NORD","LOMBARDIA","COVO","4.109","21.784,13","5.474,80","27.258,93"
"1030120850","534842928887104802","NORD","LOMBARDIA","CREDARO","3.497","18.539,57","1.166,97","19.706,54"
"1030120860","748242930518778501","NORD","LOMBARDIA","CURNO","7.534","39.941,98","-","39.941,98"
"1030120870","659942930461469101","NORD","LOMBARDIA","CUSIO","238","1.261,77","75,03","1.336,80"
"1030120880","225942930518197202","NORD","LOMBARDIA","DALMINE","23.610","125.169,93","-","125.169,93"
"1030120890","723042930142431802","NORD","LOMBARDIA","DOSSENA","908","4.813,82","1.147,22","5.961,04"
"1030120900","168542930515726001","NORD","LOMBARDIA","ENDINE GAIANO","3.435","18.210,87","4.262,84","22.473,71"
"1030120910","927142930546284601","NORD","LOMBARDIA","ENTRATICO","1.999","10.597,83","1.137,68","11.735,51"
"1030120930","531142929684609602","NORD","LOMBARDIA","FARA GERA D'ADDA","8.024","42.539,75","-","42.539,75"
"1030120940","798742930519398002","NORD","LOMBARDIA","FARA OLIVANA CON SOLA","1.293","6.854,92","1.665,65","8.520,57"
"1030120941","523942930545877502","NORD","LOMBARDIA","FILAGO","3.132","16.604,50","-","16.604,50"
