"1010270740","645742930461298301","NORD","PIEMONTE","COSSANO BELBO","952","5.047,09","1.213,52","6.260,61"
"1010270750","748342928967256601","NORD","PIEMONTE","COSTIGLIOLE SALUZZO","3.299","17.489,86","2.991,93","20.481,79"
"1010270760","981342928887221701","NORD","PIEMONTE","CRAVANZANA","365","1.935,07","523,40","2.458,47"
"1010270770","366842930544745901","NORD","PIEMONTE","CRISSOLO","165","874,76","309,47","1.184,23"
"1010270780","414542930521761901","NORD","PIEMONTE","CUNEO","56.144","297.651,01","-","297.651,01"
"1010270790","761342930534268601","NORD","PIEMONTE","DEMONTE","1.959","10.385,76","1.552,43","11.938,19"
"1010270800","244842930462669801","NORD","PIEMONTE","DIANO D'ALBA","3.621","19.196,96","-","19.196,96"
"1010270810","247642930526681902","NORD","PIEMONTE","DOGLIANI","4.691","24.869,64","5.406,51","30.276,15"
"1010270820","346842930518058602","NORD","PIEMONTE","DRONERO","7.018","37.206,38","5.964,01","43.170,38"
"1010270830","501442928865230702","NORD","PIEMONTE","ELVA","94","498,35","428,35","926,69"
"1010270840","123742930477029802","NORD","PIEMONTE","ENTRACQUE","859","4.554,04","1.160,50","5.714,54"
"1010270850","789642930546785901","NORD","PIEMONTE","ENVIE","1.989","10.544,81","4.754,46","15.299,27"
"1010270860","708442930518563602","NORD","PIEMONTE","FARIGLIANO","1.777","9.420,88","2.009,56","11.430,43"
"1010270870","742942930184370202","NORD","PIEMONTE","FAULE","488","2.587,16","289,16","2.876,32"
"1010270880","498742930476930701","NORD","PIEMONTE","FEISOGLIO","305","1.616,98","-","1.616,98"
"1010270890","735142930522899001","NORD","PIEMONTE","FOSSANO","24.225","128.430,39","-","128.430,39"
"1010270900","705642930523995501","NORD","PIEMONTE","FRABOSA SOPRANA","752","3.986,78","250,90","4.237,68"
"1010270910","704442930446654802","NORD","PIEMONTE","FRABOSA SOTTANA","1.530","8.111,39","1.651,52","9.762,91"
"1010270920","975242930453297801","NORD","PIEMONTE","FRASSINO","269","1.426,12","374,54","1.800,66"
"1010270930","816442930400204201","NORD","PIEMONTE","GAIOLA","583","3.090,81","541,33","3.632,14"
"1010270940","379142930462597802","NORD","PIEMONTE","GAMBASCA","350","1.855,55","610,66","2.466,21"
"1010270950","997442930541550202","NORD","PIEMONTE","GARESSIO","3.056","16.201,58","-","16.201,58"
"1010270960","995342930544702302","NORD","PIEMONTE","GENOLA","2.653","14.065,05","2.300,55","16.365,60"
