"1010960160","856542930530007901","NORD","PIEMONTE","CAVAGLIÀ","3.626","19.223,47","2.862,94","22.086,41"
"1010960180","578842930544158201","NORD","PIEMONTE","CERRIONE","2.881","15.273,81","424,08","15.697,89"
"1010960190","734942930518880301","NORD","PIEMONTE","COGGIOLA","1.801","9.548,12","-","9.548,12"
"1010960200","737542930531384801","NORD","PIEMONTE","COSSATO","14.534","77.052,93","-","77.052,93"
"1010960210","852942930509739101","NORD","PIEMONTE","CREVACUORE","1.498","7.941,74","-","7.941,74"
"1010960230","766642929456991301","NORD","PIEMONTE","CURINO","481","2.550,05","787,31","3.337,36"
"1010960240","724942929331638002","NORD","PIEMONTE","DONATO","720","3.817,13","704,48","4.521,61"
"1010960250","945642930159053002","NORD","PIEMONTE","DORZANO","531","2.815,13","402,14","3.217,27"
"1010960260","579342930462972902","NORD","PIEMONTE","GAGLIANICO","3.738","19.817,25","-","19.817,25"
"1010960270","154342930544862901","NORD","PIEMONTE","GIFFLENGA","113","600,00","-","600,00"
"1010960280","544142930477290902","NORD","PIEMONTE","GRAGLIA","1.514","8.026,57","587,64","8.614,20"
"1010960291","615742930517542101","NORD","PIEMONTE","LESSONA","2.724","14.441,46","-","14.441,46"
"1010960300","426242930541919002","NORD","PIEMONTE","MAGNANO","394","2.088,82","686,86","2.775,67"
"1010960310","392042929704089602","NORD","PIEMONTE","MASSAZZA","557","2.952,97","632,24","3.585,22"
"1010960320","532242930542455601","NORD","PIEMONTE","MASSERANO","2.094","11.101,48","1.451,89","12.553,36"
"1010960330","557442930461953502","NORD","PIEMONTE","MEZZANA MORTIGLIENGO","501","2.656,08","-","2.656,08"
"1010960340","208742930526452502","NORD","PIEMONTE","MIAGLIANO","571","3.027,19","229,38","3.256,57"
"1010960350","307142930474623902","NORD","PIEMONTE","MONGRANDO","3.794","20.114,13","2.021,74","22.135,87"
"1010960370","777242930450063302","NORD","PIEMONTE","MOTTALCIATA","1.354","7.178,32","-","7.178,32"
"1010960380","847642930532420301","NORD","PIEMONTE","MUZZANO","601","3.186,24","-","3.186,24"
"1010960390","468042930474736401","NORD","PIEMONTE","NETRO","972","5.153,12","450,63","5.603,75"
"1010960400","455142930473987601","NORD","PIEMONTE","OCCHIEPPO INFERIORE","3.902","20.686,70","-","20.686,70"
"1010960410","785342930523919402","NORD","PIEMONTE","OCCHIEPPO SUPERIORE","2.691","14.266,51","-","14.266,51"
"1010960420","609442929613635201","NORD","PIEMONTE","PETTINENGO","1.520","8.058,38","468,25","8.526,62"
"1010960430","965842930462978301","NORD","PIEMONTE","PIATTO","504","2.671,99","-","2.671,99"
"1010960440","333342930544586401","NORD","PIEMONTE","PIEDICAVALLO","178","943,68","89,70","1.033,38"
"1010960460","523242930533811701","NORD","PIEMONTE","POLLONE","2.112","11.196,90","-","11.196,90"
"1010960470","145542930537934402","NORD","PIEMONTE","PONDERANO","3.784","20.061,12","-","20.061,12"
"1010960480","707842930455442102","NORD","PIEMONTE","PORTULA","1.192","6.319,46","-","6.319,46"
"1010960490","284242930542269101","NORD","PIEMONTE","PRALUNGO","2.370","12.564,71","577,53","13.142,24"
"1010960500","222942930524801801","NORD","PIEMONTE","PRAY","2.113","11.202,20","-","11.202,20"
"1010960515","754854705545839801","NORD","PIEMONTE","QUAREGNA CERRETO","2.041","10.820,49","-","10.820,49"
"1010960530","259242930542989201","NORD","PIEMONTE","RONCO BIELLESE","1.509","8.000,06","-","8.000,06"
"1010960540","157242930550208302","NORD","PIEMONTE","ROPPOLO","880","4.665,38","422,36","5.087,74"
"1010960550","539342930460514101","NORD","PIEMONTE","ROSAZZA","91","482,44","118,88","601,32"
"1010960560","518242930480673301","NORD","PIEMONTE","SAGLIANO MICCA","1.605","8.509,01","910,44","9.419,45"
"1010960570","138642930447265701","NORD","PIEMONTE","SALA BIELLESE","592","3.138,53","426,13","3.564,65"
"1010960580","791442930527242601","NORD","PIEMONTE","SALUSSOLA","1.924","10.200,21","944,89","11.145,10"
"1010960590","941942930461589102","NORD","PIEMONTE","SANDIGLIANO","2.669","14.149,87","-","14.149,87"
"1010960630","825342930528662702","NORD","PIEMONTE","SORDEVOLO","1.342","7.114,70","-","7.114,70"
"1010960640","897042930455342701","NORD","PIEMONTE","SOSTEGNO","769","4.076,90","-","4.076,90"
"1010960650","343542930548828801","NORD","PIEMONTE","STRONA","1.070","5.672,67","-","5.672,67"
"1010960660","745642930454699602","NORD","PIEMONTE","TAVIGLIANO","927","4.914,55","-","4.914,55"
"1010960670","857242930524371102","NORD","PIEMONTE","TERNENGO","280","1.484,44","-","1.484,44"
"1010960680","884642930550779101","NORD","PIEMONTE","TOLLEGNO","2.447","12.972,93","-","12.972,93"
"1010960690","548942930468881502","NORD","PIEMONTE","TORRAZZO","204","1.081,52","54,16","1.135,68"
"1010960710","264242930469660601","NORD","PIEMONTE","VALDENGO","2.461","13.047,15","-","13.047,15"
"1010960715","615954705799833601","NORD","PIEMONTE","VALDILANA","10.825","57.389,43","-","57.389,43"
"1010960720","545242930452170201","NORD","PIEMONTE","VALLANZENGO","216","1.145,14","-","1.145,14"
"1010960740","158342930478366301","NORD","PIEMONTE","VALLE SAN NICOLAO","951","5.041,79","-","5.041,79"
"1010960750","142742930454799701","NORD","PIEMONTE","VEGLIO","477","2.528,85","78,56","2.607,41"
"1010960760","454442930539269601","NORD","PIEMONTE","VERRONE","1.247","6.611,05","-","6.611,05"
"1010960770","965642930550576402","NORD","PIEMONTE","VIGLIANO BIELLESE","7.666","40.641,79","-","40.641,79"
"1010960780","825442930525679301","NORD","PIEMONTE","VILLA DEL BOSCO","335","1.776,02","203,41","1.979,43"
"1010960790","691242930471865101","NORD","PIEMONTE","VILLANOVA BIELLESE","185","980,79","184,90","1.165,69"
"1010960800","657742930465781302","NORD","PIEMONTE","VIVERONE","1.411","7.480,51","-","7.480,51"
"1010960810","371542930453662501","NORD","PIEMONTE","ZIMONE","399","2.115,32","72,71","2.188,04"
"1010960820","251942930447639201","NORD","PIEMONTE","ZUBIENA","1.148","6.086,20","716,39","6.802,58"
"1010960830","134342930526904002","NORD","PIEMONTE","ZUMAGLIA","1.021","5.412,90","-","5.412,90"
"1011020010","611542928135643301","NORD","PIEMONTE","ANTRONA SCHIERANCO","419","2.221,36","73,64","2.295,00"
"1011020020","714242930509730002","NORD","PIEMONTE","ANZOLA D'OSSOLA","407","2.157,74","-","2.157,74"
"1011020030","399642927979893401","NORD","PIEMONTE","ARIZZANO","2.012","10.666,75","48,95","10.715,70"
"1011020040","965642930507931901","NORD","PIEMONTE","AROLA","243","1.288,28","440,71","1.728,99"
"1011020050","728942930508830501","NORD","PIEMONTE","AURANO","103","546,06","221,78","767,84"
"1011020060","871542930475100402","NORD","PIEMONTE","BACENO","897","4.755,50","587,67","5.343,17"
"1011020070","259642929034814401","NORD","PIEMONTE","BANNIO ANZINO","478","2.534,15","1.001,41","3.535,56"
"1011020080","807842930507639202","NORD","PIEMONTE","BAVENO","4.919","26.078,39","-","26.078,39"
"1011020090","845542930534184502","NORD","PIEMONTE","BEE","755","4.002,68","1.215,32","5.218,00"
"1011020100","878442930464591201","NORD","PIEMONTE","BELGIRATE","503","2.666,69","-","2.666,69"
"1011020110","308742930465134201","NORD","PIEMONTE","BEURA-CARDEZZA","1.468","7.782,70","1.349,82","9.132,51"
"1011020120","853842928633866502","NORD","PIEMONTE","BOGNANCO","188","996,69","79,65","1.076,35"
"1011020125","951345501345900001","NORD","PIEMONTE","BORGOMEZZAVALLE","315","1.669,99","372,92","2.042,91"
"1011020130","215242930508075102","NORD","PIEMONTE","BROVELLO-CARPUGNINO","711","3.769,41","842,73","4.612,14"
"1011020140","478042929000168302","NORD","PIEMONTE","CALASCA-CASTIGLIONE","611","3.239,26","1.264,17","4.503,43"
"1011020150","381342930464663802","NORD","PIEMONTE","CAMBIASCA","1.623","8.604,44","1.574,94","10.179,38"
"1011020160","551142930534783602","NORD","PIEMONTE","CANNERO RIVIERA","910","4.824,42","951,58","5.776,01"
"1011020170","383242928021739302","NORD","PIEMONTE","CANNOBIO","5.120","27.144,01","20.757,39","47.901,40"
"1011020180","149642930464155901","NORD","PIEMONTE","CAPREZZO","169","895,96","287,32","1.183,28"
"1011020190","815842930464087702","NORD","PIEMONTE","CASALE CORTE CERRO","3.466","18.375,22","-","18.375,22"
"1011020210","646142930516997802","NORD","PIEMONTE","CEPPO MORELLI","297","1.574,56","273,93","1.848,49"
"1011020220","958442930462254801","NORD","PIEMONTE","CESARA","594","3.149,13","414,28","3.563,41"
"1011020230","905142930446820001","NORD","PIEMONTE","COSSOGNO","679","3.599,76","907,10","4.506,86"
"1011020240","777842930516503902","NORD","PIEMONTE","CRAVEGGIA","762","4.039,79","2.619,21","6.659,01"
"1011020250","181242930509374402","NORD","PIEMONTE","CREVOLADOSSOLA","4.600","24.387,19","5.878,29","30.265,49"
"1011020260","631842930544615602","NORD","PIEMONTE","CRODO","1.398","7.411,59","697,53","8.109,11"
"1011020280","794942930516814001","NORD","PIEMONTE","DOMODOSSOLA","18.146","96.202,18","5.210,39","101.412,58"
"1011020290","119942930518238201","NORD","PIEMONTE","DRUOGNO","1.064","5.640,86","3.968,50","9.609,36"
"1011020310","208042930542384402","NORD","PIEMONTE","FORMAZZA","442","2.343,29","27,86","2.371,15"
"1011020320","783242930435923402","NORD","PIEMONTE","GERMAGNO","190","1.007,30","126,53","1.133,82"
"1011020330","795942930523988901","NORD","PIEMONTE","GHIFFA","2.354","12.479,88","240,45","12.720,34"
"1011020340","135142930528286501","NORD","PIEMONTE","GIGNESE","1.048","5.556,04","-","5.556,04"
"1011020350","486242930517171402","NORD","PIEMONTE","GRAVELLONA TOCE","7.808","41.394,61","6.079,76","47.474,37"
"1011020360","191242928823204201","NORD","PIEMONTE","GURRO","199","1.055,01","1.047,01","2.102,02"
"1011020370","961142930517747501","NORD","PIEMONTE","INTRAGNA","108","572,57","365,63","938,20"
